,sub_label,template,obj_label,masked_sentence
67,Ken Okuyama,[X] is [Y] citizen .,Japan,His given name is Kiyoyuki Okuyama (奥山 清行 Okuyama Kiyoyuki) but goes by Ken Okuyama (ケン・オクヤマ) outside [MASK].
69,Itta of Metz,[X] is [Y] citizen .,Belgium,"626 – March 17, 659) was a seventh-century abbess who, with her mother Itta, founded the Benedictine monastery of Nivelles in present-day [MASK]."
70,Leonardo Silva,[X] is [Y] citizen .,Brazil,"Hugo Leonardo Silva Serejo or simply Léo Silva (born December 24, 1985 in São Luis, [MASK]), is an association footballer who currently plays for Albirex Niigata."
71,Andrew Bogut,[X] is [Y] citizen .,Australia,"Virgin Islands) in 1997, Michael Olowokandi (Nigeria) in 1998, Andrew Bogut ([MASK]) in 2005, Kyrie Irving (Australia) in 2011, Anthony Bennett (Canada) in 2013, Andrew Wiggins (Canada) in 2014, and Karl-Anthony Towns (Dominican Republic) in 2015."
73,Juma Ikangaa,[X] is [Y] citizen .,Tanzania,"He came second in the 1989 New York City Marathon in 2:09:38 to [MASK]’s Juma Ikangaa’s 2:08:01; as of 2007, that was the fourth-fastest marathon time by an American-born athlete."
76,Marlene Favela,[X] is [Y] citizen .,Mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, [MASK]) is a Mexican actress."
82,Abdul Khalid Ibrahim,[X] is [Y] citizen .,Malaysia,He was a Member of Parliament of (P124) Bandar Tun Razak in Wilayah Persekutuan (Federal Territory) of [MASK]) representing the National Front Coalition (Barisan Nasional) for 3 terms until he lost to Tan Sri Abdul Khalid Ibrahim of Parti Keadilan Rakyat (PKR) in the twelfth General Election in Malaysia on 8 March 2008.
84,Prince Leka of Albania,[X] is [Y] citizen .,Albania,"Prince Leka of [MASK] (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of Albania and Susan Cullen-Ward."
90,Auguste Forel,[X] is [Y] citizen .,Switzerland,"Other famous students of Meynert's were Russian neuropsychiatrist Sergei Korsakoff (1854–1900), German neuropathologist Carl Wernicke (1848–1905) and [MASK] neuroanatomist Auguste-Henri Forel (1848–1931)."
97,Alfred Werner,[X] is [Y] citizen .,Switzerland,Alfred Werner (12 December 1866 – 15 November 1919) was a [MASK] chemist who was a student at ETH Zurich and a professor at the University of Zurich.
99,Helga Nowotny,[X] is [Y] citizen .,Austria,The previous ERC President Helga Nowotny is from [MASK].
100,Szymon Szymonowic,[X] is [Y] citizen .,Poland,"Zimorowic acknowledges the most important earlier [MASK] pastoral poet Szymon Szymonowic, whose Sielanki appeared in 1614, as his master, but his own poems are notable for their local, ""Ruthenian"" (i.e."
105,Rosario Flores,[X] is [Y] citizen .,Spain,"Previously, his own band has featured an international mix of musicians – Perico Sambeat (alto saxophone; [MASK]), Bernardo Sassetti (piano; Portugal), Geoff Gascoyne (bass, United Kingdom), and Gene Calderazzo (drums; United States) More recently he has toured the Guy Barker Jazz Orchestra – a 15 piece big band featuring Rosario Giuliani (alto saxophone; Italy) and Per Johansson (tenor saxophone; Sweden) - performing DZF, a reworking of Mozart's Magic Flute with Michael Brandon narrating the story as a Raymond Chandler style pulp fiction novel, retold by Robert Ryan Guy Barker was Musical Director / Arranger for the opening gala concert ""Jazz Voice : Celebrating a century of song"" at the London Jazz Festival annually from 2008 to 2014."
118,Inge Magnusson,[X] is [Y] citizen .,Norway,Inge Magnusson or Inge Baglar-king was from 1196 to 1202 the Bagler candidate for pretender to the Norwegian throne during the Civil war era in [MASK].
120,Eleanor Wachtel,[X] is [Y] citizen .,Canada,"Journalist Eleanor Wachtel describes a major problem faced by feminist magazines and journals in [MASK] in her 1983 report on Feminist Print Media as involving ""a small population stretched out across 4000 miles""."
122,Charles II of Spain,[X] is [Y] citizen .,Spain,"Claude Lamoral, 3rd Prince of Ligne, Prince of Epinoy, Marquis of Roubaix and Count of Fauquemberg (8 October 1618 – 21 December 1679), was a nobleman from the Spanish Netherlands, military and diplomate in the service of Philip IV of [MASK] and Charles II of Spain ."
163,Jean Baptiste Abbeloos,[X] is [Y] citizen .,Belgium,"Quadrophonia were a Dutch/[MASK] electronic music collective, formed by Olivier Abbeloos (also known as part of T99) and Lucien Foort in the late 1980s, with several of their tracks performed by Marvin D (Marvin Tholen)."
166,Timothy Anglin,[X] is [Y] citizen .,Canada,"Timothy Warren Anglin (August 31, 1822 – May 4, 1896) was a [MASK] politician and Speaker of the Canadian House of Commons."
170,Hanan al-Shaykh,[X] is [Y] citizen .,Lebanon,"She has translated numerous literary works from Arabic to English, including several by the [MASK] author Hanan al-Shaykh."
174,Art mac Cuinn,[X] is [Y] citizen .,Ireland,"Art mac Cuinn (""son of Conn""), also known as Art Óenfer (literally ""one man"", used in the sense of ""lone"", ""solitary"", or ""only son""), was, according to medieval Irish legend and historical tradition, a High King of [MASK]."
176,Kristy Sargeant,[X] is [Y] citizen .,Canada,"She is the elder sister of Kristy Sargeant, a former pair skater for [MASK]."
177,Ely Guerra,[X] is [Y] citizen .,Mexico,"Ely Guerra (born Elizabeth Guerra Vázquez, February 13, 1972) is a Mexican singer-songwriter who was raised in Monterrey, Nuevo Leon, [MASK]."
179,Felix Plater,[X] is [Y] citizen .,Switzerland,"Felix Plater (or Platter) (October 28, 1536 – July 28, 1614) was a [MASK] physician, professor in Basel, well known for his classification of psychiatric diseases, and was also the first to describe an intracranial tumour (a meningioma)."
181,Borys Kolesnikov,[X] is [Y] citizen .,Ukraine,"Borys Kolesnikov, a prominent Ukrainian politician and businessman, purchased the team in 2010, and from then until 2014 it was the most successful hockey club in [MASK]."
183,Assif Tsahar,[X] is [Y] citizen .,Israel,"Assif Tsahar (born [MASK], June 11, 1969) is an Israeli tenor saxophonist and bass clarinetist."
185,Marek Niit,[X] is [Y] citizen .,Estonia,"Marek Niit (born August 9, 1987 in Kuressaare) is a male sprinter from [MASK] who won gold medal at the 200 metres at the 2006 World Junior Championships in Athletics in Beijing, China."
187,Marcel Trudel,[X] is [Y] citizen .,Canada,"Marcel Trudel, CC GOQ (May 29, 1917 – January 11, 2011) was a [MASK] historian, university professor (1947–1982) and author who published more than 40 books on the history of New France, scientifically re-written."
189,Fa Ngum,[X] is [Y] citizen .,Laos,":225–226 In 1359 the Khmer king gave the Phra Bang to his son-in-law, the first Lang Xang monarch Fa Ngum (1353-1373); to provide Buddhist legitimacy both to Fa Ngum's rule and by extension to the sovereignty of [MASK]."
192,Lyuben Berov,[X] is [Y] citizen .,Bulgaria,"Stoyan Alexandrov ([MASK]: Стоян Александров, born 14 June 1949 in Iliya, Kystendil) is a Bulgarian economist, and former Minister of Finance under Prime Minister Lyuben Berov."
198,Luke Hemsworth,[X] is [Y] citizen .,Australia,"He has written and directed the feature films Crush (2009), starring Christopher Egan, Needle (2010), starring Michael Dorman, Jessica Marais, Travis Fimmel, Trilby Glover, and Ben Mendelsohn and The Reckoning (2014), starring Jonathan LaPaglia and Luke Hemsworth, which was released in [MASK] on September 5, 2014 after premiering at CinefestOZ on August 29."
199,Colman mac Duagh,[X] is [Y] citizen .,Ireland,"Saint Colman mac Duagh was born at Cork, Kiltartan, County Galway, [MASK], (c."
201,"Frank Oberle, Sr.",[X] is [Y] citizen .,Canada,"Frank Oberle, Sr., PC (born March 24, 1932) is a businessman and former [MASK] politician."
203,Mario Aerts,[X] is [Y] citizen .,Belgium,"Mario Aerts (born 31 December 1974 in Herentals, [MASK]) is a former professional road bicycle racer, who competed between 1996 and 2011."
206,Terry Mosher,[X] is [Y] citizen .,Canada,"[MASK] authors published by the company included Giller Prize nominee Nancy Huston, Leacock Award winner Marsha Boulton, Arthur Ellis Award winner Rosemary Aubert, Trillium Award nominee Barry Callaghan, and Greg Gatenby, Kate Pullinger, AISLIN, Lisa Appignanesi, Anne DeGrace, Sondra Gotlieb, Rosemary Sullivan, Jack Granetstein, and John Brady among others."
207,Minamoto no Sanetomo,[X] is [Y] citizen .,Japan,"Started by Minamoto no Yoritomo and his son Sanetomo, the Bandō Sanjūsankasho is just one of 70 different Kannon pilgrimage circuits existing in [MASK], each including 33 temples because the Goddess is believed to have 33 different manifestations."
208,Abdul Malik Pahlawan,[X] is [Y] citizen .,Afghanistan,Abdul Malik Pahlawan is an Uzbek politician based in Faryab Province in northern [MASK].
216,Blanca de Silos,[X] is [Y] citizen .,Spain,"In a Corner of [MASK] (Spanish:En un rincón de España) is a 1949 Spanish drama film directed by Jerónimo Mihura and starring Carlos Agostí, Juan de Landa and Blanca de Silos."
217,Gorm the Old,[X] is [Y] citizen .,Denmark,"The legendary kings of [MASK] are the predecessors of Gorm the Old, half history and half legend."
246,Gabriel Garcete,[X] is [Y] citizen .,Paraguay,"Gabriel Garcete Jimenez (born 7 January 1982 in Yegros, [MASK]) isa Paraguayan footballer."
248,Arthur Phillip,[X] is [Y] citizen .,Australia,"Admiral Arthur Phillip RN (11 October 1738 – 31 August 1814) was a Royal Navy officer, the first Governor of New South Wales and led the colonisation of what is now [MASK] and founded the British penal colony that later became the city of Sydney, Australia."
256,Johann Aegidius Bach,[X] is [Y] citizen .,Germany,"Johann Aegidius Bach (9 February 1645 – November 1716) was organist, violist, and municipal orchestra director of Erfurt, [MASK]."
258,Katsuhiko Nagata,[X] is [Y] citizen .,Japan,"Katsuhiko Nagata (永田克彦 Nagata Katsuhiko, born on October 31, 1973 in Tōgane, Chiba, [MASK]) is a Japanese olympic wrestler and mixed martial artist, who won the silver medal in 63–69 kg Greco-Roman wrestling at the 2000 Summer Olympics."
260,Rodolfo Mederos,[X] is [Y] citizen .,Argentina,"They were also one of the major players in the tango-rock movement in [MASK] during that period, alongside Rodolfo Mederos's group and Invisible."
261,Satoshi Tsumabuki,[X] is [Y] citizen .,Japan,"The film premiered on August 2, 2008 in [MASK] and stars Yosuke Eguchi, Aoi Miyazaki and Satoshi Tsumabuki."
262,Katerine Moreno,[X] is [Y] citizen .,Bolivia,Katerine Moreno de Quintanilla (born 4 May 1974 in Santa Cruz de la Sierra) is a retired swimmer from [MASK].
267,Yuki Uchida,[X] is [Y] citizen .,Japan,"Junjou Karen Otome Moyou (純情可憐乙女模様) is Yuki Uchida's first album, released in [MASK] on 1995/02/08 on King Records label (reference: KICS-470)."
272,Joan Burton,[X] is [Y] citizen .,Ireland,"Following the Irish general election, 2011 and a re-shuffle in 2014, four women were appointed cabinet ministers (the highest number of women in senior ministerial positions ever in [MASK]): Joan Burton, Frances Fitzgerald, Jan O'Sullivan and Heather Humphries."
274,Fumihiko Maki,[X] is [Y] citizen .,Japan,"Spiral is a building by architect Fumihiko Maki in Aoyama, Tokyo, [MASK]."
275,Sachimi Iwao,[X] is [Y] citizen .,Japan,"Sachimi Iwao (岩尾 幸美 Iwao Sachimi) (born February 20, 1976 in Kokonoe, Oita) is a female field hockey player from [MASK]."
277,John Queen,[X] is [Y] citizen .,Canada,"He was replaced as party leader by John Queen, formerly of the Social Democratic Party of [MASK]."
279,Konosuke Matsushita,[X] is [Y] citizen .,Japan,"A native of Tamura, Fukushima and graduate of Sophia University, he was later accepted into the prestigious Matsushita Institute of Government and Management, an institution founded by Panasonic founder Konosuke Matsushita which grooms future civic leaders of [MASK]."
280,Manuel Uribe,[X] is [Y] citizen .,Mexico,"Manuel Uribe y Troncoso (17 June 1867, Toluca, Estado de México – 21 January 1959, New York City, USA) was a [MASK] ophthalmologist."
281,Malick Badiane,[X] is [Y] citizen .,Senegal,The only non-American player selected in the 2009 NBA Development League Expansion Draft was Malick Badiane of [MASK].
282,Eduardo Schaerer,[X] is [Y] citizen .,Paraguay,Pedro Bobadilla was Vice President of [MASK] under Eduardo Schaerer.
283,Sayyed Imam Al-Sharif,[X] is [Y] citizen .,Egypt,"However, following the release of Sayyed Imam Al-Sharif's anti-terrorist manifesto Rationalizing Jihad in [MASK] and the World, he is reported to have ""declared on a Web site that he welcomed the rejection of violence as a means of fostering change in the Arab world""."
285,Jean Bobet,[X] is [Y] citizen .,France,Jean Bobet (born 22 February 1930 in Saint-Méen-le-Grand) is a [MASK] former road bicycle racer.
289,Ion Dragalina,[X] is [Y] citizen .,Romania,"Dragalina is a commune in Călăraşi County, [MASK], named after the Romanian general Ion Dragalina."
291,Adrian Knox,[X] is [Y] citizen .,Australia,"Sir Adrian Knox KCMG, KC (29 November 1863 – 27 April 1932), Australian judge, was the second Chief Justice of the High Court of [MASK], sitting on the bench of the High Court from 1919 to 1930."
293,Awang Hassan,[X] is [Y] citizen .,Malaysia,"Tan Sri Dato' Dr Yahya bin Awang (MBBS 1974), originally from Muar Johor, is a Malaysian cardiothoracic surgeon; born to the former state governor (Yang Di Pertua) of Pulau Pinang [MASK] (1981–1989), Tun Datuk Dr Haji Awang bin Hassan and Toh Puan Khadijah Abdul Rahman, sister of Tun Dr Ismail Abdul Rahman, the 2nd Deputy Prime Minister of Malaysia."
295,Charles de Salaberry,[X] is [Y] citizen .,Canada,"In the aftermath of this confusion, the [MASK] forces under the command of Charles de Salaberry launched a counterattack against the shaken American forces, forcing a retreat to Champlain before the American forces withdrew from Lower Canada completely."
296,Orest Subtelny,[X] is [Y] citizen .,Canada,"Ukraine: A History is a 1988 book on the history of Ukraine written by Orest Subtelny, a professor of history and political science at York University, Toronto, [MASK]."
297,Yahya Petra of Kelantan,[X] is [Y] citizen .,Malaysia,"Sultan Yahya Petra Bridge or Jambatan Sultan Yahya Petra (Jawi: جمبتن سلطان يحي ڤيترا) is a major bridge in Kota Bharu, Kelantan, [MASK] crossing Kelantan River."
303,Adriano Celentano,[X] is [Y] citizen .,Italy,"Ola & the Janglers recorde many singles only for [MASK]: Questo è un addio, Le mele verdi (for Adriano Celentano's label Clan Celentano), Bella Albarosa."
304,Jens Evensen,[X] is [Y] citizen .,Norway,"Former Labour Party politician and head of Norwegian Broadcasting Corporation (NRK) Einar Førde called Jens Evensen ""one of the great [MASK] of the last century."""
308,Henriette Caillaux,[X] is [Y] citizen .,France,"Henriette Caillaux (5 December 1874 – 29 January 1943) was a Parisian socialite and second wife of the former Prime Minister of [MASK], Joseph Caillaux."
310,Renzo Furlan,[X] is [Y] citizen .,Italy,"He represented his native country at the 1996 Summer Olympics in Atlanta, Georgia, where he was defeated in the second round by [MASK]'s Renzo Furlan."
313,Pierre Antonini,[X] is [Y] citizen .,France,"Pierre Antonini is a retired French mathematics professor and amateur astronomer who has discovered several minor planets and two supernovae at his private Observatoire de Bédoin (Bedoin Observatory; observatory code: 132) located at Bédoin, southeastern [MASK]."
315,Ivry Gitlis,[X] is [Y] citizen .,Israel,"Ivry Gitlis (Hebrew: עברי גיטליס; born 25 August 1922 in Haifa, [MASK]) is an Israeli virtuoso violinist and UNESCO Goodwill Ambassador."
317,Desmond O'Malley,[X] is [Y] citizen .,Ireland,"In 1981, Minister Desmond O'Malley of [MASK] unveiled a commemorative plaque adorning Jägerhorn’s house in Porvoo, Finland and stated: ""If this man has spent 2 years of prison for the independence of Ireland, he is indeed worthy of this plaque."""
319,Caterina Davinio,[X] is [Y] citizen .,Italy,"In [MASK] he collaborated with the first net-poetry project: Karenina.it, by Italian artist Caterina Davinio."
320,Rudolf Viest,[X] is [Y] citizen .,Slovakia,"Rudolf Viest (24 September 1890, Revúca, Gömör és Kis-Hont County, Kingdom of Hungary, - 1945 ?, Flossenbürg concentration camp ?, Germany), was a [MASK] military leader, member of the Czechoslovak government in exile, member of the Slovak National Council and the commander of the 1st Czechoslovak army during the Slovak National Uprising."
322,Toke Makinwa,[X] is [Y] citizen .,Nigeria,"Toke Makinwa (born 3 November 1984) is a [MASK] radio personality, television host, and vlogger."
324,Mathieu Bodmer,[X] is [Y] citizen .,France,"Mathieu Bodmer (born 22 November 1982 in Évreux, Eure) is a [MASK] footballer who currently plays for Ligue 1 club OGC Nice."
326,Alix Perez,[X] is [Y] citizen .,Belgium,"Alix Perez is the stage name of Alix Depauw, a drum and bass DJ and producer originally from Charleroi, [MASK]."
328,Friederike Caroline Neuber,[X] is [Y] citizen .,Germany,"Alongside Friederike Caroline Neuber, she was widely considered [MASK]'s greatest actress of the 18th century."
329,Honinbo Shuei,[X] is [Y] citizen .,Japan,"Shūe Matsubayashi (松林 宗恵 Matsubayashi Shūe, sometimes rendered as Shuei Matsubayashi), born July 7, 1920 - August 15, 2009, Shimane Prefecture, [MASK], was a Japanese film director."
330,Georgi Parvanov,[X] is [Y] citizen .,Bulgaria,Zorka Petrova Parvanova (Bulgarian: Зорка Петрова Първанова) (born 4 May 1958 in Razlog) is the wife of Georgi Parvanov the former President of [MASK].
343,Sharanjit Leyl,[X] is [Y] citizen .,Singapore,"She fronts evening and overnight bulletins on BBC News and BBC World News, presenting the Newsday strand Thursday-Friday from London with Rico Hizon or Sharanjit Leyl in [MASK], World News Today on Fridays-Sunday and Reporters (BBC News programme), a weekly showcase of reports from the BBC."
345,Avni Rustemi,[X] is [Y] citizen .,Albania,"Avni Rustemi (born September 22, 1895, Libohovë, Gjirokastër, [MASK], then Ottoman Empire – June 10, 1924) was an Albanian teacher, activist and member of the Albanian parliament."
349,Rahul Dev Burman,[X] is [Y] citizen .,India,Burman and most importantly Amitabh Bachchan as [MASK]'s daunting superstar.
350,Andreas Carlsson,[X] is [Y] citizen .,Sweden,"The band released the album How to Tango in which there were collaborations with many renowned [MASK] producers and songwriters, including Andreas Carlsson (Backstreet Boys, Britney Spears, Celine Dion, N’Sync och Westlife), Kent (Gillström) Isaacs (Titiyo, Eagle Eye Cherry, Steven Simmonds), Dan Sundquist (Jakob Hellman, Jumper), Peter Boström and Joakim Udd (Camilla Brink, Bosson) Leif Larsson (Faith Hill and Louise Hoffsten)."
355,Duiliu Zamfirescu,[X] is [Y] citizen .,Romania,"Other prominent [MASK] Freemasons have included Dimitrie Sturdza, Alexandru Sturdza, Simion Bărnuțiu, George Suţu, Dimitrie Balş, Teodor Balş, Nicolae Romanescu, Gheorghe Grigore Cantacuzino, Grigore Brâncoveanu, Alexandru Vaida-Voevod, George Valentin Bibescu (Grand Master from 1911 to 1916), Constantin Argetoianu, Nicolae Titulescu, Carol Davila, Victor Eftimiu, Horia Hulubei, Mihai Ralea, Gheorghe Asachi, Ion Heliade Rădulescu, Teodor Diamant, Eufrosin Poteca, Ion Câmpineanu, N. D. Cocea, Octavian Goga, Alecu Russo, Titu Maiorescu, Ion Minulescu, Alexandru Paleologu, Traian Vuia, Duiliu Zamfirescu and Matei Millo."
356,Harashima,[X] is [Y] citizen .,Japan,"Harashima (born July 6, 1974 in Tokyo, [MASK]) is a wrestler for Dramatic Dream Team, where he is a seven-time KO-D Openweight Champion and a six-time KO-D Tag Team Champion."
358,Jao Mapa,[X] is [Y] citizen .,Philippines,"Jose Vicente P. Mapa III, who is better known by his screen name Jao Mapa (born February 11, 1976), is a popular actor in the [MASK]."
360,Charles Rhodes Smith,[X] is [Y] citizen .,Canada,"Charles Rhodes Smith (March 20, 1896 – September 30, 1993) was a politician in Manitoba, [MASK]."
362,Ana Guevara,[X] is [Y] citizen .,Mexico,"The defending Pan American Games champion is Ana Guevara of [MASK], who has since retired."
364,Grant Lawrence,[X] is [Y] citizen .,Canada,"She won a Canadian Screen Award in 2014 as a coproducer with Brent Hodge, Bryan Ward, Grant Lawrence and Kai Black of The Beetle Roadtrip Sessions, a web series on CBC Music in which Lawrence travelled across [MASK] meeting local musicians and other personalities."
365,Adelsteen Normann,[X] is [Y] citizen .,Norway,A notable student of his was the [MASK] landscape painter Adelsteen Normann who studied with Dücker from 1869 to 1872.
368,Dilma Rousseff,[X] is [Y] citizen .,Brazil,"Minas Gerais is the Brazilian state with the largest number of presidents of [MASK]; Brazil's current president, Dilma Rousseff, born in Belo Horizonte, is one of them."
400,William Weintraub,[X] is [Y] citizen .,Canada,The Rise and Fall of English Montreal is a 1993 Canadian documentary film directed by William Weintraub and produced by the National Film Board of [MASK] in Montreal.
403,Claude d'Annebault,[X] is [Y] citizen .,France,"He was a cousin of Jean Le Veneur (their mothers Marie and Marguerite Blosset were sisters), and brother of Claude d'Annebault, marshal of [MASK]."
404,Juliusz Gardan,[X] is [Y] citizen .,Poland,"Halka is a 1937 [MASK] musical film directed by Juliusz Gardan and starring Liliana Zielinska, Witold Zacharewicz and Wladyslaw Ladis-Kiepura."
405,Chula Chakrabongse,[X] is [Y] citizen .,Thailand,"Later it became the home of Prince Chula Chakrabongse of [MASK] who married Elizabeth Hunter, an English woman in 1938."
406,Charles Sturt,[X] is [Y] citizen .,Australia,"It was named by Charles Sturt in 1844, while he was trying to find the inland sea which he believed lay at the centre of [MASK]."
407,Gopaldas Neeraj,[X] is [Y] citizen .,India,"The Security Advisers from [MASK] have been Brigadiers Jasbir Singh, Budhwar, Ranvir Yadav, Neeraj Bali (now a Maj Gen) and AK Das (also a Maj Gen now) ."
408,Hanna Krall,[X] is [Y] citizen .,Poland,"Guests and participants included: Nigel Kennedy David Krakauer and Klezmer Madness!, the Gorale folk band Zakopower, Benzion Miller, Kroke, the author Hanna Krall, Michał Piróg, Trombenik, Janusz Tylman, Israel's ambassador to [MASK] Zvi Rav-Ner and many others."
411,Alfred Kubel,[X] is [Y] citizen .,Germany,"Alfred Kubel (25 May 1909 in Braunschweig – 22 May 1999 in Bad Pyrmont) was a German politician; in his later career, he was a member of the Social Democratic Party of [MASK]."
413,Doychin Vasilev,[X] is [Y] citizen .,Bulgaria,"The first ascent was by the [MASK] Doychin Vasilev from Camp Academia on 25 December 2004, as part of Tangra 2004/05 survey."
415,Eric Peterson,[X] is [Y] citizen .,Canada,"The Hakai Institute (formerly the Hakai Beach Institute) is a scientific research, teaching and meeting center established by Eric Peterson and Christina Munck on Calvert Island, a remote island on the exposed Pacific edge of the Great Bear Rainforest on the Central Coast of British Columbia, [MASK]."
416,Maxwell William Ward,[X] is [Y] citizen .,Canada,"Wardair Canada was a privately run [MASK] airline, founded by Max Ward in 1952 under the name Wardair Ltd, before formally changing its name to ""Wardair Canada"" in 1976."
417,Albrecht Weber,[X] is [Y] citizen .,Germany,"During this time he studied under Deussen, Hermann Oldenberg, Gerbe, and Albrecht Weber in [MASK], as well as Thomas William Rhys Davids in England."
418,Hasibul Hossain,[X] is [Y] citizen .,Bangladesh,"Mohammad Hasibul Hossain (Bengali: মোহাম্মদ হাসিবুল হোসেন) (born June 3, 1977, Barlekha, Maulvibazar Sylhet Division, [MASK]), known as Hasibul Hossain, played five Tests (2000–01) and 32 one-day internationals (1995–2004) for Bangladesh."
424,Mykola Tomenko,[X] is [Y] citizen .,Ukraine,"In 2005, Tomenko served as Vice-Prime Minister of [MASK] in the Cabinet of Yulia Tymoshenko (coordinating humanitarian policy)."
