,sub_label,template,obj_label,masked_sentence
11,Nicolas Dalayrac,[X] plays [Y] music .,opera,"Nina, o sia La pazza per amore (Nina, or the Girl Driven Mad by Love) is an [MASK], described as a commedia in prosa ed in verso per musica, in two acts by Giovanni Paisiello to an Italian libretto by Giambattista (also Giovanni Battista) Lorenzi after Giuseppe Carpani's translation of Benoît-Joseph Marsollier's Nina, ou La folle par amour, set by Nicolas Dalayrac in 1786."
12,Frank Teschemacher,[X] plays [Y] music .,jazz,"Frank Teschemacher (March 13, 1906 in Kansas City, Missouri – March 1, 1932 in Chicago) was an American [MASK] clarinetist and alto-saxophonist, associated with the ""Austin High"" gang (along with Jimmy McPartland, Bud Freeman and others)."
13,Frank Teschemacher,[X] plays [Y] music .,jazz,"Frank Teschemacher (March 13, 1906 in Kansas City, Missouri – March 1, 1932 in Chicago) was an American [MASK] clarinetist and alto-saxophonist, associated with the ""Austin High"" gang (along with Jimmy McPartland, Bud Freeman and others)."
14,Georgie Auld,[X] plays [Y] music .,jazz,"Georgie Auld (May 19, 1919 – January 8, 1990) was a [MASK] tenor saxophonist, clarinetist, and bandleader."
15,Georgie Auld,[X] plays [Y] music .,jazz,"Georgie Auld (May 19, 1919 – January 8, 1990) was a [MASK] tenor saxophonist, clarinetist, and bandleader."
16,Chess Records,[X] plays [Y] music .,jazz,"Lafayette Leake (June 1, 1919 – August 14, 1990) was a blues and [MASK] pianist, organist, vocalist and composer who played for Chess Records as a session musician, and as a member of the Big Three Trio, during the formative years of Chicago blues."
17,Chess Records,[X] plays [Y] music .,jazz,"Cadet Records was an American record label, which began as Argo Records in 1955 as the [MASK] subsidiary of Chess Records."
18,Natalie Dessay,[X] plays [Y] music .,opera,"He also recorded the small role of Hadji in the same [MASK], opposite Natalie Dessay in 1998."
19,Natalie Dessay,[X] plays [Y] music .,opera,"Natalie Dessay ([na.ta.li də.sɛ]; born Nathalie Dessaix, 19 April 1965, in Lyon) is a French opera singer who had a highly acclaimed career as a coloratura soprano before leaving the [MASK] stage on 15 October 2013."
20,Reynaldo Hahn,[X] plays [Y] music .,opera,"His [MASK] librettos include Massenet's Chérubin (1905), based on his play of the same name, and Reynaldo Hahn's Ciboulette (1923)."
21,Reynaldo Hahn,[X] plays [Y] music .,opera,"She also sang the title role in Esclarmonde during Opéra Garnier, a short-lived revival of that [MASK] between 1931 and 1934 Her career practically ended with World War II, with her last engagement being a role in an operetta by Reynaldo Hahn, Le oui des jeunes filles, in 1949."
22,Mighty Diamonds,[X] plays [Y] music .,reggae,Right Time is the 1976 studio album debut of influential [MASK] band the Mighty Diamonds.
23,Mighty Diamonds,[X] plays [Y] music .,reggae,"The album, released by Virgin Records after they signed the Mighty Diamonds following a search for talent in Jamaica, is critically regarded as a [MASK] classic, a landmark in the roots reggae subgenre."
24,Chick Corea,[X] plays [Y] music .,jazz,"[citation needed]In addition to releasing several albums under his own name or in association with other Hong Kong musicians, Pao has played with Jeremy Monteiro's group Asiana and with many leading international performers in the [MASK] field, including Jimmy Witherspoon, Michael Brecker, Jack DeJohnette, Chick Corea and Herbie Hancock."
25,Chick Corea,[X] plays [Y] music .,jazz,It features [MASK] pianist Chick Corea and guitarist Manolo Sanlúcar.
26,Benedetto Marcello,[X] plays [Y] music .,opera,Marcello Giordani (birth name Marcello Guagliardo; born 25 January 1963) is an Italian operatic tenor who has sung leading roles in [MASK] houses throughout Europe and the United States.
27,Benedetto Marcello,[X] plays [Y] music .,opera,"Arianna (concert performance Venice, 1727, first fully staged performance Venice, 1913) is an [MASK] by the Venetian nobleman composer Benedetto Marcello to a libretto by Vincenzo Cassani, with contributions by Pietro Pariati."
28,Naxos Records,[X] plays [Y] music .,jazz,"Through a number of imprints, Naxos also releases genres including Chinese music, [MASK], world music, and early rock & roll."
29,Naxos Records,[X] plays [Y] music .,jazz,"The company allows members of subscribing Public Libraries and Music Schools such as Hong Kong Public Libraries, Auckland Libraries, and Wellington City Libraries free streaming of Naxos classical and [MASK] collections."
30,Vinnie Burke,[X] plays [Y] music .,jazz,"Vinnie Burke (born Vincenzo Bucci) (March 15, 1921 – February 1, 2001) was an American [MASK] bassist born in Newark, New Jersey."
31,Vinnie Burke,[X] plays [Y] music .,jazz,"Vinnie Burke (born Vincenzo Bucci) (March 15, 1921 – February 1, 2001) was an American [MASK] bassist born in Newark, New Jersey."
32,Heath Brothers,[X] plays [Y] music .,jazz,"Percy Heath (April 30, 1923 – April 28, 2005) was an American [MASK] bassist, brother to tenor saxophonist Jimmy Heath and drummer Albert Heath, with whom he formed the Heath Brothers in 1975."
33,Heath Brothers,[X] plays [Y] music .,jazz,"The Heath Brothers is an American [MASK] group, formed in 1975 in Philadelphia, by the brothers Jimmy (tenor saxophone), Percy (bass), and Albert ""Tootie"" Heath (drums); and pianist Stanley Cowell."
34,Darryl Jones,[X] plays [Y] music .,jazz,"Stone Raiders members are Jean-Paul Bourelly, a Chicago born jazz fusion and blues rock guitarist, Darryl Jones, also a Chicago born [MASK] and rock bass guitarist who also plays with The Rolling Stones, and Will Calhoun, an American drummer and a member of the group Living Colour."
35,Darryl Jones,[X] plays [Y] music .,jazz,"The touring band features the prominent [MASK] musicians Branford Marsalis, Darryl Jones, Kenny Kirkland, and Omar Hakim."
36,Mainstream Records,[X] plays [Y] music .,jazz,"Mainstream Records was an American indie record label, which released [MASK], rock music, and soundtracks during the 1970s."
37,Mainstream Records,[X] plays [Y] music .,jazz,"Mainstream Records was an American indie record label, which released [MASK], rock music, and soundtracks during the 1970s."
38,Jam Session,[X] plays [Y] music .,jazz,"Mickey created the ""Monday Night Jam Session"" at the Sportsman's Lounge, which allowed many young up and coming [MASK] musicians to perform onstage with him."
39,Jam Session,[X] plays [Y] music .,jazz,"As a founder of Jaydo's Jazz Cafe in Geneva, he is playing [MASK] in Geneva and usually appears on European/Asian jazz stages including AMR Jazz Festival (Swiss), Thailand Jazz Conference (Thailand), Saxophone Pub (Thailand), Eden Lounge (Vietnam), Pickwick Pub (Swiss) and Blakat Jam Session in Au Chat Noir (Swiss)."
40,Steve Lacy,[X] plays [Y] music .,jazz,"Steve Lacy (July 23, 1934 – June 4, 2004), born Steven Norman Lackritz in New York City, was a [MASK] saxophonist and composer recognized as one of the important players of soprano saxophone."
41,Steve Lacy,[X] plays [Y] music .,jazz,"Steve Lacy (July 23, 1934 – June 4, 2004), born Steven Norman Lackritz in New York City, was a [MASK] saxophonist and composer recognized as one of the important players of soprano saxophone."
42,Einojuhani Rautavaara,[X] plays [Y] music .,opera,"Aleksis Kivi (1995–96) is an [MASK] in two acts by Einojuhani Rautavaara, to a libretto by the composer."
43,Einojuhani Rautavaara,[X] plays [Y] music .,opera,Vincent is an [MASK] in three acts by Einojuhani Rautavaara first performed in 1990.
44,Jules Massenet,[X] plays [Y] music .,opera,Le jongleur de Notre-Dame is a three-act [MASK] (labelled in the programme as Miracle in Three Acts) by Jules Massenet to a French libretto by Maurice Léna.
45,Jules Massenet,[X] plays [Y] music .,opera,Chérubin is an [MASK] (Comédie chantée) in three acts by Jules Massenet to a French libretto by Francis de Croisset and Henri Cain after de Croisset's play of the same name.
46,Jean-Joseph Mouret,[X] plays [Y] music .,opera,"Les amours de Ragonde (The Loves of Ragonde, original title: Le mariage de Ragonde et de Colin ou La Veillée de Village) is an [MASK] in three acts by Jean-Joseph Mouret with a libretto by Philippe Néricault Destouches."
47,Jean-Joseph Mouret,[X] plays [Y] music .,opera,"Ariane (Ariadne) is an [MASK] by the French composer Jean-Joseph Mouret, first performed at the Académie Royale de Musique (the Paris Opera) on 6 April 1717."
48,Gary Burton,[X] plays [Y] music .,jazz,"He has worked with a wide range of classical, [MASK], and Latin musicians including Emmanuel Ax, Gary Burton, Regina Carter, Walter Castro, Paquito D’Rivera, Stefon Harris, Joe Lovano, Branford Marsalis, Christopher O’Riley, Quique Sinesi, Nestor Torres, the Orpheus Chamber Orchestra, the Metropole Orkest, and the Wellington Chamber Orchestra, with whom he performed in New Zealand in June 2014."
49,Gary Burton,[X] plays [Y] music .,jazz,"Like Minds is a 1998 [MASK] album by vibraphonist Gary Burton with Chick Corea, Pat Metheny, Roy Haynes, and Dave Holland."
50,Johnny Smith,[X] plays [Y] music .,jazz,"In the late 1940s and early 1950s, Mort Lindsey was part of a trio called the Playboys with [MASK] guitarist Johnny Smith and organist Arlo Hults at NBC."
51,Johnny Smith,[X] plays [Y] music .,jazz,"""Walk, Don't Run"" is an instrumental composition written and first recorded by [MASK] guitarist Johnny Smith in 1954."
52,Ambrose Akinmusire,[X] plays [Y] music .,jazz,"Ambrose Akinmusire (ah-kin-MOO-sir-ee; born May 1, 1982) is an American [MASK] trumpeter."
53,Ambrose Akinmusire,[X] plays [Y] music .,jazz,"Ambrose Akinmusire (ah-kin-MOO-sir-ee; born May 1, 1982) is an American [MASK] trumpeter."
54,Weather Report,[X] plays [Y] music .,jazz,"Budjana’s style changed dramatically to [MASK] as he got to know John McLaughlin, Pat Metheny, Jeff Beck, John Abercrombie, Chick Corea and Weather Report."
55,Weather Report,[X] plays [Y] music .,jazz,"Erskine has recorded and toured with many famous [MASK] and rock artists, including Steely Dan, Weather Report, Steps Ahead and Kate Bush."
56,Henri Rabaud,[X] plays [Y] music .,opera,"She created the roles of Milena in Félix Fourdrain's [MASK] La Griffe at the premiere on November 5, 1923, Vatleen in Rabaud's opera L'appel de la mer (1924), Béatrice in Rousel's operetta Le testament de la tante Caroline (1937), sa femme in Le pauvre matelot (1927) Comtesse Feodora in La peau de chagrin (1929), as well as taking part in the first performances at the Opéra-Comique of The Coronation of Poppea, L'Enfant et les Sortilèges and Tristan und Isolde."
57,Henri Rabaud,[X] plays [Y] music .,opera,"She created the roles of Milena in Félix Fourdrain's opera La Griffe at the premiere on November 5, 1923, Vatleen in Rabaud's [MASK] L'appel de la mer (1924), Béatrice in Rousel's operetta Le testament de la tante Caroline (1937), sa femme in Le pauvre matelot (1927) Comtesse Feodora in La peau de chagrin (1929), as well as taking part in the first performances at the Opéra-Comique of The Coronation of Poppea, L'Enfant et les Sortilèges and Tristan und Isolde."
58,Nick Brignola,[X] plays [Y] music .,jazz,"Nick Brignola (July 17, 1936 – February 8, 2002) was an American [MASK] baritone saxophonist."
59,Nick Brignola,[X] plays [Y] music .,jazz,"Nick Brignola (July 17, 1936 – February 8, 2002) was an American [MASK] baritone saxophonist."
60,Sal Salvador,[X] plays [Y] music .,jazz,Sal Salvador (1925–1999) was a bebop [MASK] guitarist and a prominent music educator.
61,Sal Salvador,[X] plays [Y] music .,jazz,Sal Salvador (1925–1999) was a bebop [MASK] guitarist and a prominent music educator.
62,Charles Wuorinen,[X] plays [Y] music .,opera,"Brokeback Mountain is an [MASK] by American composer Charles Wuorinen, with a libretto in English by Annie Proulx, based on her 1997 short story Brokeback Mountain."
63,Charles Wuorinen,[X] plays [Y] music .,opera,"This work has also been adapted as an [MASK] by the same name, composed by Charles Wuorinen with a libretto in English by Proulx."
64,Mark Helias,[X] plays [Y] music .,jazz,"Malaby moved to New York City in 1995 and has played with several notable [MASK] groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian’s Electric Bebop Band, Mark Helias’s Open Loose, Fred Hersch’s Trio + 2 and Walt Whitman project, and bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler."
65,Mark Helias,[X] plays [Y] music .,jazz,"He has played with American [MASK] saxophonist and composer Tim Berne, and also with Nels Cline, Fred Hersch, Tony Malaby, Tom Varner, Drew Gress, Kenny Werner, Mark Helias, and Simon Nabatov."
66,Ola Kvernberg,[X] plays [Y] music .,jazz,"With locals from the black diaspora such as Haiti (Jephté Guillaume), Puerto Rico (Joe Claussell and brother José Claussell), the Caribbean and Africa (Ola Jagun, Femi Kuti).Albeit largely implemented in dance music and African sources, Spiritual Life Music provides a myriad of fusion sounds from [MASK], electronica, songs and many others."
67,Ola Kvernberg,[X] plays [Y] music .,jazz,"Håvard Skarpnes Wiik (born March 10, 1975) in Kristiansund, Norway is a Norwegian [MASK] pianist and composer, known from a number of recordings with bands like Atomic, and performances with musicians like Petter Wettre, Ola Kvernberg and Stian Carstensen."
68,Better Off Ted,[X] plays [Y] music .,sitcom,She also portrayed Veronica Palmer on the ABC [MASK] Better Off Ted and Olivia Lord on Nip/Tuck.
69,Better Off Ted,[X] plays [Y] music .,sitcom,"Better Off Ted is an American satirical [MASK] series, created by Victor Fresco (known for his other television series Andy Richter Controls the Universe and the short-lived show Life on a Stick), who also served as the show's Executive Producer."
70,Marvin David Levy,[X] plays [Y] music .,opera,"She went from a small town choir (Troy, New York) to become a soloist at New York's Radio City Music Hall, to several of the USA's major [MASK] companies, to a debut at New York City Opera,(1956–1964) to the Metropolitan Opera, for a special reading performance of Marvin David Levy's, ""Mourning Becomes Electra."""
71,Marvin David Levy,[X] plays [Y] music .,opera,"Marvin David Levy (August 2, 1932 – February 9, 2015) was an American composer, best known for his [MASK] Mourning Becomes Electra."
72,Red Mitchell,[X] plays [Y] music .,jazz,"Stuart Sankey, Frank Proto, and Lucas Drew www.stfrancismusic.com/bio.htm and [MASK] bassists Henry Grimes, Eddie Gómez, and Red Mitchell."
73,Red Mitchell,[X] plays [Y] music .,jazz,"Straight Life is a 1979 [MASK] album by saxophonist Art Pepper playing with Tommy Flanagan, Red Mitchell, Billy Higgins and Kenneth Nash."
74,Al Haig,[X] plays [Y] music .,jazz,"Williamson studied at the New England Conservatory of Music before moving to [MASK], influenced mainly by Teddy Wilson, then by Al Haig and Bud Powell."
75,Al Haig,[X] plays [Y] music .,jazz,Al Haig Trio is a 1954 [MASK] album released by Al Haig on the Esoteric records label; in later rereleases it is therefore often known as Esoteric or The Al Haig Trio Esoteric.
76,Bluebird Records,[X] plays [Y] music .,jazz,"George Roderick ""Rod"" Cless (May 20, 1907, Lenox, Iowa – December 8, 1944, New York City) was an American [MASK] clarinetist and saxophonist, perhaps best known for his work on sixteen Muggsy Spanier tunes for Bluebird Records."
77,Bluebird Records,[X] plays [Y] music .,jazz,"Danish jazz goes back to 1923 when Valdemar Eiberg formed a [MASK] orchestra and recorded what are thought to be the first Danish jazz records in August 1924 (""I've Got a Cross-Eyed Papa"" and ""In Bluebird Land"")."
78,Tribal Seeds,[X] plays [Y] music .,reggae,"Tribal Seeds is a [MASK] band based in San Diego, California."
79,Tribal Seeds,[X] plays [Y] music .,reggae,"Tribal Seeds is a [MASK] band based in San Diego, California."
80,Humphrey Lyttelton,[X] plays [Y] music .,jazz,"Coined as ""Hoorah Henry"" in 1936 by American author Damon Runyon in his short story ""Tight Shoes"", it became a common term in the UK in the 1950s when it was originally used to refer to the boisterous upper class fans of [MASK] trumpeter Humphrey Lyttelton who would shout ""Hoorah!"""
81,Humphrey Lyttelton,[X] plays [Y] music .,jazz,"As expected of a jazz standard, it has been played and recorded by a number of [MASK] legends including the New Orleans Rhythm Kings, Sharkey Bonano, Kid Ory, the Eureka Brass Band, Humphrey Lyttelton and many others."
82,Igor Stravinsky,[X] plays [Y] music .,opera,"In 1939 Auden fell in love with Chester Kallman and regarded their relation as a marriage; this ended in 1941 when Kallman refused to accept the faithful relation that Auden demanded, but the two maintained their friendship, and from 1947 until Auden's death they lived in the same house or apartment in a non-sexual relation, often collaborating on [MASK] libretti such as The Rake's Progress, for music by Igor Stravinsky."
83,Igor Stravinsky,[X] plays [Y] music .,opera,"He served two years as timpanist in Seventh Army Symphony in Stuttgart, Germany and then spent eleven years supporting his composition activities as a free-lance percussionist in New York City where his performance experiences included such varied groups as the New York Philharmonic Orchestra, The Metropolitan Opera, Dizzy Gillespie, the Modern Jazz Recording Orchestra's Stravinsky Conducts Stravinsky series, and numerous ballet, [MASK] and jazz ensembles."
84,Lee Konitz,[X] plays [Y] music .,jazz,He also worked on sessions with other prominent [MASK] musicians including Lee Konitz and John Coltrane.
85,Lee Konitz,[X] plays [Y] music .,jazz,Subconscious-Lee is a [MASK] album by Lee Konitz although a few tracks were issued on 78rpm under Lennie Tristano's name.
86,Pierre-Alexandre Monsigny,[X] plays [Y] music .,opera,"The Italian libretto was written by Felice Romani after Michel-Jean Sedaine's French libretto for Pierre-Alexandre Monsigny's ballet-heroique Aline, reine de Golconde (Paris Opera, 1766), in its turn based on the novel by Stanislas de Boufflers.The [MASK] was commissioned for the opening festivities of the Teatro Carlo Felice, Genoa, where it premiered with success on 12 May 1828."
87,Pierre-Alexandre Monsigny,[X] plays [Y] music .,opera,"The libretto had already been set by Pierre-Alexandre Monsigny in an [MASK] that had premiered on 4 February of the same year at the Paris Foire St-Germain.The music belongs to the Turkish-influenced fashion of the period and features janissary music, represented by piccolo, drums, and cymbals."
88,The Crazy Ones,[X] plays [Y] music .,sitcom,"She starred in the television drama series Ringer, which ran for one season from 2011 to 2012 and in the CBS [MASK] The Crazy Ones with Robin Williams from 2013 to 2014."
89,The Crazy Ones,[X] plays [Y] music .,sitcom,"The Crazy Ones is an American [MASK] created by David E. Kelley, and stars Robin Williams and Sarah Michelle Gellar."
90,Fraser MacPherson,[X] plays [Y] music .,jazz,"John Fraser MacPherson, CM (10 April 1928 – 27 September 1993) was a Canadian [MASK] musician born in Saint Boniface, Manitoba."
91,Fraser MacPherson,[X] plays [Y] music .,jazz,"John Fraser MacPherson, CM (10 April 1928 – 27 September 1993) was a Canadian [MASK] musician born in Saint Boniface, Manitoba."
92,Rabih Abou-Khalil,[X] plays [Y] music .,jazz,"Throughout its history the festival has hosted prominent names from the [MASK] world such as: John McLaughlin, Ornette Coleman, Herbie Hancock, McCoy Tyner, Joe Zawinul, Dave Holland, Charlie Haden, Chick Corea, Stanley Clarke, Art Ensemble of Chicago, Pat Metheny, Tito Puente Anthony Braxton, Ray Charles, Cubanismo, D. D. Jackson, Sierra Maestra, Marshall Allen, Rabih Abou-Khalil, Gotan Project, Maria Joao, Toni Kitanovski, Al Di Meola, Youssou N'Dour, Brazilian Girls, and many more."
93,Rabih Abou-Khalil,[X] plays [Y] music .,jazz,"Luciano Biondini is an Italian [MASK] and folk music accordion player that has appeared on the albums of various musicians, including Gabriele Mirabassi, Fratelli Mancuso, Ivano Fossati and Rabih Abou-Khalil."
94,Ronnie Scott,[X] plays [Y] music .,jazz,"Several great [MASK] musicians have played, jammed and given seminars in both the Praça da Alegria's club and in the Music School, including Ronnie Scott, Sarah Vaughan, Charlie Haden, Benny Golson, Maria João and Dave Liebman."
95,Ronnie Scott,[X] plays [Y] music .,jazz,Live at Ronnie Scott's is a live album by British [MASK] singer Jamie Cullum.
96,Something Wilder,[X] plays [Y] music .,sitcom,"Something Wilder is an American [MASK] starring Gene Wilder that ran on NBC from October 1, 1994 until June 13, 1995."
97,Something Wilder,[X] plays [Y] music .,sitcom,"Something Wilder is an American [MASK] starring Gene Wilder that ran on NBC from October 1, 1994 until June 13, 1995."
98,Antonio Smareglia,[X] plays [Y] music .,opera,"The [MASK] was one of three novelties introduced for the 1890–91 season by the Metropolitan's general manager, Edmund C. Stanton; the others were Asrael by Alberto Franchetti, which opened the season on November 26, and Antonio Smareglia's Il vassallo di Szigeth."
99,Antonio Smareglia,[X] plays [Y] music .,opera,La falena (The Moth-Woman) is a leggenda or [MASK] in three acts by composer Antonio Smareglia with an Italian libretto by Silvio Benco.
100,SFJAZZ Collective,[X] plays [Y] music .,jazz,"The SFJAZZ Collective is a [MASK] ensemble comprising eight performer/composers, launched in 2004 by SFJAZZ, a West Coast non-profit jazz institution and the presenter of the annual San Francisco Jazz Festival, with funding from the James Irvine Foundation."
101,SFJAZZ Collective,[X] plays [Y] music .,jazz,"The SFJAZZ Collective is a jazz ensemble comprising eight performer/composers, launched in 2004 by SFJAZZ, a West Coast non-profit [MASK] institution and the presenter of the annual San Francisco Jazz Festival, with funding from the James Irvine Foundation."
102,De-Phazz,[X] plays [Y] music .,jazz,"De-Phazz is a downtempo [MASK] ensemble integrating modern turntablism and elements of soul, Latin, trip hop and drum and bass into a lounge music sound."
103,De-Phazz,[X] plays [Y] music .,jazz,"Since the release of Detunized Gravity and Godsdog, De-Phazz have appeared on the radar of listeners of equally innovative and sample-driven [MASK] by the likes of Amon Tobin and The Cinematic Orchestra."
104,Anja Eline Skybakmoen,[X] plays [Y] music .,jazz,"Anja Eline Skybakmoen (born 17 October 1984 in Trondheim, Norway) is a Norwegian [MASK] singer, composer and band leader, the younger sister of guitarist Jonas Skybakmoen, and engaged to the guitarist David Aleksander Sjølie."
105,Anja Eline Skybakmoen,[X] plays [Y] music .,jazz,"Anja Eline Skybakmoen (born 17 October 1984 in Trondheim, Norway) is a Norwegian [MASK] singer, composer and band leader, the younger sister of guitarist Jonas Skybakmoen, and engaged to the guitarist David Aleksander Sjølie."
106,Orpheus Music,[X] plays [Y] music .,jazz,"Orpheus Music is an independent record label that is part of Hush Management and is dedicated to R&B and [MASK], and current home of recording artist Freddie Jackson."
107,Orpheus Music,[X] plays [Y] music .,jazz,"Orpheus Music is an independent record label that is part of Hush Management and is dedicated to R&B and [MASK], and current home of recording artist Freddie Jackson."
108,The Jazz Messengers,[X] plays [Y] music .,jazz,Free for All is a [MASK] album by Art Blakey & the Jazz Messengers released on Blue Note.
109,The Jazz Messengers,[X] plays [Y] music .,jazz,Indestructible is a [MASK] album by drummer Art Blakey and his Jazz Messengers.
110,Friedrich Gulda,[X] plays [Y] music .,jazz,Friedrich Gulda (16 May 1930 – 27 January 2000) was an Austrian pianist and composer who worked in both the classical and [MASK] fields.
111,Friedrich Gulda,[X] plays [Y] music .,jazz,Friedrich Gulda (16 May 1930 – 27 January 2000) was an Austrian pianist and composer who worked in both the classical and [MASK] fields.
112,Jerome Hines,[X] plays [Y] music .,opera,He studied with his father and with renowned [MASK] bass Jerome Hines.
113,Jerome Hines,[X] plays [Y] music .,opera,"That same year he auditioned for basso-opera singer Jerome Hines and was given a leading role in Hines' [MASK] on the life of Christ, I Am The Way."
114,The Simpsons,[X] plays [Y] music .,sitcom,"The Simpsons is the longest-running American [MASK], the longest-running American animated program, and in 2009 it surpassed Gunsmoke as the longest-running American scripted primetime television series."
115,The Simpsons,[X] plays [Y] music .,sitcom,"The Simpsons is the longest-running American [MASK], the longest-running American animated program, and in 2009 it surpassed Gunsmoke as the longest-running American scripted primetime television series."
116,Liquid Gold,[X] plays [Y] music .,disco,"Liquid Gold was an English [MASK] group, from Brackley in Northamptonshire."
117,Liquid Gold,[X] plays [Y] music .,disco,"Liquid Gold was an English [MASK] group, from Brackley in Northamptonshire."
118,The Domino Principle,[X] plays [Y] music .,thriller,"The Domino Principle is a 1977 [MASK] starring Gene Hackman, Candice Bergen, Mickey Rooney and Richard Widmark."
119,The Domino Principle,[X] plays [Y] music .,thriller,"The Domino Principle is a 1977 [MASK] starring Gene Hackman, Candice Bergen, Mickey Rooney and Richard Widmark."
120,Eddie Barefield,[X] plays [Y] music .,jazz,"Playing with Durham, one of the original members of the Count Basie band, gave Schoenberg opportunities to meet and work with [MASK] musicians such as Al Casey, Sammy Price, Roy Eldridge, Jabbo Smith, Eddie Barefield, Jo Jones, and Panama Francis."
121,Eddie Barefield,[X] plays [Y] music .,jazz,"Progressive Records (Progressive) is an American [MASK] record label currently owned by the Jazzology label and producing mainly re-releases and compilations of artists like Sonny Stitt, Eddie Barefield's The Eddie Barefield Sextet, and The George Masso Sextet with Eddie Miller Progressive was founded by Gus Statiras in New York in 1950, more aggressively issuing albums during the first half of the 1950s until the business went into decline."
122,Lenny Breau,[X] plays [Y] music .,jazz,"His musical versatility spanned genres such as country, swing, [MASK], folk, and country-rock, and he has performed or recorded with a wide variety of vocalists and musicians including Linda Ronstadt, The Everly Brothers, Ernest Tubb, John Hartford, Ray Price, Judy Collins, and Lenny Breau."
123,Lenny Breau,[X] plays [Y] music .,jazz,"is a live album by Canadian [MASK] guitarist Lenny Breau, first released in 1969."
124,Kenny Werner,[X] plays [Y] music .,jazz,"Kenny Werner (born November 19, 1951) is an American [MASK] pianist and composer."
125,Kenny Werner,[X] plays [Y] music .,jazz,"Kenny Werner (born November 19, 1951) is an American [MASK] pianist and composer."
126,Tiny Grimes,[X] plays [Y] music .,jazz,"The name of the album is derived from an old [MASK] song by Tiny Grimes, the full phrase being ""romance without finance is a nuisance""."
127,Tiny Grimes,[X] plays [Y] music .,jazz,"Lloyd ""Tiny"" Grimes (July 7, 1916 – March 4, 1989) was an American [MASK] and R&B guitarist."
128,Pluto Shervington,[X] plays [Y] music .,reggae,"Pluto Shervington, also known as Pluto (born Leighton Shervington, 13 August 1950 in Kingston, Jamaica), is a [MASK] musician, singer, engineer and producer."
129,Pluto Shervington,[X] plays [Y] music .,reggae,"Pluto Shervington, also known as Pluto (born Leighton Shervington, 13 August 1950 in Kingston, Jamaica), is a [MASK] musician, singer, engineer and producer."
130,Eyran Katsenelenbogen,[X] plays [Y] music .,jazz,"Eyran Katsenelenbogen (born July 5, 1965) is a [MASK] pianist."
131,Eyran Katsenelenbogen,[X] plays [Y] music .,jazz,"Eyran Katsenelenbogen (born July 5, 1965) is a [MASK] pianist."
132,The Complete Compleat Enchanter,[X] plays [Y] music .,fantasy,"The Complete Compleat Enchanter is an omnibus collection of five classic [MASK] stories by science fiction and fantasy authors L. Sprague de Camp and Fletcher Pratt, gathering material previously published in three volumes as The Incomplete Enchanter (1941), The Castle of Iron (1950), and Wall of Serpents (1960), and represents an expansion of the earlier omnibus The Compleat Enchanter, which contained only the material in the first two volumes."
