,sub_label,template,obj_label,masked_sentence
10,Grand Est,The capital of [X] is [Y] .,Strasbourg,"[MASK] (/ˈstræzbɜːrɡ/, [stʁaz.buʁ, stʁas.buʁ]; Alsatian: Strossburi; German: Straßburg, [ˈʃtʁaːsbʊɐ̯k]) is the capital and largest city of the Alsace-Champagne-Ardenne-Lorraine (ACAL) region in eastern France and is the official seat of the European Parliament."
11,Grand Est,The capital of [X] is [Y] .,Strasbourg,"Strasbourg (/ˈstræzbɜːrɡ/, [stʁaz.buʁ, stʁas.buʁ]; Alsatian: Strossburi; German: [MASK], [ˈʃtʁaːsbʊɐ̯k]) is the capital and largest city of the Alsace-Champagne-Ardenne-Lorraine (ACAL) region in eastern France and is the official seat of the European Parliament."
12,Caddo Parish,The capital of [X] is [Y] .,Shreveport,"(born November 24, 1983 in Caddo Parish [MASK]) is a former American football linebacker."
13,Caddo Parish,The capital of [X] is [Y] .,Shreveport,"Harry S. Truman, presiding judge of the Jackson County Court at the time, wanted it designed similar to the Caddo Parish, Louisiana courthouse in [MASK]."
14,Nebraska,The capital of [X] is [Y] .,Lincoln,"Urban Search and Rescue Nebraska Task Force 1 or NE-TF1 is a FEMA Urban Search and Rescue Task Force based in [MASK], United States."
15,Nebraska,The capital of [X] is [Y] .,Lincoln,"William Charles ""Bill"" Kloefkorn (August 12, 1932 – May 19, 2011), was a Nebraska poet and educator based in [MASK]."
16,Hampshire,The capital of [X] is [Y] .,Winchester,"The county town of Hampshire is [MASK], the former capital city of England."
17,Hampshire,The capital of [X] is [Y] .,Winchester,"The county town of Hampshire is [MASK], the former capital city of England."
18,Alexandria Governorate,The capital of [X] is [Y] .,Alexandria,"Alexandria Governorate (Arabic: محافظة الإسكندرية Muḥāfaẓat [MASK]) is one of the governorates of Egypt.It was previously known as the capital of Egypt , and now it is considered as the second capital after Cairo."
19,Alexandria Governorate,The capital of [X] is [Y] .,Alexandria,"Alexandria Governorate (Arabic: محافظة الإسكندرية Muḥāfaẓat [MASK]) is one of the governorates of Egypt.It was previously known as the capital of Egypt , and now it is considered as the second capital after Cairo."
20,Kingdom of Italy,The capital of [X] is [Y] .,Florence,"It started in Italy at the end of the 16th century (with Jacopo Peri's lost Dafne, produced in [MASK] in 1598) and soon spread through the rest of Europe: Schütz in Germany, Lully in France, and Purcell in England all helped to establish their national traditions in the 17th century."
21,Kingdom of Italy,The capital of [X] is [Y] .,Florence,"The Tuscan gorgia (Italian: Gorgia toscana [ˈɡɔrdʒa toˈskaːna], ""Tuscan throat"") is a phonetic phenomenon characteristic of the Tuscan dialects, in Tuscany, Italy, especially the central ones, with [MASK] traditionally viewed as the center."
22,Grand Duchy of Finland,The capital of [X] is [Y] .,Helsinki,[MASK] (/hɛlˈsɪŋki/; [ˈhelsiŋki]; Swedish: Helsingfors) is the capital and largest city of Finland.
23,Grand Duchy of Finland,The capital of [X] is [Y] .,Helsinki,Helsinki (/hɛlˈsɪŋki/; [ˈhelsiŋki]; Swedish: [MASK]) is the capital and largest city of Finland.
24,Telangana,The capital of [X] is [Y] .,Hyderabad,"Alampur is a temple-town situated in Mahbubnagar district, in the state of Telangana, India.It is located at about 90 km from Mahabubnagar, 27 km From Kurnool and 200 km from [MASK]."
25,Telangana,The capital of [X] is [Y] .,Hyderabad,"Koti is one of the best-known commercial suburbs of [MASK], the capital city of Telangana, India."
26,Carlisle,The capital of [X] is [Y] .,Carlisle,"The V.I.P.s were a British R&B musical ensemble formed in [MASK], (North West England) in late 1963, out of an earlier outfit known as The Ramrods, who had formed in Carlisle in 1960."
27,Carlisle,The capital of [X] is [Y] .,Carlisle,"Carlisle Historic District is a national historic district located at [MASK] County, Pennsylvania."
28,South Australia,The capital of [X] is [Y] .,Adelaide,"As South Australia's seat of government and commercial centre, [MASK] is the site of many governmental and financial institutions."
29,South Australia,The capital of [X] is [Y] .,Adelaide,"The University of [MASK] (colloquially Adelaide University or Adelaide Uni) is a public university in Adelaide, South Australia."
30,Kingdom of Scotland,The capital of [X] is [Y] .,Edinburgh,"Set in late 15th-century England, the episode takes a humorous look at rivalries with the Kingdom of Scotland and centres the dramatic tension on the doubts cast over parentage of the lead character, Prince Edmund, Duke of [MASK]."
31,Kingdom of Scotland,The capital of [X] is [Y] .,Edinburgh,"His predecessor as Principal, Dr Alexander Monro had been ejected for not taking the oath of allegiance to William and Mary, and wrote a work in defence of his faith called ""An Enquiry into the New Opinions (chiefly) Propagated by the Presbyterians of Scotland; Together with some Animadversoins on a Late Book entitled 'A defense of the Vindications of the Kirk'; in a Letter to a Friend at [MASK]""."
32,Second Polish Republic,The capital of [X] is [Y] .,Warsaw,"A child prodigy, he completed his musical education and composed his earlier works in [MASK] before leaving Poland at the age of 20, less than a month before the outbreak of the November 1830 Uprising."
33,Second Polish Republic,The capital of [X] is [Y] .,Warsaw,"The cultural hubs of interwar Poland – [MASK], Kraków, Poznań, Wilno and Lwów – became major European cities and the sites of internationally acclaimed universities and other institutions of higher education."
34,Dhaka District,The capital of [X] is [Y] .,Dhaka,"The Dhaka High Court is one of the most important high courts in Bangladesh, located in the capital of [MASK] with jurisdiction for the Dhaka District."
35,Dhaka District,The capital of [X] is [Y] .,Dhaka,"The Dhaka High Court is one of the most important high courts in Bangladesh, located in the capital of [MASK] with jurisdiction for the Dhaka District."
36,Reichskommissariat Moskowien,The capital of [X] is [Y] .,Moscow,"Reichskommissariat Moskowien (also rendered as [MASK], abbreviated as RKM; Russian: Рейхскомиссариат Московия), literally ""Reich Commissariat of Muscovy (or Moscow)"", was the civilian occupation regime that Nazi Germany intended to create in central and northern European Russia during World War II, one of several similar Reichskommissariate."
37,Reichskommissariat Moskowien,The capital of [X] is [Y] .,Moscow,"Reichskommissariat Moskowien (also rendered as [MASK], abbreviated as RKM; Russian: Рейхскомиссариат Московия), literally ""Reich Commissariat of Muscovy (or Moscow)"", was the civilian occupation regime that Nazi Germany intended to create in central and northern European Russia during World War II, one of several similar Reichskommissariate."
38,Breathitt County,The capital of [X] is [Y] .,Jackson,Breathitt County High School (aka Breathitt High School) is a public high school located in the city of [MASK] nestled in the Appalachian Mountains of Eastern Kentucky.
39,Breathitt County,The capital of [X] is [Y] .,Jackson,Breathitt County Jail is a jail in [MASK].
40,Canterbury Region,The capital of [X] is [Y] .,Christchurch,"Cantamath is a mathematics competition competed in [MASK], Canterbury, New Zealand by years 6 to 10 students."
41,Canterbury Region,The capital of [X] is [Y] .,Christchurch,"The Port Hills are a range of hills in Canterbury, New Zealand, so named because they lie between the city of [MASK] and its port at Lyttelton."
42,Kingdom of France,The capital of [X] is [Y] .,Paris,"The royal Flight to Varennes (French: Fuite à Varennes) during the night of 20–21 June 1791 was a significant episode in the French Revolution in which King Louis XVI of France, his queen Marie Antoinette, and their immediate family attempted unsuccessfully to escape from [MASK] in order to initiate a counter-revolution at the head of loyal troops under royalist officers concentrated at Montmédy near the frontier."
43,Kingdom of France,The capital of [X] is [Y] .,Paris,"The royal Flight to Varennes (French: Fuite à Varennes) during the night of 20–21 June 1791 was a significant episode in the French Revolution in which King Louis XVI of France, his queen Marie Antoinette, and their immediate family attempted unsuccessfully to escape from [MASK] in order to initiate a counter-revolution at the head of loyal troops under royalist officers concentrated at Montmédy near the frontier."
44,Bremen-Verden,The capital of [X] is [Y] .,Stade,"The High-Bailiwick of [MASK], being a mere administrative unit of the integrated Kingdom of Hanover, was named after and seated in Stade, Bremen-Verden's former capital, taking over its staff, installations and buildings."
45,Bremen-Verden,The capital of [X] is [Y] .,Stade,"The High-Bailiwick of Stade, being a mere administrative unit of the integrated Kingdom of Hanover, was named after and seated in [MASK], Bremen-Verden's former capital, taking over its staff, installations and buildings."
46,Alberta,The capital of [X] is [Y] .,Edmonton,"Alberta's capital [MASK] is near the geographic centre of the province and is the primary supply and service hub for Canada's crude oil, oil sands (Athabasca oil sands) and other northern resource industries."
47,Alberta,The capital of [X] is [Y] .,Edmonton,"Alberta's capital [MASK] is near the geographic centre of the province and is the primary supply and service hub for Canada's crude oil, oil sands (Athabasca oil sands) and other northern resource industries."
48,Athens County,The capital of [X] is [Y] .,Athens,"The Post is a student-run newspaper in [MASK], that covers Ohio University and Athens County."
49,Athens County,The capital of [X] is [Y] .,Athens,"The Athens Messenger is a daily newspaper published in [MASK], United States, serving Athens and the surrounding communities of Athens County."
50,La Condamine,The capital of [X] is [Y] .,Monaco,Les Révoires is a north eastern residential and tourist area; part of the traditional Quartier of La Condamine in the Principality of [MASK].
51,La Condamine,The capital of [X] is [Y] .,Monaco,La Condamine is the central Ward in the Principality of [MASK].
52,Ouachita County,The capital of [X] is [Y] .,Camden,"The Camden Confederate Monument, also known as the Confederate Women's Memorial, is located on the grounds of the Ouachita County Courthouse in [MASK]."
53,Ouachita County,The capital of [X] is [Y] .,Camden,"The Ouachita County Courthouse is located at 145 Jefferson Avenue in [MASK], the seat of Ouachita County."
54,Germany,The capital of [X] is [Y] .,Berlin,Bonn serves alongside the capital [MASK] as the seat of government of Germany.
55,Germany,The capital of [X] is [Y] .,Berlin,Bonn serves alongside the capital [MASK] as the seat of government of Germany.
56,First Republic of Armenia,The capital of [X] is [Y] .,Yerevan,"After World War I, [MASK] became the capital of the First Republic of Armenia as thousands of survivors of the Armenian Genocide in the Ottoman Empire settled in the area."
57,First Republic of Armenia,The capital of [X] is [Y] .,Yerevan,"After World War I, [MASK] became the capital of the First Republic of Armenia as thousands of survivors of the Armenian Genocide in the Ottoman Empire settled in the area."
58,Aberdeenshire,The capital of [X] is [Y] .,Aberdeen,"Aberdeenshire Council is headquartered at Woodhill House, in [MASK], making it the only Scottish council whose headquarters are located outside its jurisdiction."
59,Aberdeenshire,The capital of [X] is [Y] .,Aberdeen,"Aberdeenshire Council is headquartered at Woodhill House, in [MASK], making it the only Scottish council whose headquarters are located outside its jurisdiction."
60,Indiana,The capital of [X] is [Y] .,Indianapolis,"With an estimated population of 258,522 in 2014, Fort Wayne is the 77th most populous city in the United States and the second largest in Indiana, after [MASK]."
61,Indiana,The capital of [X] is [Y] .,Indianapolis,"He was born in Hamilton County, Ohio, educated at Greensborough, Indiana, and from 1842 to 1853, was a Methodist circuit preacher in that State, becoming Agent of the American Bible Society the latter years, and Presiding Elder of the [MASK] district until 1856, when he was appointed editor of the ""The Northwestern Christian Advocate,"" in Chicago, retiring from that position in 1868."
62,Watauga County,The capital of [X] is [Y] .,Boone,"The Watauga County Farmers' Market is a farmers' market located in [MASK] established July 6, 1974."
63,Watauga County,The capital of [X] is [Y] .,Boone,Watauga County comprises the [MASK] Micropolitan Statistical Area.
64,Oakland County,The capital of [X] is [Y] .,Pontiac,"He moved to [MASK], in March 1849 and was prosecuting attorney for Oakland County in 1853 and 1854."
65,Oakland County,The capital of [X] is [Y] .,Pontiac,"He was a member of the founding company of [MASK], and represented Oakland County in the Council of the Territory of Michigan in 1824."
66,Second French Empire,The capital of [X] is [Y] .,Paris,"The Treaty of [MASK] of 1856 settled the Crimean War between Russia and an alliance of the Ottoman Empire, the British Empire, Second French Empire, and the Kingdom of Sardinia."
67,Second French Empire,The capital of [X] is [Y] .,Paris,This arrangement was admired in France and adopted for the nineteenth century re-planning of [MASK] by Baron Haussmann.
68,Pueblo County,The capital of [X] is [Y] .,Pueblo,The Society is open to all who wish to help preserve the aviation history in Pueblo County and [MASK].
69,Pueblo County,The capital of [X] is [Y] .,Pueblo,"Born in [MASK], Kogovsek graduated from Pueblo Catholic High School, 1959.He attended Pueblo Junior College, Pueblo, Colorado from 1960 to 1962.B.S., Adams State College, Alamosa, Colorado, 1964.Graduate work, University of Denver, 1965.He served as clerk's office, Pueblo County from 1964 to 1973.Paralegal aide from 1974 to 1978.He served in the Colorado House of Representatives from 1968 to 1974.State senate from 1970 to 1978.He served as delegate, Colorado State Democratic conventions from 1966 to 1979."
70,Cambridgeshire,The capital of [X] is [Y] .,Cambridge,"Coton is a small village and civil parish about two miles (about 3 km) west of [MASK] in Cambridgeshire, England and about the same distance east of the Prime Meridian."
71,Cambridgeshire,The capital of [X] is [Y] .,Cambridge,"Burwell /ˈbɜːrwɛl/ is a large fen-edge village and civil parish in Cambridgeshire, England, about 10 miles (16 km) north east of [MASK]."
72,Lebanon County,The capital of [X] is [Y] .,Lebanon,"Michael ""Mike"" Folmer of [MASK] is a Pennsylvania State Senator who represents the 48th Senate district, which includes all of Lebanon County and portions of Dauphin and York Counties."
73,Lebanon County,The capital of [X] is [Y] .,Lebanon,"Lebanon County comprises the [MASK] Metropolitan Statistical Area, which is also included in the Harrisburg-York-Lebanon, PA Combined Statistical Area."
74,Milwaukee County,The capital of [X] is [Y] .,Milwaukee,"Cathedral Square Park is a small urban Milwaukee County Park in [MASK], located to the west of the Cathedral of St."
75,Milwaukee County,The capital of [X] is [Y] .,Milwaukee,It runs north–south in Milwaukee County from downtown [MASK] to its southern suburbs.
76,Kingdom of Sicily,The capital of [X] is [Y] .,Naples,"Philip accompanied the new Emperor Henry VI into Italy, to seize the Kingdom of Sicily in right of his wife Constance, in 1191 and died at the siege of [MASK] during an epidemic — either bubonic plague or malaria."
77,Kingdom of Sicily,The capital of [X] is [Y] .,Naples,The Ordre du Croissant (Order of the Crescent; Italian - Ordine della Luna Crescente) was a chivalric order founded by Charles I of [MASK] and Sicily in 1268.
78,City of Brisbane,The capital of [X] is [Y] .,Brisbane,"Transport around [MASK] is managed by both the Brisbane City Council and the Government of Queensland, which owns Queensland Rail."
79,City of Brisbane,The capital of [X] is [Y] .,Brisbane,"The ICB, built by the Brisbane City Council, is considered one of the most successful road projects in [MASK], completed well before schedule, on budget, and to date is one of the most used road corridors in the city."
80,Indre-et-Loire,The capital of [X] is [Y] .,Tours,"[MASK] Football Club ([tuʁ]; commonly referred to as simply Tours) is a French association football club based in Tours, the capital city of the Indre-et-Loire department."
81,Indre-et-Loire,The capital of [X] is [Y] .,Tours,"Tours Football Club ([tuʁ]; commonly referred to as simply [MASK]) is a French association football club based in Tours, the capital city of the Indre-et-Loire department."
82,Vilnius District Municipality,The capital of [X] is [Y] .,Vilnius,"Nemenčinė (About this sound Nemenčinė , see names section for alternate and historic names) is a city in Vilnius district municipality, Lithuania, it is located about 20 kilometres (12 mi) north-east of [MASK]."
83,Vilnius District Municipality,The capital of [X] is [Y] .,Vilnius,"Bezdonys is a town in Lithuania, located to the north of [MASK], within the Vilnius district municipality."
84,British Guiana,The capital of [X] is [Y] .,Georgetown,"He was well-travelled, being born in [MASK] (British Guiana), the son of a Barbadian mother and a Guyanese father, moving early in life to live in Barbados, and then Panama, New York, and eventually England."
85,British Guiana,The capital of [X] is [Y] .,Georgetown,"Wilfred Khalil ""Sonny"" Edun (30 June 1930 [MASK] – 17 June 1990 Georgetown, Guyana) was a cricketer from British Guiana who toured New Zealand with the West Indies team in 1955-56, but did not play Test cricket."
86,Beiyang Government,The capital of [X] is [Y] .,Beijing,recognized the Beiyang Government in [MASK] from 1912 to 1928 and the Nationalist Government in Nanjing (and Chongqing from 1937 to 1945) from 1928 onwards.
87,Beiyang Government,The capital of [X] is [Y] .,Beijing,The Wuhan faction gave in and the Northern Expedition continued until the Beiyang government in [MASK] was defeated in 1928.
88,Apulia,The capital of [X] is [Y] .,Bari,"He was probably born in Apulia, or perhaps in [MASK], and then most likely lived for some time in Dalmatia."
89,Apulia,The capital of [X] is [Y] .,Bari,"Bitetto is a town and comune in the province of [MASK], Apulia, Italy."
90,Illyrian Provinces,The capital of [X] is [Y] .,Ljubljana,"During the French annexation under the Illyrian Provinces, Hladnik was appointed professor of botany and natural history at the Central School of [MASK], and presented with a piece of land to be laid out for the cultivation of the flora of Carniola."
91,Illyrian Provinces,The capital of [X] is [Y] .,Ljubljana,"In 1929, Ravnik filmed a great national ceremony in [MASK] on the 120th anniversary of the establishment of the Illyrian Provinces, during which a monument was erected to Napoleon and Illyria at French Revolution Square."
92,East Flanders,The capital of [X] is [Y] .,Ghent,"The Arrondissement of [MASK] (Dutch: Arrondissement Gent; French: Arrondissement de Gand) is the largest of the six administrative arrondissements in the Province of East Flanders, Belgium."
93,East Flanders,The capital of [X] is [Y] .,Ghent,"Oostakker, formerly spelled Oostacker, is one of the smaller former municipalities which were merged into [MASK] (from which it is only two miles), the capital of the Belgian province of East Flanders."
94,Denmark,The capital of [X] is [Y] .,Copenhagen,"It is located on the east coast of the Jutland peninsula, in the geographical centre of Denmark, 187 kilometres (116 mi) northwest of [MASK] and 289 kilometres (180 mi) north of Hamburg, Germany."
95,Denmark,The capital of [X] is [Y] .,Copenhagen,"Beginning in the 17th century, under the reign of Christian IV of the German House of Oldenburg, [MASK] developed into an important European regional centre, consolidating its position as capital of Denmark and Norway with resources from both kingdoms being used to build institutions, even palaces and the famous fortifications which shapes the city still."
96,Michigan,The capital of [X] is [Y] .,Lansing,"The station's fifty-thousand watt daytime signal on 1500 AM enables it to be heard from Michigan's Thumb area down to Northwest Ohio, and from [MASK] to Chatham, Ontario, Canada."
97,Michigan,The capital of [X] is [Y] .,Lansing,The Michigan Library Association is a United States professional association headquartered in [MASK] that advocates for libraries in Michigan on behalf of the state's residents.
98,Metropolis of Greater Paris,The capital of [X] is [Y] .,Paris,"It is part of the Métropole du Grand Paris and of the Île-de-France region, and covers the western inner suburbs of [MASK]."
99,Metropolis of Greater Paris,The capital of [X] is [Y] .,Paris,"The Métropole du Grand Paris ([metʁopɔl dy ɡʁɑ̃ paʁi], ""Metropolis of Greater Paris"") is an Établissement public de coopération intercommunale, or public establishment for inter-communal cooperation, an administrative structure for cooperation between the City of [MASK] and its nearest suburbs."
100,Cabell County,The capital of [X] is [Y] .,Huntington,"Kim Wolfe is the former Mayor of [MASK] and former Sheriff of Cabell County, West Virginia, formerly having been with the Huntington Police Department for 26 years."
101,Cabell County,The capital of [X] is [Y] .,Huntington,"The 1,096 acres (444 ha) in Cabell County and Mason County are located along the banks of the Ohio River about 16 miles (26 km) north of [MASK]."
102,Ayyubid dynasty,The capital of [X] is [Y] .,Cairo,"Their name ""Bahriyya"" means 'of the river', referring to the location of their original settlement on Al-Rodah Island in the Nile (Nahr al-Nil) in [MASK] at the castle of Al-Rodah which was built by the Ayyubid Sultan as-Salih Ayyub"
103,Ayyubid dynasty,The capital of [X] is [Y] .,Cairo,"Al-Malik as-Salih Najm al-Din Ayyub (Arabic: الملك الصالح نجم الدين ايوب) (Nickname: Abu al-Futuh أبو الفتوح ) ([MASK], 5 November 1205 – 22 November 1249 in Al Mansurah), also known as al-Malik al-Salih was the Kurdish Ayyubid ruler of Egypt from 1240 to 1249."
104,Brandenburg-Prussia,The capital of [X] is [Y] .,Berlin,"Ancillon is mainly remembered for what he did for education in Brandenburg-Prussia, and the share he took, in co-operation with Gottfried Leibniz, in founding the Academy of [MASK]."
105,Brandenburg-Prussia,The capital of [X] is [Y] .,Berlin,"The cultured Grumbkow was born in [MASK] as the son of Joachim Ernst von Grumbkow, General War Minister of Brandenburg-Prussia."
106,Rashidun Caliphates,The capital of [X] is [Y] .,Medina,"[MASK] was Muhammad's destination after his Hijrah from Mecca, and became the capital of a rapidly increasing Muslim Empire, first under Muhammad's leadership, and then under the first four Rashidun caliphs, Abu Bakr, Umar, Uthman, and Ali."
107,Rashidun Caliphates,The capital of [X] is [Y] .,Medina,"[MASK] was Muhammad's destination after his Hijrah from Mecca, and became the capital of a rapidly increasing Muslim Empire, first under Muhammad's leadership, and then under the first four Rashidun caliphs, Abu Bakr, Umar, Uthman, and Ali."
108,Stirling,The capital of [X] is [Y] .,Stirling,"Blair Drummond is a small rural community 5 miles north-west of the city of [MASK] in the Stirling district of Scotland, predominantly located along the A84 road."
109,Stirling,The capital of [X] is [Y] .,Stirling,"Archibald Hugh [MASK], Laird of Keir, more commonly known as Archie Stirling (born 18 September 1941), is Laird of the Keir estate at Lecropt in the Stirling council area in Scotland."
110,Staffordshire,The capital of [X] is [Y] .,Stafford,"It lies some 6 miles (9.7 km) north of Telford and some 12 miles (19 km) west of [MASK], sitting on the Shropshire/Staffordshire border."
111,Staffordshire,The capital of [X] is [Y] .,Stafford,"Born in [MASK], Staffordshire, England on 11 May 1838 to a recusant family, he was ordained to the priesthood on 29 June 1861."
112,Tokugawa shogunate,The capital of [X] is [Y] .,Edo,"The Tōkaidō road, linking the shōgun's capital, [MASK], to the imperial one, Kyōto, was the main travel and transport artery of old Japan."
113,Tokugawa shogunate,The capital of [X] is [Y] .,Edo,"The Tōkaidō road, linking the shōgun's capital, [MASK], to the imperial one, Kyōto, was the main travel and transport artery of old Japan."
114,United Kingdom of the Netherlands,The capital of [X] is [Y] .,Amsterdam,"It lost the status of prince-bishopric but remains the main religious center in the country.Utrecht was the most important city in the Netherlands until the Dutch Golden Age, when it was succeeded by [MASK] as the country's cultural centre and most populous city."
115,United Kingdom of the Netherlands,The capital of [X] is [Y] .,Amsterdam,"The first services were to Belgium, as well as Brussels other Belgian destinations were added over the first year, including Ostend and Antwerp, services were also run to Lille in France and [MASK] in the Netherlands."
116,Kingdom of Kartli-Kakheti,The capital of [X] is [Y] .,Tbilisi,"The family, claiming descent from the medieval Armenian house of Shahapuni and known for their merchandise, were originally from Julfa and resettled, in the person of Tarkhan Khoja-Minasi, to [MASK] in the reign of Heraclius II of Kartli-Kakheti and received from that monarch the title of prince (tavadi) in 1775."
117,Kingdom of Kartli-Kakheti,The capital of [X] is [Y] .,Tbilisi,"Upon formal demanding of Erekle to denounce the treaty with Russia and to voluntarily reaccept Iranian suzerainty in return for peace and prosperity for his kingdom, which Erekle refused, he subsequently invaded Kartli-Kakheti, capturing and sacking [MASK], effectively bringing it back under Iranian rule."
118,Soviet Union,The capital of [X] is [Y] .,Moscow,"In response to the failed Bay of Pigs Invasion of 1961, and the presence of American Jupiter ballistic missiles in Italy and Turkey against the USSR with [MASK] within range, Soviet leader Nikita Khrushchev decided to agree to Cuba's request to place nuclear missiles in Cuba to deter future harassment of Cuba."
119,Soviet Union,The capital of [X] is [Y] .,Moscow,"In response to the failed Bay of Pigs Invasion of 1961, and the presence of American Jupiter ballistic missiles in Italy and Turkey against the USSR with [MASK] within range, Soviet leader Nikita Khrushchev decided to agree to Cuba's request to place nuclear missiles in Cuba to deter future harassment of Cuba."
120,Kingdom of Romania,The capital of [X] is [Y] .,Bucharest,"When Romanian troops approached the capital Sofia, Bulgaria asked for an armistice, resulting in the Treaty of [MASK], in which Bulgaria had to cede portions of its First Balkan War gains to Serbia, Greece and Romania."
121,Kingdom of Romania,The capital of [X] is [Y] .,Bucharest,"When Romanian troops approached the capital Sofia, Bulgaria asked for an armistice, resulting in the Treaty of [MASK], in which Bulgaria had to cede portions of its First Balkan War gains to Serbia, Greece and Romania."
122,Tasmania,The capital of [X] is [Y] .,Hobart,[MASK] (/ˈhoʊbɑːt/) is the capital and most populous city of the Australian island state of Tasmania.
123,Tasmania,The capital of [X] is [Y] .,Hobart,[MASK] (/ˈhoʊbɑːt/) is the capital and most populous city of the Australian island state of Tasmania.
124,Merrimack County,The capital of [X] is [Y] .,Concord,"Bishop Brady High School is a small, private, Catholic co-educational school in [MASK] (Merrimack County)."
125,Merrimack County,The capital of [X] is [Y] .,Concord,"Merrimack County comprises the [MASK] Micropolitan Statistical Area, which is also included in the Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area."
126,County Limerick,The capital of [X] is [Y] .,Limerick,Colbert Station serves the city of [MASK] in County Limerick.
127,County Limerick,The capital of [X] is [Y] .,Limerick,"On completion of his education, he returned to the Bennett family's extensive landholdings in [MASK] and both farmed and took a prominent role in County Limerick life."
128,Fatimid caliphate,The capital of [X] is [Y] .,Cairo,He spent most of his life close to the court of the Fatimid Caliphate in [MASK] and earned his living authoring various treatises and tutoring members of the nobilities.
129,Fatimid caliphate,The capital of [X] is [Y] .,Cairo,"Located near the Nile Delta, modern [MASK] was founded in 969 CE by Jawhar al-Siqilli (""the Sicilian"") of the Fatimid dynasty, but the land composing the present-day city was the site of ancient national capitals whose remnants remain visible in parts of Old Cairo."
130,Auckland Region,The capital of [X] is [Y] .,Auckland,This rural tranquility is located just to the east of the [MASK] with Papakura being the closest town (within the Auckland urban area).
131,Auckland Region,The capital of [X] is [Y] .,Auckland,"Despite these comparatively low metrics in international comparison, the Auckland Region, with 34% of New Zealand's population, in 2007-08 had 47% of national bus boardings, 37% of national rail boardings, and 93% of national ferry boardings, showing an above-average level of patronage for New Zealand, although if regions without rail and ferry services are excluded, national rail boardings are actually below average ([MASK] has 75 percent of New Zealand's population with access to rail services)."
132,New Hampshire,The capital of [X] is [Y] .,Concord,"Born in Boston, Massachusetts, he attended the public schools, graduated from Boston University Law School in 1907, was admitted to the Massachusetts and New Hampshire bars in 1907 and commenced practice in [MASK]."
133,New Hampshire,The capital of [X] is [Y] .,Concord,"Designed in Classical style by [MASK] design expert Alice Ericson Cosgrove and sculpted by Vincenzo Andreani, the memorial, dedicated to all New Hampshire servicepersons lost at sea due to warfare, is located in Hampton Beach, New Hampshire and was dedicated May 30, 1957."
134,Odessa Oblast,The capital of [X] is [Y] .,Odessa,"This in turn has brought numerous awards from the Ukrainian Parliament, Government, National Bank of Ukraine and from authorities of the Odessa region and the city of [MASK]."
135,Odessa Oblast,The capital of [X] is [Y] .,Odessa,"He was the Deputy of [MASK] (1994–2002), the Adviser of City Council on cultural relations (2002–2010), Chairman of Board of Guardians of Odessa Regional Scientific Library named after M.Grushevsky (1997–2000) and Museum ""Christian Odessa"" (since 2004)."
136,Australia,The capital of [X] is [Y] .,Canberra,"The only city and by far the most populous community is [MASK], the capital city of Australia."
137,Australia,The capital of [X] is [Y] .,Canberra,"The only city and by far the most populous community is [MASK], the capital city of Australia."
138,County Antrim,The capital of [X] is [Y] .,Antrim,"The Troubles in Antrim recounts incidents during, and the effects of, The Troubles in [MASK], Northern Ireland."
