,sub_label,template,obj_label,masked_sentence
25,Maurice de Vlaminck,[X] was born in [Y] .,Paris,"At the beginning of the 20th century Henri Matisse and several other young artists including the pre-cubist Georges Braque, André Derain, Raoul Dufy and Maurice de Vlaminck revolutionized the [MASK] art world with ""wild"", multi-colored, expressive, landscapes and figure paintings that the critics called Fauvism."
26,Guy Deghy,[X] was born in [Y] .,Budapest,"Guy Deghy (October 11, 1912 – February 25, 1992) in [MASK], Hungary, an actor who appeared largely in British films and television."
27,Guy Deghy,[X] was born in [Y] .,Budapest,"Guy Deghy (October 11, 1912 – February 25, 1992) in [MASK], Hungary, an actor who appeared largely in British films and television."
28,Ze'ev Jabotinsky,[X] was born in [Y] .,Odessa,"Ze'ev Jabotinsky, MBE (Hebrew: זאב ז'בוטינסקי; born Vladimir Yevgenyevich Zhabotinsky, Russian: Влади́мир Евге́ньевич Жаботи́нский; 18 October 1880, [MASK] – 4 August 1940, New York City), was a Russian Jewish Revisionist Zionist leader, author, poet, orator, soldier and founder of the Jewish Self-Defense Organization in Odessa."
29,Ze'ev Jabotinsky,[X] was born in [Y] .,Odessa,"Ze'ev Jabotinsky, MBE (Hebrew: זאב ז'בוטינסקי; born Vladimir Yevgenyevich Zhabotinsky, Russian: Влади́мир Евге́ньевич Жаботи́нский; 18 October 1880, Odessa – 4 August 1940, New York City), was a Russian Jewish Revisionist Zionist leader, author, poet, orator, soldier and founder of the Jewish Self-Defense Organization in [MASK]."
30,John Brumby,[X] was born in [Y] .,Melbourne,"He was born in [MASK], and was a trade union official, small business proprietor and researcher and adviser to the Victorian State Leader of the Opposition, John Brumby, before entering politics."
31,John Brumby,[X] was born in [Y] .,Melbourne,"He was born in [MASK], and was a trade union official, small business proprietor and researcher and adviser to the Victorian State Leader of the Opposition, John Brumby, before entering politics."
32,Pierre Dupont,[X] was born in [Y] .,Lyon,"Pierre Dupont (April 23, 1821 – July 25, 1870), French song-writer, the son of a blacksmith, was born in [MASK]."
33,Pierre Dupont,[X] was born in [Y] .,Lyon,"Pierre Dupont (April 23, 1821 – July 25, 1870), French song-writer, the son of a blacksmith, was born in [MASK]."
34,Taras Kuzio,[X] was born in [Y] .,Halifax,"Taras Kuzio (born 1958 in [MASK], UK) is an academic and expert in Ukrainian political, economic and security affairs."
35,Taras Kuzio,[X] was born in [Y] .,Halifax,"Taras Kuzio (born 1958 in [MASK], UK) is an academic and expert in Ukrainian political, economic and security affairs."
36,Masako Natsume,[X] was born in [Y] .,Tokyo,"Masako Natsume (夏目 雅子 Natsume Masako, December 17, 1957 - September 11, 1985) (family name: Nishiyama) was a Japanese model and actress from [MASK]."
37,Masako Natsume,[X] was born in [Y] .,Tokyo,"Masako Natsume (夏目 雅子 Natsume Masako, December 17, 1957 - September 11, 1985) (family name: Nishiyama) was a Japanese model and actress from [MASK]."
38,Henry Mayhew,[X] was born in [Y] .,London,"Punch, or The [MASK] Charivari was a British weekly magazine of humour and satire established in 1841 by Henry Mayhew and engraver Ebenezer Landells."
39,Henry Mayhew,[X] was born in [Y] .,London,"These studies were based upon the journalism of Henry Mayhew, particularly his famous survey [MASK] Labour and the London Poor which appeared in the Morning Chronicle newspaper, throughout the 1840s."
40,Natalie Lowe,[X] was born in [Y] .,Sydney,"Natalie Lowe (born 15 August 1980), is a professional dancer from [MASK] who has ballroom dancing expertise."
41,Natalie Lowe,[X] was born in [Y] .,Sydney,"Natalie Lowe (born 15 August 1980), is a professional dancer from [MASK] who has ballroom dancing expertise."
42,Ilari Sahamies,[X] was born in [Y] .,Helsinki,"Ilari Sahamies (born 1983 in [MASK], Finland), also known as Ziigmund, is a Finnish professional poker player."
43,Ilari Sahamies,[X] was born in [Y] .,Helsinki,"Ilari Sahamies (born 1983 in [MASK], Finland), also known as Ziigmund, is a Finnish professional poker player."
44,Charles Holmes,[X] was born in [Y] .,Preston,"Sir Charles John Holmes, KCVO (11 November 1868, [MASK] – 7 December 1936, Kensington, London) was a British painter, art historian and museum director."
45,Charles Holmes,[X] was born in [Y] .,Preston,"Sir Charles John Holmes, KCVO (11 November 1868, [MASK] – 7 December 1936, Kensington, London) was a British painter, art historian and museum director."
46,Rob Lee,[X] was born in [Y] .,London,Sir Robert Lee (died 22 December 1605) was an English merchant who was Lord Mayor of [MASK] in 1602.
47,Rob Lee,[X] was born in [Y] .,London,"He married secondly, after 1606, Mary Lee, widow of Sir Robert Lee, Lord Mayor of [MASK], and formerly of William Smith, of London and daughter of Sir James Hawes who was also Lord Mayor."
48,Hiroshi Takemura,[X] was born in [Y] .,Tokyo,"Hiroshi Takemura (竹村 拓 Takemura Hiroshi, born on October 24, 1953 in [MASK], Japan) is a Japanese voice actor."
49,Hiroshi Takemura,[X] was born in [Y] .,Tokyo,"Hiroshi Takemura (竹村 拓 Takemura Hiroshi, born on October 24, 1953 in [MASK], Japan) is a Japanese voice actor."
50,Cedric Boswell,[X] was born in [Y] .,Detroit,"Cedric Boswell (born July 21, 1969 in [MASK]) is a professional heavyweight boxer from the United States."
51,Cedric Boswell,[X] was born in [Y] .,Detroit,"Cedric Boswell (born July 21, 1969 in [MASK]) is a professional heavyweight boxer from the United States."
52,Sirindhorn,[X] was born in [Y] .,Bangkok,He currently holds an Australian Research Council Discovery Grant for the project “Critical Thought in Thailand After Marxism” and is consultant for the “Cultural Pluralism and Sexual Diversity in Thailand” project at the Princess Maha Chakri Sirindhorn Anthropology Centre in [MASK].
53,Sirindhorn,[X] was born in [Y] .,Bangkok,"Thompson Foundation in [MASK] (one of Thailand's National Museums directed under the Patronage of Her Royal Highness Princess Maha Chakri Sirindhorn, 2006) and at the Pointe-à-Callière Museum (as part of Les Escales Improbables in Montréal, 2007)."
54,Susette LaFlesche Tibbles,[X] was born in [Y] .,Nebraska,"Susette La Flesche, (later Susette LaFlesche Tibbles) also called Inshata Theumba (Bright Eyes) (1854 – 1903), was a well-known Native American writer, lecturer, interpreter and artist of the Omaha tribe in [MASK]."
55,Susette LaFlesche Tibbles,[X] was born in [Y] .,Nebraska,"Susette La Flesche, (later Susette LaFlesche Tibbles) also called Inshata Theumba (Bright Eyes) (1854 – 1903), was a well-known Native American writer, lecturer, interpreter and artist of the Omaha tribe in [MASK]."
56,Charles II of Spain,[X] was born in [Y] .,Madrid,"He is known to have been working as the organist of El Pilar in Zaragoza in around 1676; he was later employed in the chapel of Carlos II in [MASK], where he died."
57,Charles II of Spain,[X] was born in [Y] .,Madrid,"The papal nuncio at [MASK], Baldassare Castiglione, brought an accusation before the Inquisition, but the trial amounted to nothing because Charles V took his servant under his protection, while the grand inquisitor also declared that it was not heretical to speak against the morals of the pope and the priests."
58,Gerard Lee,[X] was born in [Y] .,Melbourne,"Gerard Lee (born 1951 in [MASK]) is an Australian novelist, screenwriter and director."
59,Gerard Lee,[X] was born in [Y] .,Melbourne,"Gerard Lee (born 1951 in [MASK]) is an Australian novelist, screenwriter and director."
60,Eddie Creatchman,[X] was born in [Y] .,Montreal,"Eddie Creatchman (February 27, 1928 - March 9, 1994) was a Canadian wrestler-turned-manager who is perhaps most famous for his time in Gino Brito's [MASK] based promotion, International Wrestling, where he was known as Eddie ""The Brain"" Creatchman, hated manager of wrestlers such as The Sheik, The Great Samu and Steve Strong."
61,Eddie Creatchman,[X] was born in [Y] .,Montreal,"Eddie Creatchman (February 27, 1928 - March 9, 1994) was a Canadian wrestler-turned-manager who is perhaps most famous for his time in Gino Brito's [MASK] based promotion, International Wrestling, where he was known as Eddie ""The Brain"" Creatchman, hated manager of wrestlers such as The Sheik, The Great Samu and Steve Strong."
62,Giovanni Sgambati,[X] was born in [Y] .,Rome,She was born in Vercelli and studied piano with Giovanni Sgambati and composition with Alessandro Parisotti at the Conservatory in [MASK].
63,Giovanni Sgambati,[X] was born in [Y] .,Rome,She was born in Vercelli and studied piano with Giovanni Sgambati and composition with Alessandro Parisotti at the Conservatory in [MASK].
64,John McAllion,[X] was born in [Y] .,Glasgow,"John McAllion (born 13 February 1948, [MASK]) is a campaigner for the Scottish Socialist Party, as well as former Labour Party Member of Parliament (MP), Member of the Scottish Parliament (MSP), and convenor of Tayside Regional Council."
65,John McAllion,[X] was born in [Y] .,Glasgow,"John McAllion (born 13 February 1948, [MASK]) is a campaigner for the Scottish Socialist Party, as well as former Labour Party Member of Parliament (MP), Member of the Scottish Parliament (MSP), and convenor of Tayside Regional Council."
66,Rodel Mayol,[X] was born in [Y] .,Cebu,"Rodel Bryan Generalao Mayol (born August 9, 1981 in Mandaue City, [MASK], Philippines), more commonly known as just Rodel Mayol, is a Filipino professional boxer and the former WBC Light Flyweight World Champion."
67,Rodel Mayol,[X] was born in [Y] .,Cebu,"Rodel Bryan Generalao Mayol (born August 9, 1981 in Mandaue City, [MASK], Philippines), more commonly known as just Rodel Mayol, is a Filipino professional boxer and the former WBC Light Flyweight World Champion."
68,Alla Pavlova,[X] was born in [Y] .,Ukraine,"Alla Pavlova (Russian: Алла Павлова, born July 13, 1952 in [MASK]) is a Russian composer of Ukrainian origin, best known for her symphonic work."
69,Alla Pavlova,[X] was born in [Y] .,Ukraine,"Alla Pavlova (Russian: Алла Павлова, born July 13, 1952 in [MASK]) is a Russian composer of Ukrainian origin, best known for her symphonic work."
70,Salvador Puig Antich,[X] was born in [Y] .,Barcelona,"The garotte had been portrayed as a draconian act by the publicity after its last use in 1974, when Salvador Puig Antich was executed in [MASK] and Heinz Chez in Tarragona."
71,Salvador Puig Antich,[X] was born in [Y] .,Barcelona,"Salvador Puig Antich ([səɫβəˈðo ˈpudʒ ənˈtik]; May 30, 1948 – March 2, 1974) was an anarchist, born in [MASK], Catalonia, Spain and active during the 1960s."
72,Sverrir Gudnason,[X] was born in [Y] .,Lund,"Sverrir Gudnason (in Icelandic Sverrir Páll Guðnason), born 12 September 1978 in [MASK], is a Swedish actor of Icelandic origin."
73,Sverrir Gudnason,[X] was born in [Y] .,Lund,"Sverrir Gudnason (in Icelandic Sverrir Páll Guðnason), born 12 September 1978 in [MASK], is a Swedish actor of Icelandic origin."
74,Maximilian Sforza,[X] was born in [Y] .,Milan,Ambassador of Duke Massimiliano Sforza to the Papal court in 1513 he was created an Apostolic Protonotary in 1515; in the same year he took part as orator of the Duke of [MASK] to the V Lateran Council.
75,Maximilian Sforza,[X] was born in [Y] .,Milan,"In 1513 Massimiliano Sforza, Duke of [MASK], entrusted him with a force of 2,700 infantry and 500 horses to capture Bergamo, which was held by the Venetians, and Savelli defeated Renzo da Ceri."
76,David Coulthard,[X] was born in [Y] .,Scotland,He was due to represent [MASK] alongside David Coulthard.
77,David Coulthard,[X] was born in [Y] .,Scotland,It was created by award winning [MASK] hotelier Ken McCulloch in partnership with Formula One racing car driver David Coulthard until McCulloch sold his shares in 2008 to concentrate in developing his Dakota hotels in the UK.
78,Parviz Davoodi,[X] was born in [Y] .,Tehran,Parviz Davoodi (Persian: پرویز داوودی; born 1952 in [MASK]) is an Iranian hardline conservative politician.
79,Parviz Davoodi,[X] was born in [Y] .,Tehran,Parviz Davoodi (Persian: پرویز داوودی; born 1952 in [MASK]) is an Iranian hardline conservative politician.
80,Killer Mike,[X] was born in [Y] .,Atlanta,"He then collaborated with fellow [MASK] rapper Bone Crusher for the song ""Never Scared"" which also featured fellow Atlanta rapper Killer Mike."
81,Killer Mike,[X] was born in [Y] .,Atlanta,"He then collaborated with fellow Atlanta rapper Bone Crusher for the song ""Never Scared"" which also featured fellow [MASK] rapper Killer Mike."
82,Elise Broach,[X] was born in [Y] .,Atlanta,"Elise Broach (born September 20, 1963, in [MASK]) is an American writer."
83,Elise Broach,[X] was born in [Y] .,Atlanta,"Elise Broach (born September 20, 1963, in [MASK]) is an American writer."
84,Joey Boy,[X] was born in [Y] .,Thailand,"In 1996, she joined Joey Boy, [MASK]'s biggest hip-hop star, as a backup singer and dancer."
85,Joey Boy,[X] was born in [Y] .,Thailand,"pioneer artists by Joey Boy, and popular hip hop artists of [MASK] include Da Jim, Southside, Fukking Hero, Sing Neua Seua Tai, and Thaitanium."
86,Kristine Johnson,[X] was born in [Y] .,Angeles,"Kristine Johnson (born June 5, 1972, in [MASK], Philippines), is a co-anchor at WCBS-TV in New York City, New York, on the 5 p.m."
87,Kristine Johnson,[X] was born in [Y] .,Angeles,"Kristine Johnson (born June 5, 1972, in [MASK], Philippines), is a co-anchor at WCBS-TV in New York City, New York, on the 5 p.m."
88,Cas Haley,[X] was born in [Y] .,Paris,"Benjamin Cas Haley (born December 27, 1980; [MASK]) is an American singer/guitarist who was the runner-up on Season 2 of America's Got Talent in 2007."
89,Cas Haley,[X] was born in [Y] .,Paris,"Benjamin Cas Haley (born December 27, 1980; [MASK]) is an American singer/guitarist who was the runner-up on Season 2 of America's Got Talent in 2007."
90,Nayef Hawatmeh,[X] was born in [Y] .,Salt,"Nayef Hawatmeh (Arabic: نايف حواتمة, Kunya: Abu an-Nuf) (born November 1938 in [MASK]) is a Palestinian politician of Jordanian origin."
91,Nayef Hawatmeh,[X] was born in [Y] .,Salt,"Nayef Hawatmeh (Arabic: نايف حواتمة, Kunya: Abu an-Nuf) (born November 1938 in [MASK]) is a Palestinian politician of Jordanian origin."
92,Albert Allen Bartlett,[X] was born in [Y] .,Shanghai,"Albert Allen Bartlett (born March 21, 1923 in [MASK], died September 7, 2013 in Boulder, Colorado) was an emeritus professor of physics at the University of Colorado at Boulder, USA."
93,Albert Allen Bartlett,[X] was born in [Y] .,Shanghai,"Albert Allen Bartlett (born March 21, 1923 in [MASK], died September 7, 2013 in Boulder, Colorado) was an emeritus professor of physics at the University of Colorado at Boulder, USA."
94,Catherine Tasca,[X] was born in [Y] .,Lyon,"Catherine Tasca (born 13 December 1941 in [MASK]) is a member of the Senate of France, representing the Yvelines department."
95,Catherine Tasca,[X] was born in [Y] .,Lyon,"Catherine Tasca (born 13 December 1941 in [MASK]) is a member of the Senate of France, representing the Yvelines department."
96,Ludwig Marcuse,[X] was born in [Y] .,Berlin,"Professor Ludwig Marcuse (February 8, 1894 in [MASK] – August 2, 1971 in Bad Wiessee), was a philosopher and writer of Jewish origin."
97,Ludwig Marcuse,[X] was born in [Y] .,Berlin,"Professor Ludwig Marcuse (February 8, 1894 in [MASK] – August 2, 1971 in Bad Wiessee), was a philosopher and writer of Jewish origin."
98,Jam Hsiao,[X] was born in [Y] .,Taipei,"Jam Hsiao (traditional Chinese: 蕭敬騰; simplified Chinese: 萧敬腾; pinyin: Xiāo Jìngténg; Wade–Giles: Hsiao Ching-teng, born 30 March 1987 in [MASK], Taiwan) is a Taiwanese Mandopop singer."
99,Jam Hsiao,[X] was born in [Y] .,Taipei,"Jam Hsiao (traditional Chinese: 蕭敬騰; simplified Chinese: 萧敬腾; pinyin: Xiāo Jìngténg; Wade–Giles: Hsiao Ching-teng, born 30 March 1987 in [MASK], Taiwan) is a Taiwanese Mandopop singer."
100,Kjell Olofsson,[X] was born in [Y] .,Gothenburg,Kjell Olofsson (born 23 July 1965 in [MASK]) is a (former) Swedish footballer.
101,Kjell Olofsson,[X] was born in [Y] .,Gothenburg,Kjell Olofsson (born 23 July 1965 in [MASK]) is a (former) Swedish footballer.
102,Derek Tsang,[X] was born in [Y] .,Guangdong,"Derek Tsang Kwok-cheung (曾國祥), (born 8 November 1979 in Wuhua, [MASK], China) is a Hong Kong actor, film director."
103,Derek Tsang,[X] was born in [Y] .,Guangdong,"Derek Tsang Kwok-cheung (曾國祥), (born 8 November 1979 in Wuhua, [MASK], China) is a Hong Kong actor, film director."
104,Simon Law,[X] was born in [Y] .,Luton,"Simon Law (born 28 May 1961, in [MASK], England) is a producer, keyboardist and songwriter for Soul II Soul."
105,Simon Law,[X] was born in [Y] .,Luton,"Simon Law (born 28 May 1961, in [MASK], England) is a producer, keyboardist and songwriter for Soul II Soul."
106,Tony Rumble,[X] was born in [Y] .,Boston,"Anthony David Magliaro (November 6, 1956 – November 13, 1999) was an American professional wrestler and manager, known by the ring name ""[MASK] Bad Boy"" Tony Rumble."
107,Tony Rumble,[X] was born in [Y] .,Boston,"Anthony David Magliaro (November 6, 1956 – November 13, 1999) was an American professional wrestler and manager, known by the ring name ""[MASK] Bad Boy"" Tony Rumble."
108,Haydn Bendall,[X] was born in [Y] .,Essex,"Haydn Bendall (born 13 April 1951, [MASK], England) is an English record producer, engineer and mixer."
109,Haydn Bendall,[X] was born in [Y] .,Essex,"Haydn Bendall (born 13 April 1951, [MASK], England) is an English record producer, engineer and mixer."
110,Larry Stabbins,[X] was born in [Y] .,Bristol,"Larry Stabbins (born 9 September 1949 in [MASK]) is a British jazz saxophonist, flutist and composer."
111,Larry Stabbins,[X] was born in [Y] .,Bristol,"Larry Stabbins (born 9 September 1949 in [MASK]) is a British jazz saxophonist, flutist and composer."
112,David Diplacido,[X] was born in [Y] .,Newmarket,"David Diplacido (born May 18, 1977, in [MASK]) is a former soccer player who played the majority of his career with the Toronto Lynx where he is currently the club's all-time leader in club appearances."
113,David Diplacido,[X] was born in [Y] .,Newmarket,"David Diplacido (born May 18, 1977, in [MASK]) is a former soccer player who played the majority of his career with the Toronto Lynx where he is currently the club's all-time leader in club appearances."
114,Antonio Badile,[X] was born in [Y] .,Verona,"He appears to have been born in [MASK], then part of the Venetian mainland, and trained with Antonio Badile and Domenico Riccio, as well as perhaps Titian."
115,Antonio Badile,[X] was born in [Y] .,Verona,"He appears to have been born in [MASK], then part of the Venetian mainland, and trained with Antonio Badile and Domenico Riccio, as well as perhaps Titian."
116,Claudio Coello,[X] was born in [Y] .,Madrid,"An ETA commando unit using the code name Txikia (after the nom de guerre of ETA activist Eustakio Mendizabal killed by Guardia Civil in April 1973) rented a basement flat at Calle Claudio Coello 104, [MASK], on the route that Blanco would go to mass at San Francisco de Borja church."
117,Claudio Coello,[X] was born in [Y] .,Madrid,"Claudio Coello was of Portuguese parents, but was born at [MASK] in 1642."
118,Bryan Crawford,[X] was born in [Y] .,Hamilton,"Bryan Crawford (born February 18, 1982 in [MASK]) is a former Canadian football running back who played his entire pro career with the Toronto Argonauts."
119,Bryan Crawford,[X] was born in [Y] .,Hamilton,"Bryan Crawford (born February 18, 1982 in [MASK]) is a former Canadian football running back who played his entire pro career with the Toronto Argonauts."
120,Damian O'Flynn,[X] was born in [Y] .,Boston,"Damian O'Flynn (January 29, 1907 – August 8, 1982) was an Irish-American actor of film and television originally from [MASK]."
121,Damian O'Flynn,[X] was born in [Y] .,Boston,"Damian O'Flynn (January 29, 1907 – August 8, 1982) was an Irish-American actor of film and television originally from [MASK]."
122,Pennie Smith,[X] was born in [Y] .,London,"Pennie Smith (born in [MASK]) is an English photographer, known for having photographed several rock musicians."
123,Pennie Smith,[X] was born in [Y] .,London,"Pennie Smith (born in [MASK]) is an English photographer, known for having photographed several rock musicians."
124,Wade Cunningham,[X] was born in [Y] .,Auckland,"Wade Cunningham (born 19 August 1984) is a racing driver from [MASK], New Zealand who competed in the Firestone Indy Lights Series."
125,Wade Cunningham,[X] was born in [Y] .,Auckland,"Wade Cunningham (born 19 August 1984) is a racing driver from [MASK], New Zealand who competed in the Firestone Indy Lights Series."
126,Victor Skrebneski,[X] was born in [Y] .,Chicago,He worked with the fashion photographer Victor Skrebneski and had his own studio on [MASK]'s Oak Street.
127,Victor Skrebneski,[X] was born in [Y] .,Chicago,"After being discovered by a scout and acting in several television commercials, James moved to [MASK] where she was photographed by Victor Skrebneski."
128,Tobias Rau,[X] was born in [Y] .,Brunswick,"Tobias Rau (born 31 December 1981 in [MASK], Lower Saxony) is a retired German footballer who played as a left defender."
129,Tobias Rau,[X] was born in [Y] .,Brunswick,"Tobias Rau (born 31 December 1981 in [MASK], Lower Saxony) is a retired German footballer who played as a left defender."
130,Lawrence Bayne,[X] was born in [Y] .,Toronto,"Lawrence Bayne (born November 11, 1960, [MASK]) is a Canadian actor and singer."
131,Lawrence Bayne,[X] was born in [Y] .,Toronto,"Lawrence Bayne (born November 11, 1960, [MASK]) is a Canadian actor and singer."
132,Aaron King,[X] was born in [Y] .,Denver,"Aaron King (born July 26, 1984 in [MASK]) is an American soccer player who currently plays for Colorado Springs Switchbacks."
133,Aaron King,[X] was born in [Y] .,Denver,"Aaron King (born July 26, 1984 in [MASK]) is an American soccer player who currently plays for Colorado Springs Switchbacks."
134,James Jackson Putnam,[X] was born in [Y] .,Boston,"There were no psychoanalytic societies devoted to Sigmund Freud in [MASK] prior to his visit to Worcester, Massachusetts in 1909, though after 1909 there were individuals interested in Freud's writings, including James Jackson Putnam, L. Eugene Emerson, Isador Coriat, William Healy, and Augusta Bronner."
135,James Jackson Putnam,[X] was born in [Y] .,Boston,Coriat was the only Freudian analyst in [MASK] during the period after James Jackson Putnam's death.
136,India Hicks,[X] was born in [Y] .,London,India Amanda Caroline Hicks (born 5 September 1967 in [MASK]) is a former fashion model.
137,India Hicks,[X] was born in [Y] .,London,India Amanda Caroline Hicks (born 5 September 1967 in [MASK]) is a former fashion model.
138,Jack Wong Sue,[X] was born in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK]."
139,Jack Wong Sue,[X] was born in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK]."
140,Godert van der Capellen,[X] was born in [Y] .,Utrecht,"Godert Alexander Gerard Philip, Baron van der Capellen (December 15, 1778 – April 10, 1848) was a Dutch statesman from [MASK]."
141,Godert van der Capellen,[X] was born in [Y] .,Utrecht,"Godert Alexander Gerard Philip, Baron van der Capellen (December 15, 1778 – April 10, 1848) was a Dutch statesman from [MASK]."
142,Robert Parris Moses,[X] was born in [Y] .,Harlem,"Robert Parris Moses (born January 23, 1935 in [MASK], also known as Bob Moses) is an American educator and civil rights activist, known for his work as a leader of the Student Nonviolent Coordinating Committee on voter education and registration in Mississippi during the 1960s Civil Rights Movement."
143,Robert Parris Moses,[X] was born in [Y] .,Harlem,"Robert Parris Moses (born January 23, 1935 in [MASK], also known as Bob Moses) is an American educator and civil rights activist, known for his work as a leader of the Student Nonviolent Coordinating Committee on voter education and registration in Mississippi during the 1960s Civil Rights Movement."
144,Blanca Li,[X] was born in [Y] .,Granada,"Blanca Li (born January 12, 1964) is a choreographer, film director, dancer and actress from [MASK], Spain."
145,Blanca Li,[X] was born in [Y] .,Granada,"Blanca Li (born January 12, 1964) is a choreographer, film director, dancer and actress from [MASK], Spain."
146,Big Gipp,[X] was born in [Y] .,Atlanta,"Lunatics, and Big Gipp (born Cameron Gipp in [MASK]) of Goodie Mob."
147,Big Gipp,[X] was born in [Y] .,Atlanta,"Joi Elaine Gilliam (born January 25, 1972), better known by her stage name Joi, is an American singer, songwriter and record producer associated with the Dungeon Family collective based in [MASK], and as such often performs with OutKast, Organized Noize, and Goodie Mob (her ex-husband, Big Gipp, is a member of the latter group)."
148,Pierre Braunberger,[X] was born in [Y] .,Paris,"Pierre Braunberger (29 July 1905, [MASK] – 17 November 1990) was a French producer, executive producer, and actor."
149,Pierre Braunberger,[X] was born in [Y] .,Paris,"Pierre Braunberger (29 July 1905, [MASK] – 17 November 1990) was a French producer, executive producer, and actor."
