,sub_label,template,obj_label,masked_sentence
116,Thorne Webb Dreyer,[X] was born in [Y] .,Houston,": ""There is a solid intelligence to the reviews and cultural articles... It is a radical journalism grounded in fact... resolved and balanced in content and full of common purpose..."" Thorne Dreyer, speaking at Zine Fest [MASK] in June 2009, said that Space City!"
117,Salvador Puig Antich,[X] was born in [Y] .,Barcelona,"The garotte had been portrayed as a draconian act by the publicity after its last use in 1974, when Salvador Puig Antich was executed in [MASK] and Heinz Chez in Tarragona."
121,Sverrir Gudnason,[X] was born in [Y] .,Lund,"Sverrir Gudnason (in Icelandic Sverrir Páll Guðnason), born 12 September 1978 in [MASK], is a Swedish actor of Icelandic origin."
123,Maximilian Sforza,[X] was born in [Y] .,Milan,Ambassador of Duke Massimiliano Sforza to the Papal court in 1513 he was created an Apostolic Protonotary in 1515; in the same year he took part as orator of the Duke of [MASK] to the V Lateran Council.
125,David Coulthard,[X] was born in [Y] .,Scotland,He was due to represent [MASK] alongside David Coulthard.
128,Parviz Davoodi,[X] was born in [Y] .,Tehran,Parviz Davoodi (Persian: پرویز داوودی; born 1952 in [MASK]) is an Iranian hardline conservative politician.
130,Killer Mike,[X] was born in [Y] .,Atlanta,"He then collaborated with fellow [MASK] rapper Bone Crusher for the song ""Never Scared"" which also featured fellow Atlanta rapper Killer Mike."
133,Boris Karloff,[X] was born in [Y] .,London,"After the war, Foster used these contacts to begin a career as a publicist in [MASK] and in Hollywood, working for such well-known performers as Marilyn Monroe, Richard Burton, Boris Karloff, Errol Flynn and Benny Hill."
134,Elise Broach,[X] was born in [Y] .,Atlanta,"Elise Broach (born September 20, 1963, in [MASK]) is an American writer."
136,Joey Boy,[X] was born in [Y] .,Thailand,"In 1996, she joined Joey Boy, [MASK]'s biggest hip-hop star, as a backup singer and dancer."
138,Kristine Johnson,[X] was born in [Y] .,Angeles,"Kristine Johnson (born June 5, 1972, in [MASK], Philippines), is a co-anchor at WCBS-TV in New York City, New York, on the 5 p.m."
140,Cas Haley,[X] was born in [Y] .,Paris,"Benjamin Cas Haley (born December 27, 1980; [MASK]) is an American singer/guitarist who was the runner-up on Season 2 of America's Got Talent in 2007."
142,"George Anson, 1st Baron Anson",[X] was born in [Y] .,Staffordshire,"George Anson (25 July 1731 – 27 October 1789), known as George Adams until 1773, was a British Whig politician and [MASK] landowner from the Anson family."
143,Nayef Hawatmeh,[X] was born in [Y] .,Salt,"Nayef Hawatmeh (Arabic: نايف حواتمة, Kunya: Abu an-Nuf) (born November 1938 in [MASK]) is a Palestinian politician of Jordanian origin."
145,Albert Allen Bartlett,[X] was born in [Y] .,Shanghai,"Albert Allen Bartlett (born March 21, 1923 in [MASK], died September 7, 2013 in Boulder, Colorado) was an emeritus professor of physics at the University of Colorado at Boulder, USA."
147,Catherine Tasca,[X] was born in [Y] .,Lyon,"Catherine Tasca (born 13 December 1941 in [MASK]) is a member of the Senate of France, representing the Yvelines department."
149,Ludwig Marcuse,[X] was born in [Y] .,Berlin,"Professor Ludwig Marcuse (February 8, 1894 in [MASK] – August 2, 1971 in Bad Wiessee), was a philosopher and writer of Jewish origin."
151,Jam Hsiao,[X] was born in [Y] .,Taipei,"Jam Hsiao (traditional Chinese: 蕭敬騰; simplified Chinese: 萧敬腾; pinyin: Xiāo Jìngténg; Wade–Giles: Hsiao Ching-teng, born 30 March 1987 in [MASK], Taiwan) is a Taiwanese Mandopop singer."
153,Kjell Olofsson,[X] was born in [Y] .,Gothenburg,Kjell Olofsson (born 23 July 1965 in [MASK]) is a (former) Swedish footballer.
155,Derek Tsang,[X] was born in [Y] .,Guangdong,"Derek Tsang Kwok-cheung (曾國祥), (born 8 November 1979 in Wuhua, [MASK], China) is a Hong Kong actor, film director."
157,Simon Law,[X] was born in [Y] .,Luton,"Simon Law (born 28 May 1961, in [MASK], England) is a producer, keyboardist and songwriter for Soul II Soul."
159,Tony Rumble,[X] was born in [Y] .,Boston,"Anthony David Magliaro (November 6, 1956 – November 13, 1999) was an American professional wrestler and manager, known by the ring name ""[MASK] Bad Boy"" Tony Rumble."
163,Rita Montaner y Facenda,[X] was born in [Y] .,Havana,"1932 in [MASK]), was the first husband of famed Cuban singer Rita Montaner."
164,Haydn Bendall,[X] was born in [Y] .,Essex,"Haydn Bendall (born 13 April 1951, [MASK], England) is an English record producer, engineer and mixer."
166,Larry Stabbins,[X] was born in [Y] .,Bristol,"Larry Stabbins (born 9 September 1949 in [MASK]) is a British jazz saxophonist, flutist and composer."
168,David Diplacido,[X] was born in [Y] .,Newmarket,"David Diplacido (born May 18, 1977, in [MASK]) is a former soccer player who played the majority of his career with the Toronto Lynx where he is currently the club's all-time leader in club appearances."
170,Antonio Badile,[X] was born in [Y] .,Verona,"He appears to have been born in [MASK], then part of the Venetian mainland, and trained with Antonio Badile and Domenico Riccio, as well as perhaps Titian."
172,Claudio Coello,[X] was born in [Y] .,Madrid,"An ETA commando unit using the code name Txikia (after the nom de guerre of ETA activist Eustakio Mendizabal killed by Guardia Civil in April 1973) rented a basement flat at Calle Claudio Coello 104, [MASK], on the route that Blanco would go to mass at San Francisco de Borja church."
176,Bryan Crawford,[X] was born in [Y] .,Hamilton,"Bryan Crawford (born February 18, 1982 in [MASK]) is a former Canadian football running back who played his entire pro career with the Toronto Argonauts."
178,Damian O'Flynn,[X] was born in [Y] .,Boston,"Damian O'Flynn (January 29, 1907 – August 8, 1982) was an Irish-American actor of film and television originally from [MASK]."
180,Pennie Smith,[X] was born in [Y] .,London,"Pennie Smith (born in [MASK]) is an English photographer, known for having photographed several rock musicians."
183,Wade Cunningham,[X] was born in [Y] .,Auckland,"Wade Cunningham (born 19 August 1984) is a racing driver from [MASK], New Zealand who competed in the Firestone Indy Lights Series."
185,Victor Skrebneski,[X] was born in [Y] .,Chicago,He worked with the fashion photographer Victor Skrebneski and had his own studio on [MASK]'s Oak Street.
189,Tobias Rau,[X] was born in [Y] .,Brunswick,"Tobias Rau (born 31 December 1981 in [MASK], Lower Saxony) is a retired German footballer who played as a left defender."
191,Lawrence Bayne,[X] was born in [Y] .,Toronto,"Lawrence Bayne (born November 11, 1960, [MASK]) is a Canadian actor and singer."
193,Aaron King,[X] was born in [Y] .,Denver,"Aaron King (born July 26, 1984 in [MASK]) is an American soccer player who currently plays for Colorado Springs Switchbacks."
195,Marco Benefial,[X] was born in [Y] .,Rome,"Particularly in Turin, Kingdom of Sardinia with his elder brother Domenico, Giuseppe Duprà studied in [MASK] in his youth, as a disciple of Marco Benefial, from 1750, he began painting in the service of King Charles Emmanuel III in the Piedmontese capital, recommended by art enthusiast the Roman cardinal Alessandro Albani."
196,James Jackson Putnam,[X] was born in [Y] .,Boston,"There were no psychoanalytic societies devoted to Sigmund Freud in [MASK] prior to his visit to Worcester, Massachusetts in 1909, though after 1909 there were individuals interested in Freud's writings, including James Jackson Putnam, L. Eugene Emerson, Isador Coriat, William Healy, and Augusta Bronner."
198,India Hicks,[X] was born in [Y] .,London,India Amanda Caroline Hicks (born 5 September 1967 in [MASK]) is a former fashion model.
200,Jack Wong Sue,[X] was born in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK]."
202,Godert van der Capellen,[X] was born in [Y] .,Utrecht,"Godert Alexander Gerard Philip, Baron van der Capellen (December 15, 1778 – April 10, 1848) was a Dutch statesman from [MASK]."
204,Robert Parris Moses,[X] was born in [Y] .,Harlem,"Robert Parris Moses (born January 23, 1935 in [MASK], also known as Bob Moses) is an American educator and civil rights activist, known for his work as a leader of the Student Nonviolent Coordinating Committee on voter education and registration in Mississippi during the 1960s Civil Rights Movement."
207,Blanca Li,[X] was born in [Y] .,Granada,"Blanca Li (born January 12, 1964) is a choreographer, film director, dancer and actress from [MASK], Spain."
209,Big Gipp,[X] was born in [Y] .,Atlanta,"Lunatics, and Big Gipp (born Cameron Gipp in [MASK]) of Goodie Mob."
214,Pierre Braunberger,[X] was born in [Y] .,Paris,"Pierre Braunberger (29 July 1905, [MASK] – 17 November 1990) was a French producer, executive producer, and actor."
216,Georges Picquart,[X] was born in [Y] .,Strasbourg,"Marie Georges Picquart (born 6 September 1854 in [MASK], France; died 19 January 1914 in Amiens, France) was a French army officer and Minister of War."
218,Giacomo Meyerbeer,[X] was born in [Y] .,Berlin,"Born to a very wealthy [MASK] family, Meyerbeer began his musical career as a pianist but soon decided to devote himself to opera, spending several years in Italy studying and composing."
223,Carsten Dahl,[X] was born in [Y] .,Copenhagen,"Carsten Dahl (born 3 October 1967 in [MASK], Denmark) is a pianist."
225,Nikolaus Dumba,[X] was born in [Y] .,Vienna,"Nikolaus Dumba (24 July 1830, [MASK] - 23 March 1900, Budapest) was an Austrian industrialist and liberal politician of Greek-Aromanian descent."
227,Pietro Andrea Mattioli,[X] was born in [Y] .,Siena,Pietro Andrea Gregorio Mattioli (Matthiolus) ([ˈpjɛːtro anˈdrɛːa ɡreˈɡɔːrjo matˈtjɔːli]; 12 March 1501 – 1577) was a doctor and naturalist born in [MASK].
230,Michael Bleekemolen,[X] was born in [Y] .,Amsterdam,"Michael Bleekemolen (born 2 October 1949 in [MASK], the Netherlands) is a former racing driver who raced for the RAM and ATS teams in Formula One."
232,Washington McLean,[X] was born in [Y] .,Cincinnati,"He was born in [MASK], to Washington McLean, the owner and publisher of The Cincinnati Enquirer."
236,Phil Bentham,[X] was born in [Y] .,Leigh,Phil Bentham (born 28 October 1971 in [MASK]) is an English professional rugby league referee.
238,Nicola Porpora,[X] was born in [Y] .,Naples,Corri was born in Rome and studied voice with Nicola Porpora in [MASK].
242,Charles Helou,[X] was born in [Y] .,Beirut,"The neighborhood lies east of the Port of [MASK], which also encircles it from the north, west of the Beirut River and north of the Charles Helou highway and the Achrafieh district of Beirut."
246,Michael McGoldrick,[X] was born in [Y] .,Manchester,"Michael McGoldrick (born 26 November 1971, [MASK], England) is an Irish flute and tin whistle player."
250,Christina Rossetti,[X] was born in [Y] .,London,"He also set up a private press at his home in [MASK], where amongst other works (mostly his own), he printed the first editions of some poems by his grandchildren, Dante Gabriel Rossetti and Christina Rossetti."
251,Johnny Wakelin,[X] was born in [Y] .,Brighton,"Johnny Wakelin (born 1939 in [MASK], Sussex, England) is an English recording artist with the Pye Records label."
253,Roddy McMillan,[X] was born in [Y] .,Glasgow,"The View from Daniel Pike was a Scottish television drama series in the early 1970s, which starred Roddy McMillan as the eponymous title character, a hard-boiled private detective based in [MASK], and was written by Edward Boyd."
254,Hamo Thornycroft,[X] was born in [Y] .,London,"Sir William Hamo Thornycroft RA (9 March 1850 – 18 December 1925) was an English sculptor, responsible for some of [MASK]’s best known statues."
258,Vratislaus II of Bohemia,[X] was born in [Y] .,Bohemia,"In 1145, he joined the other territorial dukes of [MASK], Conrad II of Znojmo, Vratislaus II of Brno, and Otto III of Olomouc, to attack Jindřich (Henry) Zdík, bishop of Olomouc, and chase him from his diocese."
279,Henry Frederick Conrad Sander,[X] was born in [Y] .,Bremen,"Henry Frederick Conrad Sander (Heinrich Friedrich Conrad Sander; 4 March 1847 in [MASK] – 23 December 1920 in Bruges) was a German-born orchidologist and nurseryman who settled in St Albans, Hertfordshire, England and is noted for his monthly publication on orchids, Reichenbachia, named in honour of Heinrich Gustav Reichenbach of Hamburg, the great orchidologist."
281,Shritama Mukherjee,[X] was born in [Y] .,Kota,Shritama Mukherjee (born 3 November 1993 in [MASK]) is an Indian television actress.
283,Axle Whitehead,[X] was born in [Y] .,Melbourne,"Axle Whitehead (born 16 December 1980; [MASK]) is a former Australian Video Hits TV host and current singer, musician, and actor."
285,Herb Carnegie,[X] was born in [Y] .,Toronto,"The Herb Carnegie Centennial Centre, formerly named the North York Centennial Centre, is a multi-purpose arena located in North York, now a part of the city of [MASK]."
286,Daniel Alfredson,[X] was born in [Y] .,Stockholm,"Tic Tac is a 1997 Swedish thriller film directed by Daniel Alfredson and written by Hans Renhäll, about various people involved in small crime during one day and night in [MASK]."
287,Amol Palekar,[X] was born in [Y] .,Mumbai,"Closer home, a man called Irshaad made a movie titled Taxi Taxie, casting Amol Palekar in the lead as a taxi driver operating in the metropolis of [MASK]."
290,Dick Bruna,[X] was born in [Y] .,Utrecht,"Dick Bruna (born August 23, 1927 in [MASK]) is a Dutch author, artist, illustrator and graphic designer."
292,Yvonne Blake,[X] was born in [Y] .,Manchester,Yvonne Blake (Born 1941 in [MASK]) is a British-born Spanish costume designer.
294,Hasdai Crescas,[X] was born in [Y] .,Barcelona,"He was born at Valencia and settled early in life at [MASK], where he studied under Perez ha-Kohen, under Hasdai Crescas, and especially under R. Nissim ben Reuben (RaN), for whom he professed throughout his life the greatest veneration."
296,Cesira Ferrani,[X] was born in [Y] .,Turin,"Cesira Ferrani (May 8, 1863 in [MASK] – May 4, 1943 in Pollone) was an Italian operatic soprano who is best known for debuting two of the most iconic roles in opera history, Mimì in the original 1896 production of Giacomo Puccini's La bohème and the title role in Puccini's Manon Lescaut in its 1893 world premiere."
298,Catherine Day,[X] was born in [Y] .,Dublin,"Catherine Day (born 16 June 1954 in Mount Merrion, [MASK]) is a former Secretary-General of the European Commission."
300,Vinny Burns,[X] was born in [Y] .,Oldham,"Vinny Burns (born 4 April 1965, [MASK], Lancashire) is an English hard rock guitarist and producer, best known for his work with the bands Dare, Ten and Bob Catley."
302,Jean Taubenhaus,[X] was born in [Y] .,Warsaw,Heilpern won a match against Jean Taubenhaus (5.5 : 3.5) at [MASK] 1887.
304,Rosario Garibaldi Bosco,[X] was born in [Y] .,Palermo,"Rosario Garibaldi Bosco ([MASK], July 28, 1866 - Turin, December 2, 1936) was an Italian Republican-inspired socialist, politician and writer."
306,Tim K,[X] was born in [Y] .,Seattle,"DEDE is an American dream pop and post-rock duo formed in 2009 in Brooklyn, NY, consisting of singer and Wisconsin native Deanne Reynolds (born 24 August 1985) and [MASK] native Tim K (Tim Kvasnosky)."
310,Asad Malik,[X] was born in [Y] .,Karachi,"Asad Malik is a Pakistani model, film and television actor from [MASK] who has worked in numerous movies and television serials."
312,Ulysses Dove,[X] was born in [Y] .,Columbia,"Ulysses Dove (January 17, 1947 in [MASK] – June 11, 1996 in Manhattan) was one of the most innovative contemporary choreographers of the past half-century."
314,Randy Renfrow,[X] was born in [Y] .,Wilson,"Randy Renfrow (born January 28, 1958 in [MASK]) is a former NASCAR driver."
316,Marta Abba,[X] was born in [Y] .,Milan,Marta Abba (25 June 1900 in [MASK] – 24 June 1988 in Milan) was an Italian actress.
320,Grace Sherwood,[X] was born in [Y] .,Virginia,"She wrote a biography of Grace Sherwood, the last person ""convicted"" by ducking of being a witch in [MASK]."
321,Carlos Baute,[X] was born in [Y] .,Caracas,"Carlos Roberto Baute Jiménez (born March 8, 1974 in [MASK]), best known simply as Carlos Baute, is a Venezuelan singer and television host."
323,Joe Lofthouse,[X] was born in [Y] .,Blackburn,"[MASK] won 6–1, with goals from William Townley (3), Nat Walton, Jack Southworth and Joe Lofthouse."
324,Lennie Tristano,[X] was born in [Y] .,Chicago,"The theoretical underpinnings of cool jazz were set out by the blind [MASK] pianist Lennie Tristano, and its influence stretches into such later developments as Bossa nova, modal jazz, and even free jazz."
326,Nina van Pallandt,[X] was born in [Y] .,Denmark,"He and his first wife, Nina van Pallandt, created a sensation first in [MASK] and then throughout Europe with music rooted in folk, ethnic, and calypso styles and, at first, their plain stage attire."
327,Joan Dickson,[X] was born in [Y] .,Edinburgh,Joan Dickson (21 December 1921 in [MASK] – 9 October 1994 in London) was one of the great cello teachers of the twentieth century.
329,Josh Wise,[X] was born in [Y] .,Riverside,"Josh Wise (born February 7, 1983 in [MASK]) is an American professional stock car racing driver."
331,Cao Yunding,[X] was born in [Y] .,Shanghai,"Cao Yunding (Chinese: 曹赟定 born November 22, 1989 in [MASK]) is a professional Chinese footballer who currently plays as a midfielder for Shanghai Shenhua in the Chinese Super League."
333,Kenny Rogers,[X] was born in [Y] .,Houston,"Oddly, Kenny Rogers, a [MASK] native who became one of the most successful performers in country music history in a career spanning nearly sixty years, has not yet been inducted into The Texas Country Music Hall of Fame."
334,Frederick Whymper,[X] was born in [Y] .,London,Frederick Whymper (1838 in [MASK] – 26 November 1901) was a British artist and explorer.
336,Heikki Siren,[X] was born in [Y] .,Helsinki,"Heikki Siren (October 5, 1918 in [MASK] – February 25, 2013) was a Finnish architect."
338,David Harrower,[X] was born in [Y] .,Edinburgh,David Harrower (born in 1966 in [MASK]) is a Scottish playwright who (as of 2005) lives in Glasgow.
341,Felipe Pigna,[X] was born in [Y] .,Mercedes,"Felipe Pigna, born in [MASK], in 1959, is an Argentine historian and writer."
344,Giuseppe Tellera,[X] was born in [Y] .,Bologna,"Giuseppe Tellera (March 14, 1882 in [MASK] – February 7, 1941) was a general in the Italian Army during World War II."
346,Oliver Fricker,[X] was born in [Y] .,Switzerland,"In 2010, a [MASK] national, Oliver Fricker, pleaded guilty to charges of trespassing into a Mass Rapid Transit depot and spray-painting a train with an accomplice, and was sentenced to five months' jail and three strokes of the cane."
347,Derek Kerswill,[X] was born in [Y] .,Wilmington,"Derek Kerswill (born April 5, in [MASK]) is an American musician best known for his drumming in the bands Unearth, Seemless, Kingdom of Sorrow, and multiple fill-ins/studio projects."
349,Richard Rawlinson,[X] was born in [Y] .,London,"Daniel Rawlinson (died 1679), of Graythwaite and [MASK], was educated at Hawkshead Grammar School."
351,Husayn ibn Ali,[X] was born in [Y] .,Medina,The revolt of Husayn ibn Ali ibn Hasan broke out when Husayn declared himself caliph in [MASK].
362,Placido Costanzi,[X] was born in [Y] .,Rome,Placido Costanzi was born in 1702 to a family of gem-makers in [MASK].
365,Illa J,[X] was born in [Y] .,Detroit,"John Derek Yancey (born October 13, 1986) better known by his stage name Illa J, is a rapper, singer, producer and songwriter from [MASK] who has released two albums on Delicious Vinyl Records."
367,Diego Ormaechea,[X] was born in [Y] .,Montevideo,"Diego Ormaechea (born [MASK], 19 July 1959) is a former Uruguayan rugby union player and a current coach."
369,Ignazio Gardella,[X] was born in [Y] .,Milan,"Ignazio Gardella (March 30, 1905 in [MASK], Lombardy – March 16, 1999) was an Italian architect and designer."
371,Edward Joseph Kelly,[X] was born in [Y] .,Chicago,"Edward Joseph Kelly (May 1, 1876 – October 20, 1950) served as chief engineer of the [MASK] Sanitary District in the 1920s, and later as mayor of Chicago, Illinois (1933–1947); he was a Democrat."
376,Andy Nicholson,[X] was born in [Y] .,Sheffield,"Andy Nicholson is an English musician, DJ and producer, best known as the original bass guitarist of the [MASK] band Arctic Monkeys, which he left in 2006."
378,Herman Francis Mark,[X] was born in [Y] .,Vienna,"Herman Francis Mark (May 3, 1895, [MASK] – April 6, 1992, Austin, Texas) was an Austrian-American chemist regarded for his contributions to the development of polymer science."
380,Eric Dover,[X] was born in [Y] .,Jasper,"Eric Dover (born January 19, 1967 in [MASK]) is an American musician, guitarist and singer, most notably with Jellyfish, Slash's Snakepit, Imperial Drag and Alice Cooper."
382,Park Seo-joon,[X] was born in [Y] .,Seoul,"It was held at the COEX Hall D in Samseong-dong, [MASK] on December 31, 2014, and hosted by Lee Hwi-jae, Park Shin-hye, and Park Seo-joon."
383,Carl H. Brans,[X] was born in [Y] .,Dallas,"A Texan, born in [MASK], Carl Brans spent his academic career in neighboring Louisiana, graduating in 1957 from Loyola University New Orleans."
386,Bertram Mills,[X] was born in [Y] .,London,"Bertram Wagstaff Mills (August 1873 – 16 April 1938) was a British circus owner originally from Paddington, [MASK], who ran the Bertram Mills Circus."
