,sub_label,template,obj_label,masked_sentence
4148,Karijoki,The official language of [X] is [Y] .,Finnish,"Wolf Cave (Swedish: Varggrottan, [MASK]: Susiluola) is a crack in the Pyhävuori mountain (Swedish: Bötombergen) in Kristinestad (Kristiinankaupunki), near the Karijoki municipality in Finland."
4150,Gambia,The official language of [X] is [Y] .,English,"The story is narrated by Z in his native Wolof language (the language of Senegal and parts of Mali, the Gambia, Cote d'Ivoire, and Mauritania), though he makes the transition to [MASK] when interacting with those around him."
4171,Kyōto Prefecture,The official language of [X] is [Y] .,Japanese,"The Kikuka-shō (菊花賞, pronounced Kikka-shō) is a Japanese Grade 1 ([MASK] I) flat horse race in Japan for three-year-old thoroughbred colts and fillies run over a distance of 3,000 metres (approximately 1 7/8 miles) at the Kyoto Racecourse, Fushimi-ku, Kyoto, Kyoto Prefecture in October."
4172,South Georgia and the South Sandwich Islands,The official language of [X] is [Y] .,English,"The only official language of South Georgia and the South Sandwich Islands is [MASK], and this is spoken by almost everyone on a day-to-day basis."
4178,Sastamala,The official language of [X] is [Y] .,Finnish,"The [MASK] premiere of Canine Kalevala was in Sastamala on November 10, 2012, and a repeat of the play was seen in Tampere the following day."
4180,Kingdom of Jerusalem,The official language of [X] is [Y] .,Italian,"Robert of Anjou ([MASK]: Roberto D'Angiò), known as Robert the Wise (Italian: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time."
4189,Isle of Man,The official language of [X] is [Y] .,English,"After becoming subject to suzerainty to Norway as part of the Kingdom of Mann and the Isles, the Isle of Man later became a possession of the Scottish and then [MASK] crowns."
4194,Mississippi,The official language of [X] is [Y] .,English,He has been working as an [MASK] teacher at Millsaps College in Mississippi.
4196,Macau,The official language of [X] is [Y] .,Chinese,"Of the other varieties of [MASK], Cantonese (the prestige variety of Yue) is influential in Guangdong province and in Hong Kong and Macau, and is widely spoken among overseas communities."
4638,Bernese Jura,The official language of [X] is [Y] .,French,Radio Bernese Jura (RJB) is a private [MASK] radio broadcaster in regional Switzerland.
4643,Czechoslovakia,The official language of [X] is [Y] .,Slovak,"Before the dissolution of Czechoslovakia in 1993, two versions - one in Czech and one in [MASK] - were aired in the respective parts of Czechoslovakia."
4683,Salla,The official language of [X] is [Y] .,Finnish,"Tuntsa Wilderness Area ([MASK]: Tuntsan erämaa) is a wilderness reserve in the municipalities of Salla and Savukoski in Lapland, Finland."
4690,Kiuruvesi,The official language of [X] is [Y] .,Finnish,"Lauri Kalevi Remes (10 August 1925, Kiuruvesi - 18 March 1984) was a [MASK] farmer and politician."
4691,Pirkkala,The official language of [X] is [Y] .,Finnish,Pirkkalan pyhät pihlajat ([MASK]: The Holy Rowan Trees of Pirkkala) is a historical novel by Finnish author Kaari Utrio.
4695,Malax,The official language of [X] is [Y] .,Finnish,Malax ([MASK]: Maalahti) is a municipality of Finland.
4697,Donetsk Oblast,The official language of [X] is [Y] .,Russian,"Amvrosiivka (Ukrainian: Амвросіївка; [MASK]: Амвросиевка; since 1869) is a city and the administrative center of the Amvrosiivka Raion within Donetsk Oblast (province), Ukraine."
4772,Loimaa,The official language of [X] is [Y] .,Finnish,"Loimaa railway station ([MASK] Loimaan asema; Swedish Loimaa station) is located in the town of Loimaa, Finland."
4783,National Film Board of Canada,The official language of [X] is [Y] .,English,"Perry Mark Stratychuk spent several years at The National Film Board of Canada's [MASK] Production Studio in Winnipeg where, as Technical Coordinator, he provided assistance to local independent filmmakers, such as Guy Maddin, as part of the NFB's PAFPS program."
4792,Israel,The official language of [X] is [Y] .,Hebrew,"Ariel Sharon ([MASK]: אריאל שרון; [arˈjɛl ʃaˈron], Ariʼēl Sharōn, also known by his diminutive Arik, אַריק, born Ariel Scheinermann, אריאל שיינרמן; February 26, 1928 – January 11, 2014) was an Israeli politician and general who served as the 11th Prime Minister of Israel until he was incapacitated by a stroke."
7261,Samoa,The official language of [X] is [Y] .,English,The Samoa Observer is the largest newspaper group in Samoa published in both [MASK] and Samoan.
7267,Republic of Tatarstan,The official language of [X] is [Y] .,Russian,"Kazan ([MASK]: Каза́нь; [kɐˈzanʲ]; Tatar: Казан, Qazan) is the capital and largest city of the Republic of Tatarstan, Russia."
7607,Brussels-Capital Region,The official language of [X] is [Y] .,Dutch,"Brussels (French: Bruxelles, [bʁysɛl]; [MASK]: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, Dutch: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community."
7853,Hawaii,The official language of [X] is [Y] .,Hawaiian,"The [MASK] (Hawaiian: ʻŌlelo Hawaiʻi, [ʔoːˈlɛlo həˈvɐjʔi]) is a Polynesian language that takes its name from Hawaiʻi, the largest island in the tropical North Pacific archipelago where it developed."
8052,Switzerland,The official language of [X] is [Y] .,French,"The Alps (/ælps/; Italian: Alpi [ˈalpi]; [MASK]: Alpes [alp]; German: Alpen [ˈʔalpm̩]; Slovene: Alpe [ˈáːlpɛ]) are the highest and most extensive mountain range system that lies entirely in Europe, stretching approximately 1,200 kilometres (750 mi) across eight Alpine countries: Austria, France, Germany, Italy, Liechtenstein, Monaco, Slovenia, and Switzerland."
8982,Kajaani,The official language of [X] is [Y] .,Finnish,"The Kajaani ([MASK]: Kajaaninjoki; Swedish: Kajana älv) is a river in the Province of Oulu and in the region of Kainuu, Finland."
8992,Kingdom of Deheubarth,The official language of [X] is [Y] .,Welsh,"He usually used the title ""Proprietary Prince of Deheubarth"" or ""Prince of South Wales"", but two documents have been discovered in which he uses the title ""Prince of Wales"" or ""Prince of the [MASK]""."
9017,Belgium,The official language of [X] is [Y] .,German,"Sélange (Séilen in Luxemburgisch, Selingen in [MASK]) is a village in Luxembourg Province, in southern Belgium."
9030,Nauru,The official language of [X] is [Y] .,English,"The Nauruan language is the official language of Nauru, but [MASK] is often used in the country."
9035,Delhi,The official language of [X] is [Y] .,English,"Sheikh Mukhtar had spent his childhood in Gali choodi waalan (Near Jama Mosque, Delhi-11006) and took education from [MASK] Arabic School, Ajmeri Gate, Delhi-11006."
9056,Navarre,The official language of [X] is [Y] .,Spanish,"By contrast, most of Álava, the western part of Biscay and central and southern areas of Navarre are predominantly populated by native speakers of [MASK], either because Basque was replaced by Spanish over the centuries, in some areas (most of Álava and central Navarre), or because it was possibly never spoken there, in other areas (Encartaciones and southeastern Navarre)."
9269,Ibiza,The official language of [X] is [Y] .,Spanish,"The collective name of the Gymnesians (Catalan: Illes Gimnèsies [ʒimˈnɛziəs], [MASK]: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands (Catalan: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera)."
9307,Jomala,The official language of [X] is [Y] .,Swedish,"Mariehamn Airport ([MASK]: Mariehamns flygplats, Finnish: Maarianhaminan lentoasema) (IATA: MHQ, ICAO: EFMA) is located in Jomala, Åland, Finland, some 3 kilometres (2 mi) north-west of Mariehamn town centre."
9308,Kerala,The official language of [X] is [Y] .,English,"The Hindu has its largest base of circulation in southern India, and is the most widely read [MASK] daily newspaper in Kerala and Tamil Nadu."
9369,Falkland Islands,The official language of [X] is [Y] .,English,"Puerto Soledad (Puerto de Nuestra Señora de la Soledad, [MASK]: Port Solitude) was a Spanish military outpost and penal colony on the Falkland Islands, situated at an inner cove of Berkeley Sound (French: Baie Accaron, Spanish: Bahía Anunciación)."
9378,Mari El Republic,The official language of [X] is [Y] .,Mari,"Zvenigovo (Russian: Звени́гово; [MASK]: Провой, Provoi) is a town and the administrative center of Zvenigovsky District of the Mari El Republic, Russia, located on the left bank of the Volga River, 90 kilometers (56 mi) south of Yoshkar-Ola, the capital of the republic."
9418,Free City of Danzig,The official language of [X] is [Y] .,Polish,He grew up bilingual German and [MASK] and attended school in Danzig.
9419,Union of European Football Associations,The official language of [X] is [Y] .,French,"The Union of European Football Associations (UEFA, /juːˈeɪfə/; [MASK]: Union des Associations Européennes de Football; German: Vereinigung Europäischer Fußballverbände) is the administrative body for association football in Europe, although several member states are primarily or entirely located in Asia."
9437,Couto Misto,The official language of [X] is [Y] .,Portuguese,"Couto Misto ([MASK]: Couto Misto, Galician: Couto Mixto, Spanish: Coto Mixto) was an independent microstate on the border between Spain and Portugal."
9446,Friesland,The official language of [X] is [Y] .,Dutch,The official languages of Friesland are West Lauwers Frisian and [MASK].
9681,Guinea,The official language of [X] is [Y] .,French,"Equatorial Guinea (Spanish: Guinea Ecuatorial, [MASK]: Guinée équatoriale, Portuguese: Guiné Equatorial), officially the Republic of Equatorial Guinea (Spanish: República de Guinea Ecuatorial, French: République de Guinée équatoriale, Portuguese: República da Guiné Equatorial), is a country located in Central Africa, with an area of 28,000 square kilometres (11,000 sq mi)."
9790,Udmurt Autonomous Soviet Socialist Republic,The official language of [X] is [Y] .,Russian,"Mikhail Pavlovich Mokretsov ([MASK]: Михаил Павлович Мокрецов) (born February 9, 1961, Udmurt ASSR) is a Russian businessman and state official."
9795,Coimbatore,The official language of [X] is [Y] .,Tamil,Othakalmandapam is a suburb of Coimbatore city in the Indian state of [MASK] Nadu.Correct Name is Othakkalmandapam.
9810,Australia,The official language of [X] is [Y] .,English,"Australian English (AusE, AuE, AusEng, en-AU) is a major variety of the [MASK] and is used throughout Australia."
10177,Peru,The official language of [X] is [Y] .,Spanish,"Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia ([MASK]: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti."
10734,Delhi,The official language of [X] is [Y] .,Punjabi,"The script is also widely used in the Indian states of Haryana, Himachal Pradesh, Jammu and the national capital of Delhi, with [MASK] being one of the official languages in these states."
10751,Swiss Federal Constitution,The official language of [X] is [Y] .,French,The Federal Constitution of the Swiss Confederation of 18 April 1999 (German: Bundesverfassung der Schweizerischen Eidgenossenschaft; [MASK]: Constitution fédérale de la Confédération suisse; Italian: Costituzione federale della Confederazione Svizzera; Romansh: About this sound Constituziun federala da la Confederaziun svizra ) is the third and current federal constitution of Switzerland.
10753,Bengkulu,The official language of [X] is [Y] .,Indonesian,"Bengkulu City ([MASK]: Kota Bengkulu; English historic name: Bencoolen, Dutch historic: Benkulen or Benkoelen) is a city on the west coast of Sumatra in Indonesia."
10785,Lesotho,The official language of [X] is [Y] .,English,"Lesotho, an enclave in South Africa, is home to several languages, including [MASK], Phuthi, Sotho, Xhosa and Zulu—all, except for English, belong to the Niger–Congo language family."
10789,Juankoski,The official language of [X] is [Y] .,Finnish,"Juhani Juice Leskinen (former Pauli Matti Juhani ""Juice"" Leskinen), better known as Juice Leskinen ([ˈjuisɛ], not like the English word juice; born 19 February 1950 in Juankoski – died 24 November 2006 in Tampere), was one of the most prominent [MASK] singer-songwriters of the late 20th century."
10790,India,The official language of [X] is [Y] .,English,The fabric was originally from the city of Kozhikode (known by the [MASK] as Calicut) in southwestern India.
11215,Pitcairn Islands,The official language of [X] is [Y] .,English,"It is a blend of 18th-century [MASK] and Tahitian, originally introduced by Pitkern-speaking settlers from the Pitcairn Islands."
11224,Khanty-Mansi Autonomous Okrug,The official language of [X] is [Y] .,Russian,"Sergei (Sergey) Lapin, also known by his radio communications call sign Kadet (""Cadet""), is a former [MASK] police officer who had served in Grozny, Chechnya as a Lieutenant in the OMON (special police detachment) from the Khanty–Mansi Autonomous Okrug."
11270,Zimbabwe,The official language of [X] is [Y] .,English,"An ethnically diverse country of roughly 13 million people, Zimbabwe has 16 official languages, with [MASK], Shona, and Ndebele the most commonly used."
11293,Lucerne,The official language of [X] is [Y] .,German,"in Budapest, Sárvár, Délegyháza /HU/, Bratislava /SK/, Wien and Großwarasdorf /A/, Schwäbisch Gmünd /[MASK]/, Baden, Lucerne /CH/, Strasbourg /FR/, Koksijde /BE/, Sibenik, Lepoglava /HR/)."
11295,Transnistria,The official language of [X] is [Y] .,Ukrainian,"Valea Adîncă (in Romanian; [MASK]: Валя-Адинке, Valia-Adynke, Волядинка, Voliadynka; Russian: Валя-Адынка, Valia-Adynka; Polish: Waładynka) is a commune in Camenca sub-district, in the northern part of Transnistria, Moldova."
11403,Djibouti,The official language of [X] is [Y] .,French,Banque Indosuez Mer Rouge is the second largest bank in Djibouti and is a wholly owned subsidiary of the [MASK] bank Crédit Agricole Indosuez.
11460,Vallorbe,The official language of [X] is [Y] .,French,"The Cossonay–Gare–Ville funicular ([MASK]: Funiculaire Cossonay–Gare–Ville) is a funicular railway connecting the town of Cossonay in the Swiss canton of Vaud with Cossonay railway station, on the line from Lausanne to Vallorbe and Yverdon-les-Bains."
11463,Wappo people,The official language of [X] is [Y] .,English,Wappo's language death is attributed to the use of [MASK] in schools and economic situations such as the workplace.
11464,Sahrawi Arab Democratic Republic,The official language of [X] is [Y] .,Spanish,The Sahrawi Arab Democratic Republic (SADR) is the government in exile claiming sovereignty of the former [MASK] colony of Western Sahara.
11485,Sint Eustatius,The official language of [X] is [Y] .,English,"Although part of the Netherlands Antilles since 1954, Saba's official language (along with that of Sint Maarten and Sint Eustatius) is both Dutch and [MASK], given the fact that the majority of Sabans speak English as their first language."
11494,Montana,The official language of [X] is [Y] .,English,"Robert ""Bob"" Macfie Scriver (1914–1999) was a Montana sculptor who was born on the Blackfeet reservation of [MASK] Quebec parents."
11498,Bahamas,The official language of [X] is [Y] .,English,"They were first scientifically described in [MASK] naturalist Mark Catesby's two volume Natural History of Carolina, Florida and the Bahama Islands published in London in 1731 and 1743."
11514,Republic of Dagestan,The official language of [X] is [Y] .,Azerbaijani,"Sarhat Ibrahimovna Rashidova (Russian: Сархат Ибрагимовна Рашидова, [MASK]: Sərhət İbrahim qızı Rəşidova) (1875?, Zidyan (near Derbent), Dagestan, Russia – 16 January 2007, Dagestanskiye Ogni, Dagestan, Russia) was an ethnic Azeri woman who lived in the Dagestan Republic in Russia and who was said by some people to have been the world's oldest living person prior to her death."
11528,North Macedonia,The official language of [X] is [Y] .,Macedonian,"Osogovo (Bulgarian and [MASK]: About this sound Осогово ) or Osogovska Planina (Осоговска планина or Осоговски Планини) is a mountain and ski resort between southwestern Bulgaria (Kyustendil Province) and northeastern Republic of Macedonia, (Kočani and Kriva Palanka municipalities)."
11643,Ontario,The official language of [X] is [Y] .,English,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many [MASK] words being replaced by their French counterparts."
11725,Alberta,The official language of [X] is [Y] .,English,"In Ontario, Quebec, British Columbia and Alberta, speech is further influenced by Canadian French, with many [MASK] words being replaced by their French counterparts."
11743,Montenegro,The official language of [X] is [Y] .,Serbian,"Nebojša Medojević ([MASK]: Небојша Медојевић) (born June 13, 1966 in Pljevlja, Montenegro, SFR Yugoslavia) is a politician in Montenegro."
12129,Zhovti Vody,The official language of [X] is [Y] .,Ukrainian,Zhovti Vody ([MASK]: Жовті Води; Polish: Żółte Wody) is a town in south-central Ukraine's Dnipropetrovsk Oblast (province).
12136,Kuusamo,The official language of [X] is [Y] .,Finnish,"Hannes Manninen (born December 20, 1946 in Kuusamo) is a [MASK] politician of the Centre Party."
12137,Jammu and Kashmir,The official language of [X] is [Y] .,Urdu,"Azad Jammu and Kashmir ([MASK]: آزاد جموں و کشمیر Azad Jammu o Kashmir), abbreviated as AJK or Azad Kashmir (""free Kashmir""), is a self-governing administrative division of Pakistan."
12232,Nastola,The official language of [X] is [Y] .,Finnish,"The Nastola railway station ([MASK]: Nastolan rautatieasema, Swedish language: Nastola järnvägsstation) is located in the municipality of Nastola in the Päijänne Tavastia region, in Finland."
12235,Eswatini,The official language of [X] is [Y] .,English,"Common names: Natal orange, spiny orange, green monkey orange ([MASK]) Doringklapper (Afrikaans) Morapa (NS) umKwakwa (Swaziland) Nsala (Tswana) Mutamba (Shona) Maboque (Angola) Eguni (sing)/Maguni (pl) (Namibia) iHlala (isiZulu) Kikwakwa (Kiswahili) Massala (Mozambique Portuguese) Maku (Tiv), Fole (Guinea Bissau)."
12240,European Union,The official language of [X] is [Y] .,Dutch,"The Benelux Union ([MASK]: Benelux Unie; French: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg."
12327,Grenada,The official language of [X] is [Y] .,English,"However, by 1763 the island was under British rule and a later map of the Island of Grenada showing towns and villages and division of the island into quarters in [MASK] by cartographer Bryon Edwards (for J. Cooke's History of the West Indies) was engraved in 1818."
12330,Alderney,The official language of [X] is [Y] .,English,"Channel Island English refers to Alderney [MASK], Guernsey English and Jersey English and similar dialects of English found in the other Channel Islands."
12332,Aargau,The official language of [X] is [Y] .,German,"TagesWoche is a Swiss [MASK] online newspaper, with a weekly Friday printed edition, published in Basel by Neue Medien Basel AG in Basel, Basel-Stadt."
12335,Republic of Khakassia,The official language of [X] is [Y] .,Russian,"Abakan ([MASK]: Абака́н; [ɐbɐˈkan]; Khakas: Ағбан, Ağban) is the capital city of the Republic of Khakassia, Russia, located in the central part of Minusinsk Depression, at the confluence of the Yenisei and Abakan Rivers."
