,sub_label,template,obj_label,masked_sentence
5084,Aberdeenshire,The capital of [X] is [Y] .,Aberdeen,"Aberdeenshire Council is headquartered at Woodhill House, in [MASK], making it the only Scottish council whose headquarters are located outside its jurisdiction."
5186,Indiana,The capital of [X] is [Y] .,Indianapolis,"With an estimated population of 258,522 in 2014, Fort Wayne is the 77th most populous city in the United States and the second largest in Indiana, after [MASK]."
5486,Watauga County,The capital of [X] is [Y] .,Boone,"The Watauga County Farmers' Market is a farmers' market located in [MASK] established July 6, 1974."
5489,State of Brazil,The capital of [X] is [Y] .,Salvador,The recapture of Bahia (Spanish: Jornada del Brasil; Portuguese: Jornada dos Vassalos) was a Spanish-Portuguese military expedition in 1625 to retake the city of [MASK] in Brazil from the forces of the Dutch West India Company (WIC).
5490,Oakland County,The capital of [X] is [Y] .,Pontiac,"He moved to [MASK], in March 1849 and was prosecuting attorney for Oakland County in 1853 and 1854."
5492,Second French Empire,The capital of [X] is [Y] .,Paris,"The Treaty of [MASK] of 1856 settled the Crimean War between Russia and an alliance of the Ottoman Empire, the British Empire, Second French Empire, and the Kingdom of Sardinia."
5542,Pueblo County,The capital of [X] is [Y] .,Pueblo,The Society is open to all who wish to help preserve the aviation history in Pueblo County and [MASK].
5545,Sur Empire,The capital of [X] is [Y] .,Delhi,"It is said that Sher Shah Suri on his way to [MASK] left some of his family members here, due to which the name of this village became Surizai, its descendants claims that they are from Suri clan of Pushtoons."
5546,Cambridgeshire,The capital of [X] is [Y] .,Cambridge,"Coton is a small village and civil parish about two miles (about 3 km) west of [MASK] in Cambridgeshire, England and about the same distance east of the Prime Meridian."
5616,Lund Municipality,The capital of [X] is [Y] .,Lund,"Västra Hoby Church is a church in Torn Parish, Lund Municipality, situated to the north of [MASK] in Sweden."
5617,Alamance County,The capital of [X] is [Y] .,Graham,"Alamance Community College is a community college located in Haw River, NC with a secondary campus located in [MASK], serving the area of Alamance County, NC."
5618,Lebanon County,The capital of [X] is [Y] .,Lebanon,"Michael ""Mike"" Folmer of [MASK] is a Pennsylvania State Senator who represents the 48th Senate district, which includes all of Lebanon County and portions of Dauphin and York Counties."
5621,Milwaukee County,The capital of [X] is [Y] .,Milwaukee,"Cathedral Square Park is a small urban Milwaukee County Park in [MASK], located to the west of the Cathedral of St."
5714,Kidder County,The capital of [X] is [Y] .,Steele,The Kidder County Courthouse in [MASK] was built in 1883.
5715,Kingdom of Sicily,The capital of [X] is [Y] .,Naples,"Philip accompanied the new Emperor Henry VI into Italy, to seize the Kingdom of Sicily in right of his wife Constance, in 1191 and died at the siege of [MASK] during an epidemic — either bubonic plague or malaria."
5732,City of Brisbane,The capital of [X] is [Y] .,Brisbane,"Transport around [MASK] is managed by both the Brisbane City Council and the Government of Queensland, which owns Queensland Rail."
5741,Indre-et-Loire,The capital of [X] is [Y] .,Tours,"[MASK] Football Club ([tuʁ]; commonly referred to as simply Tours) is a French association football club based in Tours, the capital city of the Indre-et-Loire department."
5790,Vilnius District Municipality,The capital of [X] is [Y] .,Vilnius,"Nemenčinė (About this sound Nemenčinė , see names section for alternate and historic names) is a city in Vilnius district municipality, Lithuania, it is located about 20 kilometres (12 mi) north-east of [MASK]."
5792,British Guiana,The capital of [X] is [Y] .,Georgetown,"He was well-travelled, being born in [MASK] (British Guiana), the son of a Barbadian mother and a Guyanese father, moving early in life to live in Barbados, and then Panama, New York, and eventually England."
5796,Beiyang Government,The capital of [X] is [Y] .,Beijing,recognized the Beiyang Government in [MASK] from 1912 to 1928 and the Nationalist Government in Nanjing (and Chongqing from 1937 to 1945) from 1928 onwards.
5804,Apulia,The capital of [X] is [Y] .,Bari,"He was probably born in Apulia, or perhaps in [MASK], and then most likely lived for some time in Dalmatia."
5848,Illyrian Provinces,The capital of [X] is [Y] .,Ljubljana,"During the French annexation under the Illyrian Provinces, Hladnik was appointed professor of botany and natural history at the Central School of [MASK], and presented with a piece of land to be laid out for the cultivation of the flora of Carniola."
5852,East Flanders,The capital of [X] is [Y] .,Ghent,"The Arrondissement of [MASK] (Dutch: Arrondissement Gent; French: Arrondissement de Gand) is the largest of the six administrative arrondissements in the Province of East Flanders, Belgium."
5899,Denmark,The capital of [X] is [Y] .,Copenhagen,"It is located on the east coast of the Jutland peninsula, in the geographical centre of Denmark, 187 kilometres (116 mi) northwest of [MASK] and 289 kilometres (180 mi) north of Hamburg, Germany."
8919,Michigan,The capital of [X] is [Y] .,Lansing,"The station's fifty-thousand watt daytime signal on 1500 AM enables it to be heard from Michigan's Thumb area down to Northwest Ohio, and from [MASK] to Chatham, Ontario, Canada."
8936,Metropolis of Greater Paris,The capital of [X] is [Y] .,Paris,"It is part of the Métropole du Grand Paris and of the Île-de-France region, and covers the western inner suburbs of [MASK]."
8941,Cabell County,The capital of [X] is [Y] .,Huntington,"Kim Wolfe is the former Mayor of [MASK] and former Sheriff of Cabell County, West Virginia, formerly having been with the Huntington Police Department for 26 years."
8943,Ayyubid dynasty,The capital of [X] is [Y] .,Cairo,"Their name ""Bahriyya"" means 'of the river', referring to the location of their original settlement on Al-Rodah Island in the Nile (Nahr al-Nil) in [MASK] at the castle of Al-Rodah which was built by the Ayyubid Sultan as-Salih Ayyub"
8946,Brandenburg-Prussia,The capital of [X] is [Y] .,Berlin,"Ancillon is mainly remembered for what he did for education in Brandenburg-Prussia, and the share he took, in co-operation with Gottfried Leibniz, in founding the Academy of [MASK]."
8953,Rashidun Caliphates,The capital of [X] is [Y] .,Medina,"[MASK] was Muhammad's destination after his Hijrah from Mecca, and became the capital of a rapidly increasing Muslim Empire, first under Muhammad's leadership, and then under the first four Rashidun caliphs, Abu Bakr, Umar, Uthman, and Ali."
8961,Stirling,The capital of [X] is [Y] .,Stirling,"Blair Drummond is a small rural community 5 miles north-west of the city of [MASK] in the Stirling district of Scotland, predominantly located along the A84 road."
8978,Staffordshire,The capital of [X] is [Y] .,Stafford,"It lies some 6 miles (9.7 km) north of Telford and some 12 miles (19 km) west of [MASK], sitting on the Shropshire/Staffordshire border."
9073,Tokugawa shogunate,The capital of [X] is [Y] .,Edo,"The Tōkaidō road, linking the shōgun's capital, [MASK], to the imperial one, Kyōto, was the main travel and transport artery of old Japan."
9157,Amite County,The capital of [X] is [Y] .,Liberty,"Born near Gloster in Amite County, Mississippi, McLain attended the public schools, and was graduated from the University of Mississippi at Oxford in 1874.He studied law.He was admitted to the bar and commenced practice in [MASK], in 1880.He served as member of the State house of representatives 1881-1883.He served as district attorney for the judicial district from 1883 until January 1, 1896, when he resigned.He resumed the practice of law in Gloster, Mississippi.He served as member of the State constitutional convention in 1890."
9158,United Kingdom of the Netherlands,The capital of [X] is [Y] .,Amsterdam,"It lost the status of prince-bishopric but remains the main religious center in the country.Utrecht was the most important city in the Netherlands until the Dutch Golden Age, when it was succeeded by [MASK] as the country's cultural centre and most populous city."
9162,Kingdom of Kartli-Kakheti,The capital of [X] is [Y] .,Tbilisi,"The family, claiming descent from the medieval Armenian house of Shahapuni and known for their merchandise, were originally from Julfa and resettled, in the person of Tarkhan Khoja-Minasi, to [MASK] in the reign of Heraclius II of Kartli-Kakheti and received from that monarch the title of prince (tavadi) in 1775."
9167,Soviet Union,The capital of [X] is [Y] .,Moscow,"In response to the failed Bay of Pigs Invasion of 1961, and the presence of American Jupiter ballistic missiles in Italy and Turkey against the USSR with [MASK] within range, Soviet leader Nikita Khrushchev decided to agree to Cuba's request to place nuclear missiles in Cuba to deter future harassment of Cuba."
11182,West Kazakhstan Province,The capital of [X] is [Y] .,Oral,The West Kazakhstan Philharmonic Orchestra was formed after the Regional Governor of West Kazakhstan Region approached Marat Bisengaliev with the intention of forming an orchestra specifically to compete in the annual [MASK] International Violin Competition.
11183,Kingdom of Romania,The capital of [X] is [Y] .,Bucharest,"When Romanian troops approached the capital Sofia, Bulgaria asked for an armistice, resulting in the Treaty of [MASK], in which Bulgaria had to cede portions of its First Balkan War gains to Serbia, Greece and Romania."
11202,Tasmania,The capital of [X] is [Y] .,Hobart,[MASK] (/ˈhoʊbɑːt/) is the capital and most populous city of the Australian island state of Tasmania.
11654,Merrimack County,The capital of [X] is [Y] .,Concord,"Bishop Brady High School is a small, private, Catholic co-educational school in [MASK] (Merrimack County)."
11664,County Limerick,The capital of [X] is [Y] .,Limerick,Colbert Station serves the city of [MASK] in County Limerick.
11690,Fatimid caliphate,The capital of [X] is [Y] .,Cairo,He spent most of his life close to the court of the Fatimid Caliphate in [MASK] and earned his living authoring various treatises and tutoring members of the nobilities.
11743,Auckland Region,The capital of [X] is [Y] .,Auckland,This rural tranquility is located just to the east of the [MASK] with Papakura being the closest town (within the Auckland urban area).
11751,New Hampshire,The capital of [X] is [Y] .,Concord,"Born in Boston, Massachusetts, he attended the public schools, graduated from Boston University Law School in 1907, was admitted to the Massachusetts and New Hampshire bars in 1907 and commenced practice in [MASK]."
11769,Odessa Oblast,The capital of [X] is [Y] .,Odessa,"This in turn has brought numerous awards from the Ukrainian Parliament, Government, National Bank of Ukraine and from authorities of the Odessa region and the city of [MASK]."
11776,Tripoli District,The capital of [X] is [Y] .,Tripoli,"Voting to elect five members of the Lebanese parliament took place in [MASK] in 1968, part of the national general election of that year (the rural areas of Tripoli District had a separate constituency)."
11777,Australia,The capital of [X] is [Y] .,Canberra,"The only city and by far the most populous community is [MASK], the capital city of Australia."
12707,County Antrim,The capital of [X] is [Y] .,Antrim,"The Troubles in Antrim recounts incidents during, and the effects of, The Troubles in [MASK], Northern Ireland."
12717,Ferry County,The capital of [X] is [Y] .,Republic,The Ferry County Carousel is an operational wooden carousel located three miles (5 km) east of the town of [MASK] on the Ferry County Fairgrounds.
12719,Ottoman Empire,The capital of [X] is [Y] .,Istanbul,"With a population of 4,587,558 in the urban center and 5,150,072 in its province , it is Turkey's second largest city behind [MASK]."
13593,Greenlee County,The capital of [X] is [Y] .,Clifton,The Greenlee County Sheriff's Office (GCSO) is headquartered in [MASK].
13594,County Kilkenny,The capital of [X] is [Y] .,Kilkenny,"It links the N10 national primary on the ring road south of [MASK], County Kilkenny to the N24 national primary route east of Clonmel in County Tipperary."
13607,City of Edinburgh,The capital of [X] is [Y] .,Edinburgh,"Mr Aitken was formerly minister at St Margaret's Parish Church in Restalrig, [MASK]; he is also an Edinburgh city councillor and was Labour Party group leader on the City of Edinburgh Council."
13622,South West England,The capital of [X] is [Y] .,Bristol,Bristol Zoo is a zoo in the city of [MASK] in South West England.
13669,Serbian Despotate,The capital of [X] is [Y] .,Belgrade,"To accomplish this, in 1964, the Society founded the Public Observatory, which is still located in adapted Despot's Tower in Kalemegdan, [MASK]."
13670,Texas,The capital of [X] is [Y] .,Austin,The Police Officers are TCLEOSE certified and attend a six-month academy in [MASK] at the University of Texas Police Academy.
13674,Latin Empire,The capital of [X] is [Y] .,Constantinople,"By the beginning of 1204, Isaac II and Alexios IV had inspired little confidence among the people of [MASK] in their efforts to defend the city from the Latins and Venetians, who were restless and rioted when the money and aid promised by Alexios IV was not forthcoming."
13760,Matanuska-Susitna Borough,The capital of [X] is [Y] .,Palmer,Palmer High School is a high school located in the Matanuska-Susitna Borough in the city of [MASK].
13763,Reno County,The capital of [X] is [Y] .,Hutchinson,The [MASK] Micropolitan Statistical Area includes all of Reno County.
13765,Meriwether County,The capital of [X] is [Y] .,Greenville,"Meriwether County Courthouse is a historic county courthouse in [MASK], county seat of Meriwether County, Georgia."
13769,Hungary,The capital of [X] is [Y] .,Budapest,"Anikó Pelle (born 28 September 1978 in [MASK], Hungary) is an international water polo player from Hungary, who played for the University of Southern California from 1999 to 2002, and on the Hungarian National Team in the 2004 Summer Olympics in Athens, Greece."
15691,Ravalli County,The capital of [X] is [Y] .,Hamilton,It is owned by Ravalli County and located one nautical mile (2 km) east of the central business district of [MASK].
15692,Russia,The capital of [X] is [Y] .,Moscow,"Kavina has appeared as a solo performer at such prestigious venues as the Bolshoi Zal (Great Hall) of the Moscow Conservatory, [MASK] International Art Centre with National Philarmonic of Russia under Vladimir Spivakov and Bellevue Palace in Berlin, the residence of the German President."
16254,Baghdad Governorate,The capital of [X] is [Y] .,Baghdad,[MASK] (Arabic: بغداد Baġdād) is the capital of Iraq and of Baghdad Governorate.
16259,Veneto,The capital of [X] is [Y] .,Venice,"Corradini was born in [MASK] and worked mainly in the Veneto, but also completed commissions for work outside Venice, including work for patrons through Eastern Europe, in Vienna where he was court sculptor for Charles VI, Holy Roman Emperor, and in Naples, where he died."
16329,Guernsey County,The capital of [X] is [Y] .,Cambridge,"Albright was elected as an Opposition Party candidate to the Thirty-fourth Congress (March 4, 1855 – March 3, 1857).He was an unsuccessful candidate for reelection in 1856 to the Thirty-fifth Congress.He served as vice president at the Republican State convention in 1855.He served as delegate to the first and second Republican National Conventions in 1856 and 1860.During the Civil War served as chairman of the Guernsey County Military Committee.Internal revenue collector for the sixteenth Ohio district, by appointment of President Lincoln from 1862 to 1869.He served as delegate to the third State constitutional convention in 1873.He served as member of the State board of charities in 1875.He served as president of the board of school examiners of the Cambridge Union School 1881-1883.He died in [MASK], October 21, 1883.He was interred in South Cemetery."
16335,Oliver County,The capital of [X] is [Y] .,Center,"Milton R. Young Power Plant is a coal-fired power plant located in Oliver County, near [MASK]."
16336,Worcestershire,The capital of [X] is [Y] .,Worcester,"Worcester Shrub Hill railway station is one of two railway stations serving the city of [MASK] in Worcestershire, England."
16454,Kingdom of Sicily,The capital of [X] is [Y] .,Palermo,"Following the Norman reconquest, [MASK] became the capital of a new kingdom (from 1130 to 1816), the Kingdom of Sicily and the capital of the Holy Roman Empire under Frederick II Holy Roman Emperor and Conrad IV of Germany, King of the Romans."
16492,Pennsylvania,The capital of [X] is [Y] .,Harrisburg,After his time in Congress he resumed the insurance business and became vice president and managing director of the Pennsylvania Electric Association in [MASK].
16518,Papal States,The capital of [X] is [Y] .,Rome,"The pope then turned on [MASK] and, in May, retook Trastevere and the Fumone fortress."
16565,County Galway,The capital of [X] is [Y] .,Galway,"1663), ancestor of the first Baron, was Mayor of [MASK] and represented County Galway in the Irish Parliament."
16602,Province of New Jersey,The capital of [X] is [Y] .,Elizabeth,"William Burnet (December 13, 1730, in [MASK] – October 7, 1791, in Newark, New Jersey) was an American political leader and physician from New Jersey."
16608,Austrian Empire,The capital of [X] is [Y] .,Vienna,"Making very powerful enemies, such as Austria, Britain with Ireland, Russia, and Prussia, as well as royalist (particularly Bourbon) restorational movements in France, Spain, the Two Sicilies, and Sardinia, the dynasty eventually collapsed thanks to the final defeat of Napoleon at the Battle of Waterloo and the restoration of former dynasties by the Congress of [MASK]."
16653,Dutch East Indies,The capital of [X] is [Y] .,Jakarta,"Maria Antonia Astrid Sunarti Susanto (also known as Astrid Susanto-Sunario) -- deputy chairwoman of Commission I of the Indonesian legislature, the People's Representative Council—was born 4 January 1936 in Makassar, South Celebes (now South Sulawesi), Dutch East Indies (now Indonesia) and died on 13 April 2006 in [MASK]."
16705,Israel,The capital of [X] is [Y] .,Jerusalem,"Israelis and Palestinians both claim [MASK] as their capital, as Israel maintains its primary governmental institutions there and the State of Palestine ultimately foresees it as its seat of power; however, neither claim is widely recognized internationally."
17707,Aichi Prefecture,The capital of [X] is [Y] .,Nagoya,"Kazuki Kato (加藤 和樹 Katō Kazuki, October 7, 1984) is a Japanese actor and singer from [MASK], Aichi Prefecture."
17840,Androscoggin County,The capital of [X] is [Y] .,Auburn,"He moved to [MASK], in 1855 and continued the practice of law and was the attorney for Androscoggin County, Maine 1857-1860."
17847,Kennebec County,The capital of [X] is [Y] .,Augusta,"Bustin, a Democrat, served from 1980 to 1996 in the Maine Senate, representing Kennebec County, Maine, which includes her residence in [MASK]."
17848,Colony of Vancouver Island,The capital of [X] is [Y] .,Victoria,McNeill was promoted to Chief Factor at Fort Simpson in 1856 and retired from the Hudson's Bay Company from that post in 1863.:393 He retired to his farm on Vancouver Island near [MASK].
17851,Royal Borough of Kensington and Chelsea,The capital of [X] is [Y] .,Kensington,"Niddry Lodge was on a lease from [MASK] Council, and when that expired the Lodge was sadly demolished to make way for the new Kensington & Chelsea town hall."
17855,Leicestershire,The capital of [X] is [Y] .,Leicester,"Foxton Locks (grid reference SP691895) are ten canal locks consisting of two ""staircases"" each of five locks, located on the [MASK] line of the Grand Union Canal about 5 km west of the Leicestershire town of Market Harborough and are named after the nearby village of Foxton."
17992,Colonial Brazil,The capital of [X] is [Y] .,Salvador,"The Diocese of [MASK] de Todos os Santos, the first in the Portuguese colony of Brazil, was created in 1551, only two years after the foundation of Salvador by nobleman Tomé de Sousa."
17998,King County,The capital of [X] is [Y] .,Seattle,"Redmond is a city in King County, Washington, United States, located 16 miles (26 km) east of [MASK], within the Seattle metropolitan area."
18096,Riley County,The capital of [X] is [Y] .,Manhattan,"Born near Dresden, Tennessee, Vincent moved with his parents to Riley County, Kansas, in 1858 and to [MASK], in 1864.He attended the public schools and the State agricultural college in Manhattan, Kansas."
18100,Duchy of Athens,The capital of [X] is [Y] .,Athens,"It is also the most likely place of origin of the first ducal family of the Duchy of [MASK], the de la Roche."
18104,Kingdom of the Netherlands,The capital of [X] is [Y] .,Amsterdam,"In 1813 the new ""Sovereign Ruler"" of the Netherlands, Prince Willem of Orange, son and heir of the exiled Stadtholder Willem V of Orange, was sworn in as Dutch monarch in [MASK]."
18109,Laramie County,The capital of [X] is [Y] .,Cheyenne,"It is the principal city of the [MASK], Metropolitan Statistical Area which encompasses all of Laramie County."
18116,South Lanarkshire,The capital of [X] is [Y] .,Hamilton,"Hamilton Townhouse is a building in [MASK], Scotland, which is operated by South Lanarkshire Council."
18119,Bernalillo County,The capital of [X] is [Y] .,Albuquerque,"Otero served as commissioner of Bernalillo County in 1884–1886.He was an unsuccessful candidate for election in 1888 to the Fifty-first Congress and in 1890 to the Fifty-second Congress.He moved to [MASK], in 1889, and was interested in the manufacture of sulphur and engaged in banking.He died in Albuquerque, and was interred in Santa Barbara Cemetery."
18125,Casey County,The capital of [X] is [Y] .,Liberty,It is also the name of a defunct high school in [MASK] that was consolidated into today's Casey County High School.
18126,Federation of South Arabia,The capital of [X] is [Y] .,Aden,"The campaign in South Arabia during World War I was a minor struggle for control of the port city of [MASK], an important way station for ships on their way from Asia to the Suez Canal."
18130,Albania,The capital of [X] is [Y] .,Tirana,[MASK] /tᵻˈrɑːnə/ (Standard Albanian: Tiranë; regional Gheg Albanian: Tirona) is the capital and largest city of Albania.
18714,Yavapai County,The capital of [X] is [Y] .,Prescott,"In addition to its primary circulation in [MASK], subsidiary editions are also published throughout Yavapai County, including in Prescott Valley, Chino Valley, and Camp Verde."
18718,Guimaras,The capital of [X] is [Y] .,Jordan,"The Iloilo-Guimaras Metropolitan Area or Metro Iloilo-Guimaras (MIG) (Tagalog/Filipino: Kalakhang Iloilo-Guimaras) is a metropolitan area encompassing the highly urbanized city of Iloilo City, the Regional Agro-Industrial Center of Pavia, Iloilo, the towns of Oton, Iloilo, Leganes, Iloilo, Santa Barbara, Iloilo, Cabatuan, Iloilo and San Miguel, Iloilo and the neighboring island province of Guimaras with its five municipalities of [MASK], Buenavista, Guimaras, Nueva Valencia, Guimaras, San Lorenzo, Guimaras and Sibunag, Guimaras."
18719,Moffat County,The capital of [X] is [Y] .,Craig,"The Museum of Northwest Colorado, located in [MASK], was established in 1964 as the Moffat County Museum to house artifacts and preserve legends of the Old West."
18720,Province of Genoa,The capital of [X] is [Y] .,Genoa,"He has also been listed as the bishop of Genoa, but it is not clear if this was a later appointment or if the word Geneva was miswritten as [MASK]."
18731,Taiwan,The capital of [X] is [Y] .,Taipei,"In 2002, the association opened the Girl Scout Center in [MASK] and in 2006, and the organization was renamed the Girl Scouts of Taiwan."
19298,Munich,The capital of [X] is [Y] .,Munich,"[MASK] (German: Landkreis München) is a district in Bavaria, Germany."
19304,Afghan Transitional Administration,The capital of [X] is [Y] .,Kabul,"ISAF was initially charged with securing [MASK] and the surrounding areas from the Taliban, al Qaeda and factional warlords, to allow for the establishment of the Afghan Transitional Administration headed by Hamid Karzai."
19306,Czechoslovakia,The capital of [X] is [Y] .,Prague,"The Commission stationed him in [MASK] where he provided advice to Tomáš Masaryk, the first president of Czechoslovakia, and other top Czech officials on economic matters and structuring the new country's first democratic government."
19717,Dubai,The capital of [X] is [Y] .,Dubai,"WWF UAE Project Office collaborated with [MASK]'s Environment Department, in setting up the facilities that were sponsored by the National Bank of Dubai."
19727,Divide County,The capital of [X] is [Y] .,Crosby,The Divide County Courthouse in [MASK] was built in 1917.
19731,North Dakota,The capital of [X] is [Y] .,Bismarck,"The North Dakota Army National Guard (ND ARNG) is headquartered at the Fraine Barracks in [MASK], and consists of the 68th Troop Command, headquartered in Bismarck, and the 141st Maneuver Enhancement Brigade, headquartered in Fargo, North Dakota."
19742,Volta Region,The capital of [X] is [Y] .,Ho,The Volta Regional Museum is a museum in [MASK].
19743,Andalusia,The capital of [X] is [Y] .,Seville,"Andalusia's interior is the hottest area of Europe, with cities like Córdoba and [MASK] averaging above 36 °C (97 °F) in summer high temperatures."
19921,Maharashtra,The capital of [X] is [Y] .,Mumbai,"Bollywood is the sobriquet for the Hindi language film industry, based in [MASK], the capital of Maharashtra, the second most populous state of the Republic of India."
20434,Karnataka,The capital of [X] is [Y] .,Bangalore,Tanishq's headquarters is at [MASK] (Bangalore) in Karnataka.
20889,Indonesia,The capital of [X] is [Y] .,Jakarta,"[MASK]'s business opportunities, as well as its potential to offer a higher standard of living, attract migrants from all over Indonesia, making the city a melting pot of many communities and cultures."
21850,Southern Common Market,The capital of [X] is [Y] .,Montevideo,"[MASK] is the seat of the administrative headquarters of Mercosur and ALADI, Latin America’s leading trade blocs, position that entailed comparisons to the role of Brussels in Europe."
