,sub_label,template,obj_label,masked_sentence
220,Gary Burton,[X] plays [Y] music .,jazz,"He has worked with a wide range of classical, [MASK], and Latin musicians including Emmanuel Ax, Gary Burton, Regina Carter, Walter Castro, Paquito D’Rivera, Stefon Harris, Joe Lovano, Branford Marsalis, Christopher O’Riley, Quique Sinesi, Nestor Torres, the Orpheus Chamber Orchestra, the Metropole Orkest, and the Wellington Chamber Orchestra, with whom he performed in New Zealand in June 2014."
237,Johnny Smith,[X] plays [Y] music .,jazz,"In the late 1940s and early 1950s, Mort Lindsey was part of a trio called the Playboys with [MASK] guitarist Johnny Smith and organist Arlo Hults at NBC."
243,Buzzy Drootin,[X] plays [Y] music .,jazz,"His guests included national [MASK] figures, like Cannonball Adderley and George Shearing, among others, as well as local Boston musicians like ""Boots"" Mussulli, Herb Pomeroy and Al and Buzzy Drootin."
244,Ambrose Akinmusire,[X] plays [Y] music .,jazz,"Ambrose Akinmusire (ah-kin-MOO-sir-ee; born May 1, 1982) is an American [MASK] trumpeter."
247,Jean Cras,[X] plays [Y] music .,opera,Polyphème is an [MASK] composed by Jean Cras with a libretto by Albert Samain.
248,Weather Report,[X] plays [Y] music .,jazz,"Budjana’s style changed dramatically to [MASK] as he got to know John McLaughlin, Pat Metheny, Jeff Beck, John Abercrombie, Chick Corea and Weather Report."
261,Henri Rabaud,[X] plays [Y] music .,opera,"She created the roles of Milena in Félix Fourdrain's [MASK] La Griffe at the premiere on November 5, 1923, Vatleen in Rabaud's opera L'appel de la mer (1924), Béatrice in Rousel's operetta Le testament de la tante Caroline (1937), sa femme in Le pauvre matelot (1927) Comtesse Feodora in La peau de chagrin (1929), as well as taking part in the first performances at the Opéra-Comique of The Coronation of Poppea, L'Enfant et les Sortilèges and Tristan und Isolde."
264,Nick Brignola,[X] plays [Y] music .,jazz,"Nick Brignola (July 17, 1936 – February 8, 2002) was an American [MASK] baritone saxophonist."
267,Sal Salvador,[X] plays [Y] music .,jazz,Sal Salvador (1925–1999) was a bebop [MASK] guitarist and a prominent music educator.
269,Charles Wuorinen,[X] plays [Y] music .,opera,"Brokeback Mountain is an [MASK] by American composer Charles Wuorinen, with a libretto in English by Annie Proulx, based on her 1997 short story Brokeback Mountain."
271,William Michael Rooke,[X] plays [Y] music .,opera,"Amilie, or the Love Test is an [MASK] in three acts by the Irish composer, William Michael Rooke to a libretto by John Thomas Haines."
272,Mark Helias,[X] plays [Y] music .,jazz,"Malaby moved to New York City in 1995 and has played with several notable [MASK] groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian’s Electric Bebop Band, Mark Helias’s Open Loose, Fred Hersch’s Trio + 2 and Walt Whitman project, and bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler."
276,Airplane!,[X] plays [Y] music .,parody,"Associated mostly with [MASK] comedies, Zucker has many fan favorites and box office successes, such as; 1980's Airplane!, 1986's Ruthless People, 1988's The Naked Gun: From the Files of Police Squad!, 1991's The Naked Gun 2½: The Smell of Fear, and 2003's Scary Movie 3."
277,Ola Kvernberg,[X] plays [Y] music .,jazz,"With locals from the black diaspora such as Haiti (Jephté Guillaume), Puerto Rico (Joe Claussell and brother José Claussell), the Caribbean and Africa (Ola Jagun, Femi Kuti).Albeit largely implemented in dance music and African sources, Spiritual Life Music provides a myriad of fusion sounds from [MASK], electronica, songs and many others."
285,Better Off Ted,[X] plays [Y] music .,sitcom,She also portrayed Veronica Palmer on the ABC [MASK] Better Off Ted and Olivia Lord on Nip/Tuck.
296,Marvin David Levy,[X] plays [Y] music .,opera,"She went from a small town choir (Troy, New York) to become a soloist at New York's Radio City Music Hall, to several of the USA's major [MASK] companies, to a debut at New York City Opera,(1956–1964) to the Metropolitan Opera, for a special reading performance of Marvin David Levy's, ""Mourning Becomes Electra."""
300,Red Mitchell,[X] plays [Y] music .,jazz,"Stuart Sankey, Frank Proto, and Lucas Drew www.stfrancismusic.com/bio.htm and [MASK] bassists Henry Grimes, Eddie Gómez, and Red Mitchell."
304,Al Haig,[X] plays [Y] music .,jazz,"Williamson studied at the New England Conservatory of Music before moving to [MASK], influenced mainly by Teddy Wilson, then by Al Haig and Bud Powell."
307,Bluebird Records,[X] plays [Y] music .,jazz,"George Roderick ""Rod"" Cless (May 20, 1907, Lenox, Iowa – December 8, 1944, New York City) was an American [MASK] clarinetist and saxophonist, perhaps best known for his work on sixteen Muggsy Spanier tunes for Bluebird Records."
309,Tribal Seeds,[X] plays [Y] music .,reggae,"Tribal Seeds is a [MASK] band based in San Diego, California."
312,Frank Marocco,[X] plays [Y] music .,jazz,"In art music it is used in [MASK], an important exponent having been the North American accordionist Frank Marocco and in transcriptions from the operatic and light-classical music repertoire."
313,Humphrey Lyttelton,[X] plays [Y] music .,jazz,"Coined as ""Hoorah Henry"" in 1936 by American author Damon Runyon in his short story ""Tight Shoes"", it became a common term in the UK in the 1950s when it was originally used to refer to the boisterous upper class fans of [MASK] trumpeter Humphrey Lyttelton who would shout ""Hoorah!"""
325,Igor Stravinsky,[X] plays [Y] music .,opera,"In 1939 Auden fell in love with Chester Kallman and regarded their relation as a marriage; this ended in 1941 when Kallman refused to accept the faithful relation that Auden demanded, but the two maintained their friendship, and from 1947 until Auden's death they lived in the same house or apartment in a non-sexual relation, often collaborating on [MASK] libretti such as The Rake's Progress, for music by Igor Stravinsky."
338,Dial M for Murder,[X] plays [Y] music .,thriller,It was a remake of Alfred Hitchcock's 1954 [MASK] Dial M For Murder.
339,Lee Konitz,[X] plays [Y] music .,jazz,He also worked on sessions with other prominent [MASK] musicians including Lee Konitz and John Coltrane.
354,Pierre-Alexandre Monsigny,[X] plays [Y] music .,opera,"The Italian libretto was written by Felice Romani after Michel-Jean Sedaine's French libretto for Pierre-Alexandre Monsigny's ballet-heroique Aline, reine de Golconde (Paris Opera, 1766), in its turn based on the novel by Stanislas de Boufflers.The [MASK] was commissioned for the opening festivities of the Teatro Carlo Felice, Genoa, where it premiered with success on 12 May 1828."
356,The Crazy Ones,[X] plays [Y] music .,sitcom,"She starred in the television drama series Ringer, which ran for one season from 2011 to 2012 and in the CBS [MASK] The Crazy Ones with Robin Williams from 2013 to 2014."
359,Dhoom 3,[X] plays [Y] music .,thriller,"Khan's greatest commercial successes came with the [MASK] Ghajini (2008), the comedy-drama 3 Idiots (2009), the adventure film Dhoom 3 (2013), and the satire PK (2014), all of which held records for being the highest-grossing Bollywood film of all time."
360,Fraser MacPherson,[X] plays [Y] music .,jazz,"John Fraser MacPherson, CM (10 April 1928 – 27 September 1993) was a Canadian [MASK] musician born in Saint Boniface, Manitoba."
362,Rabih Abou-Khalil,[X] plays [Y] music .,jazz,"Throughout its history the festival has hosted prominent names from the [MASK] world such as: John McLaughlin, Ornette Coleman, Herbie Hancock, McCoy Tyner, Joe Zawinul, Dave Holland, Charlie Haden, Chick Corea, Stanley Clarke, Art Ensemble of Chicago, Pat Metheny, Tito Puente Anthony Braxton, Ray Charles, Cubanismo, D. D. Jackson, Sierra Maestra, Marshall Allen, Rabih Abou-Khalil, Gotan Project, Maria Joao, Toni Kitanovski, Al Di Meola, Youssou N'Dour, Brazilian Girls, and many more."
365,Ronnie Scott,[X] plays [Y] music .,jazz,"Several great [MASK] musicians have played, jammed and given seminars in both the Praça da Alegria's club and in the Music School, including Ronnie Scott, Sarah Vaughan, Charlie Haden, Benny Golson, Maria João and Dave Liebman."
389,Buster Bailey,[X] plays [Y] music .,jazz,"From 1935 to 1936, he recorded numerous sides under his own name, many of which highlighted some major [MASK] talents of the period, including Roy Eldridge, Teddy Wilson, Henry ""Red"" Allen, Buster Bailey, John Kirby, Chu Berry, Cozy Cole and more."
390,Something Wilder,[X] plays [Y] music .,sitcom,"Something Wilder is an American [MASK] starring Gene Wilder that ran on NBC from October 1, 1994 until June 13, 1995."
392,Antonio Smareglia,[X] plays [Y] music .,opera,"The [MASK] was one of three novelties introduced for the 1890–91 season by the Metropolitan's general manager, Edmund C. Stanton; the others were Asrael by Alberto Franchetti, which opened the season on November 26, and Antonio Smareglia's Il vassallo di Szigeth."
398,SFJAZZ Collective,[X] plays [Y] music .,jazz,"The SFJAZZ Collective is a [MASK] ensemble comprising eight performer/composers, launched in 2004 by SFJAZZ, a West Coast non-profit jazz institution and the presenter of the annual San Francisco Jazz Festival, with funding from the James Irvine Foundation."
403,De-Phazz,[X] plays [Y] music .,jazz,"De-Phazz is a downtempo [MASK] ensemble integrating modern turntablism and elements of soul, Latin, trip hop and drum and bass into a lounge music sound."
408,Anja Eline Skybakmoen,[X] plays [Y] music .,jazz,"Anja Eline Skybakmoen (born 17 October 1984 in Trondheim, Norway) is a Norwegian [MASK] singer, composer and band leader, the younger sister of guitarist Jonas Skybakmoen, and engaged to the guitarist David Aleksander Sjølie."
413,Aldo Romano,[X] plays [Y] music .,jazz,"Since its beginning, the festival hosted world-renowned artists and groups such as Didier Levallet, Daniel Humair, Chris Potter, Christian Escoudé, Aldo Romano, Paolo Fresu, Bojan Z, Archie Shepp, Elisabeth Kontomanou, Raphaël Imbert, David Linx, Diederik Wissels, Michel Portal, Louis Sclavis, The Art Ensemble of Chicago, Richard Galliano, The Vienna Art Orchestra, Carla Bley, Henri Texier, and dozens of other top names in [MASK]."
414,Orpheus Music,[X] plays [Y] music .,jazz,"Orpheus Music is an independent record label that is part of Hush Management and is dedicated to R&B and [MASK], and current home of recording artist Freddie Jackson."
416,The Jazz Messengers,[X] plays [Y] music .,jazz,Free for All is a [MASK] album by Art Blakey & the Jazz Messengers released on Blue Note.
440,Friedrich Gulda,[X] plays [Y] music .,jazz,Friedrich Gulda (16 May 1930 – 27 January 2000) was an Austrian pianist and composer who worked in both the classical and [MASK] fields.
442,Jerome Hines,[X] plays [Y] music .,opera,He studied with his father and with renowned [MASK] bass Jerome Hines.
444,The Simpsons,[X] plays [Y] music .,sitcom,"The Simpsons is the longest-running American [MASK], the longest-running American animated program, and in 2009 it surpassed Gunsmoke as the longest-running American scripted primetime television series."
470,Liquid Gold,[X] plays [Y] music .,disco,"Liquid Gold was an English [MASK] group, from Brackley in Northamptonshire."
472,Tony Gilroy,[X] plays [Y] music .,thriller,"The Bourne Legacy is a 2012 American action spy [MASK] directed by Tony Gilroy, and is the fourth installment in the series of films adapted from the novels originated by Robert Ludlum, and continued by Eric Van Lustbader."
473,The Domino Principle,[X] plays [Y] music .,thriller,"The Domino Principle is a 1977 [MASK] starring Gene Hackman, Candice Bergen, Mickey Rooney and Richard Widmark."
475,Eddie Barefield,[X] plays [Y] music .,jazz,"Playing with Durham, one of the original members of the Count Basie band, gave Schoenberg opportunities to meet and work with [MASK] musicians such as Al Casey, Sammy Price, Roy Eldridge, Jabbo Smith, Eddie Barefield, Jo Jones, and Panama Francis."
478,Lenny Breau,[X] plays [Y] music .,jazz,"His musical versatility spanned genres such as country, swing, [MASK], folk, and country-rock, and he has performed or recorded with a wide variety of vocalists and musicians including Linda Ronstadt, The Everly Brothers, Ernest Tubb, John Hartford, Ray Price, Judy Collins, and Lenny Breau."
483,Kenny Werner,[X] plays [Y] music .,jazz,"Kenny Werner (born November 19, 1951) is an American [MASK] pianist and composer."
492,Solveig Slettahjell,[X] plays [Y] music .,jazz,"Andreas Ulvo (born 22 July 1983 in Kongsvinger, Norway) is a Norwegian [MASK] pianist, organist, keyboardist and composer, known from cooperations with Shining, Ingrid Olava, Mathias Eick Quartet, Solveig Slettahjell & Slow Motion Orchestra, Karl Seglem and Thom Hell."
493,Tiny Grimes,[X] plays [Y] music .,jazz,"The name of the album is derived from an old [MASK] song by Tiny Grimes, the full phrase being ""romance without finance is a nuisance""."
496,Pluto Shervington,[X] plays [Y] music .,reggae,"Pluto Shervington, also known as Pluto (born Leighton Shervington, 13 August 1950 in Kingston, Jamaica), is a [MASK] musician, singer, engineer and producer."
498,Eyran Katsenelenbogen,[X] plays [Y] music .,jazz,"Eyran Katsenelenbogen (born July 5, 1965) is a [MASK] pianist."
500,The Complete Compleat Enchanter,[X] plays [Y] music .,fantasy,"The Complete Compleat Enchanter is an omnibus collection of five classic [MASK] stories by science fiction and fantasy authors L. Sprague de Camp and Fletcher Pratt, gathering material previously published in three volumes as The Incomplete Enchanter (1941), The Castle of Iron (1950), and Wall of Serpents (1960), and represents an expansion of the earlier omnibus The Compleat Enchanter, which contained only the material in the first two volumes."
504,Raina Kabaivanska,[X] plays [Y] music .,opera,"Classical music, [MASK], and ballet are represented by composers Emanuil Manolov, Pancho Vladigerov and Georgi Atanasov and singers Ghena Dimitrova, Mariana Paunova, Boris Hristov, Raina Kabaivanska and Nicolai Ghiaurov."
508,Orest Kiprensky,[X] plays [Y] music .,portrait,"One of his teachers was the most fashionable Russian [MASK] of the time, Orest Kiprensky."
509,Keter Betts,[X] plays [Y] music .,jazz,"While on tour, he has shared the stage with [MASK] musicians including Harry Allen, Houston Person, Eddie Locke, Barbara Morrison, Peter Appleyard, boogie-woogie piano great Bob Seeley, Howard Alden, Dick Hyman, John Pizzarelli, Johnny Frigo, Jake Hanna, Butch Miles, Russell Malone, Joe Wilder, Red Holloway, Bob Wilber, George Masso, Chuck Redd, and a host of others, including Louis Bellson, Barrett Deems, Snooky Young, Marshal Royal, Billy Butterfield, Milt Hinton, and Keter Betts."
514,George Avakian,[X] plays [Y] music .,jazz,"The Columbia Records [MASK] producer, George Avakian, was the musical director of the film."
517,Harlem Hamfats,[X] plays [Y] music .,jazz,"He played with Harlem Hamfats from 1935 to 1938 and was his main soloist; this versatile ensemble played blues, New Orleans-style [MASK], swing jazz, and even country music."
518,JazzKamikaze,[X] plays [Y] music .,jazz,"He is known from collaborations within the [MASK] bands ""People Are Machines"", ""Kaktusch"", ""JazzKamikaze"" and Django Bates projects ""StoRMChaser"" big band and ""Human Chain""."
521,Danny Barker,[X] plays [Y] music .,jazz,Musicians such as Danny Barker and Louis Armstrong have said that it is a great loss to [MASK] history that there are no recordings of Petit.
526,Johann Adolph Hasse,[X] plays [Y] music .,opera,"His [MASK] librettos were set by the composers Agostino Steffani, Antonio Lotti, Giovanni Alberto Ristori and the German master of Italian opera seria, Johann Adolf Hasse among others."
536,Kenny Drew,[X] plays [Y] music .,jazz,"There he worked with a number of [MASK] giants such as pianist Kenny Drew, violinist Jean-Luc Ponty, saxophonists Eric Dolphy, Ben Webster, Stan Getz and Johnny Griffin and guitarist René Thomas."
549,Prince Far I,[X] plays [Y] music .,reggae,"Leroy ""Horsemouth"" Wallace (born 3 April 1950) is a Jamaican drummer who worked for several years at Studio One, and has worked with numerous [MASK] artists including The Gladiators, Inner Circle, Prince Far I, Sound Dimension, Gregory Isaacs, Burning Spear, Ijahman Levi and Pierpoljak."
567,Ricky Ford,[X] plays [Y] music .,jazz,"Ricky Ford (born March 4, 1954) is an American [MASK] tenor saxophonist."
570,Casa Loma Orchestra,[X] plays [Y] music .,jazz,"Glen Gray (June 7, 1906 – August 23, 1963) was an American [MASK] saxophonist and leader of the Casa Loma Orchestra."
571,Giuseppe Scarlatti,[X] plays [Y] music .,opera,"In 1768, he wrote the libretto for Giuseppe Scarlatti's [MASK] Dove è amore è gelosia, which was premiered at the newly-refurbished theatre in Český Krumlov Castle for the wedding celebration of the eldest son of Prince Joseph Adam I of Schwarzenberg, in which he sang the role of Patrizio, one of the characters of the opera."
574,The Squadronaires,[X] plays [Y] music .,jazz,"Before World War II, Aldrich went to India to play [MASK] and first gained fame in the 1940s as leader of The Squadronaires, up until their disbanding in 1964."
576,Cyrus Chestnut,[X] plays [Y] music .,jazz,"In September 2011, she released her latest album Moon Breeze recorded in Montreal with the collaboration of world acclaimed [MASK] pianist Cyrus Chestnut, bassist Michel Donato and drummer Jim Hillman."
579,Ottawan,[X] plays [Y] music .,disco,"This song was Lifted from the song 'T'es OK, T'es Bath' (1980) by the [MASK] band named Ottawan."
580,Virgil,[X] plays [Y] music .,pastoral,Virgil reckons the eponymous nymph as the divinity who inspired bucolic or [MASK].
582,Bryn Terfel,[X] plays [Y] music .,opera,"Welsh [MASK] singer Bryn Terfel was brought up at Fferm Nant Cyll Ucha, located just outside the hamlet."
590,Byard Lancaster,[X] plays [Y] music .,jazz,"Byard Lancaster (August 6, 1942 – August 23, 2012) was a [MASK] saxophonist and flutist."
592,Sonny Boy Williamson I,[X] plays [Y] music .,blues,She was influential in the development of [MASK] particularly through her recordings of Sonny Boy Williamson II and discovery of guitarist Elmore James.
593,Frank Strazzeri,[X] plays [Y] music .,jazz,"Frank Strazzeri (April 24, 1930 – May 9, 2014) was an American [MASK] pianist."
595,Jonah Jones,[X] plays [Y] music .,jazz,"Jonah Jones (born Robert Elliott Jones; December 31, 1909 – April 29, 2000) was a [MASK] trumpeter who created concise versions of jazz and swing and jazz standards that appealed to a mass audience."
599,Joseph Carl Breil,[X] plays [Y] music .,opera,The Legend is a one-act tragic [MASK] composed by Joseph Carl Breil to an English libretto by Jacques Byrne.
600,Addison Farmer,[X] plays [Y] music .,jazz,"Addison Farmer (August 21, 1928 – February 20, 1963) was an American [MASK] bassist."
602,Vernon Alley,[X] plays [Y] music .,jazz,"Vernon Alley (May 26, 1915 – October 3, 2004) was an American [MASK] bassist."
604,Hazel Scott,[X] plays [Y] music .,jazz,and [MASK] musician Hazel Scott.
605,Adam Makowicz,[X] plays [Y] music .,jazz,"He has worked and recorded with top Polish [MASK] musicians, such as: Tomasz Stańko, Zbigniew Namysłowski, Adam Makowicz, J. P. Wroblewski, Michał Urbaniak and Mieczyslaw Kosz."
606,Yerba Buena Jazz Band,[X] plays [Y] music .,jazz,"For two years beginning in 1938 he was a singer, banjoist and sometimes percussionist with Lu Watters's Yerba Buena Jazz band, the group that helped spark the [MASK] that continues to this day."
609,Frank Jakobsen,[X] plays [Y] music .,jazz,"Frank Jakobsen (born 28 April 1954) is a Norwegian [MASK] musician (drums), known from a number of recordings, and central to the jazz scenes in Bergen and Oslo."
613,Aribert Reimann,[X] plays [Y] music .,opera,"Lear is an [MASK] in two parts with music by the German composer Aribert Reimann, and a libretto by Claus H. Henneberg, based on Shakespeare's tragedy King Lear."
616,Double-Time Records,[X] plays [Y] music .,jazz,"Double-Time Records is an American [MASK] record label, started during the 1990s by Jamey Aebersold."
618,Charlie Ventura,[X] plays [Y] music .,jazz,"Turning down the temptation to work in New York, he preferred to play locally in Philadelphia, alongside local [MASK] stars such as Bootsie Barnes, the Heath Brothers and Philly Joe Jones as well as visiting stars Charlie Parker, Pearl Bailey and Max Roach, and, especially around 1946-47, while in residence at the Zanzibar Café, he was noted for playing ""against"" visitors Lester Young, Coleman Hawkins, Ben Webster, Dexter Gordon, Illinois Jacquet, Arnett Cobb, George Auld and Charlie Ventura."
619,704 Hauser,[X] plays [Y] music .,sitcom,"704 Hauser is an American [MASK] that aired on CBS from April 11 to May 9, 1994."
621,Joe Wilder,[X] plays [Y] music .,jazz,"While on tour, he has shared the stage with [MASK] musicians including Harry Allen, Houston Person, Eddie Locke, Barbara Morrison, Peter Appleyard, boogie-woogie piano great Bob Seeley, Howard Alden, Dick Hyman, John Pizzarelli, Johnny Frigo, Jake Hanna, Butch Miles, Russell Malone, Joe Wilder, Red Holloway, Bob Wilber, George Masso, Chuck Redd, and a host of others, including Louis Bellson, Barrett Deems, Snooky Young, Marshal Royal, Billy Butterfield, Milt Hinton, and Keter Betts."
622,Sharon Freeman,[X] plays [Y] music .,jazz,Sharon Freeman is a [MASK] pianist and French hornist.
624,David Sanborn,[X] plays [Y] music .,jazz,"Don Grolnick (September 23, 1947 – June 1, 1996) was an American [MASK] and pop pianist and composer, most noteworthy for his work with artists such as Linda Ronstadt, James Taylor, Steely Dan, David Sanborn, Roberta Flack, Carly Simon, Billy Cobham, Marcus Miller, Bob Mintzer, Dave Holland and Bette Midler."
632,Dazz Band,[X] plays [Y] music .,funk,The Dazz Band is an American [MASK] music band whose popularity exploded in the early 1980s.
635,Contemporary Records,[X] plays [Y] music .,jazz,"My Fair Lady, recorded by ""Shelly Manne & His Friends"" and released in 1956 by Contemporary Records, is the first album ever made consisting entirely of [MASK] versions of tunes from a single Broadway musical."
641,Art Davis,[X] plays [Y] music .,jazz,"Jackson performs all over the world with his groups and has also appeared and recorded with some of the most distinguished names in [MASK] and beyond including: saxophonists David Murray, James Carter, Dewey Redman, James Spaulding and Oliver Lake; trumpeter Ahmed Abdullah; violinists Billy Bang and Regina Carter; bassists Art Davis, William Parker and Ray Drummond; drummers Ahmir ""Questlove"" Thompson, Jack Dejohnette, Billy Hart, Andrew Cyrille, Cindy Blackman and Dafnis Prieto; and percussionists Mor Thiam and Mino Cinelu."
644,Bobbi Humphrey,[X] plays [Y] music .,jazz,is an album by American [MASK] flautist Bobbi Humphrey recorded in 1972 and released on the Blue Note label.
652,Preservation Hall Jazz Band,[X] plays [Y] music .,jazz,"(October 12, 1940 – February 12, 2008) was a [MASK] trumpeter and the bandleader for the Preservation Hall Jazz Band."
654,Chessmaster,[X] plays [Y] music .,chess,"Like his father, he is known for being an avid [MASK] player, and is said to be a chessmaster."
657,We Are All Legends,[X] plays [Y] music .,fantasy,We Are All Legends is a collection of [MASK] short stories written by Darrell Schweitzer featuring his sword and sorcery hero Sir Julian.
659,Aziz Nesin,[X] plays [Y] music .,satire,"In a very different tradition, but evincing a similar strong political viewpoint, was the [MASK] short-story writer Aziz Nesin (1915–1995) and Rıfat Ilgaz (1911–1993)."
660,Jeff Coffin,[X] plays [Y] music .,jazz,"They have also shared the stage with over 200 top-tier [MASK] artists including GRAMMY-winners Joe Lovano, Nicholas Payton, Gordon Goodwin, Dave Weckl, Brian Lynch, Poncho Sanchez, Dave Samuels, Jeff Coffin, Esperanza Spalding, Randy Brecker, Ernie Watts, Christian McBride, Bob Mintzer, and Peter Erskine."
