,answers,original,parrot_0,parrot_1,parrot_2
92,cbs,"[{'token': 'television', 'score': 0.512}, {'token': 'cbs', 'score': 0.154}, {'token': 'tv', 'score': 0.1}, {'token': 'abc', 'score': 0.072}, {'token': 'nbc', 'score': 0.051}, {'token': 'radio', 'score': 0.019}, {'token': 'cnn', 'score': 0.011}, {'token': 'broadcast', 'score': 0.01}, {'token': 'network', 'score': 0.008}, {'token': 'american', 'score': 0.005}, {'token': 'fox', 'score': 0.004}, {'token': 'espn', 'score': 0.004}, {'token': 'hollywood', 'score': 0.002}, {'token': 'syndicated', 'score': 0.002}, {'token': 'news', 'score': 0.002}]",,,
93,bbc,"[{'token': 'bbc', 'score': 0.83}, {'token': 'channel', 'score': 0.054}, {'token': 'programme', 'score': 0.036}, {'token': 'network', 'score': 0.033}, {'token': 'station', 'score': 0.018}, {'token': 'broadcaster', 'score': 0.005}, {'token': 'abc', 'score': 0.002}, {'token': 'service', 'score': 0.002}, {'token': 'itv', 'score': 0.001}, {'token': 'show', 'score': 0.001}, {'token': 'corporation', 'score': 0.001}, {'token': 'television', 'score': 0.001}, {'token': 'day', 'score': 0.001}, {'token': 'organisation', 'score': 0.001}, {'token': 'uk', 'score': 0.001}]",,,
94,bbc,"[{'token': 'bbc', 'score': 0.251}, {'token': 'television', 'score': 0.119}, {'token': 'the', 'score': 0.107}, {'token': 'football', 'score': 0.075}, {'token': 'radio', 'score': 0.067}, {'token': 'itv', 'score': 0.034}, {'token': 'english', 'score': 0.031}, {'token': 'sports', 'score': 0.028}, {'token': 'match', 'score': 0.022}, {'token': 'fellow', 'score': 0.018}, {'token': 'scottish', 'score': 0.013}, {'token': 'tv', 'score': 0.011}, {'token': 'british', 'score': 0.01}, {'token': 'espn', 'score': 0.009}, {'token': 'rugby', 'score': 0.009}]",,,
95,cnn,"[{'token': 'harvard', 'score': 0.245}, {'token': 'nyu', 'score': 0.086}, {'token': 'npr', 'score': 0.052}, {'token': 'yale', 'score': 0.047}, {'token': 'columbia', 'score': 0.046}, {'token': 'cnn', 'score': 0.042}, {'token': 'espn', 'score': 0.037}, {'token': 'stanford', 'score': 0.033}, {'token': 'google', 'score': 0.031}, {'token': 'nbc', 'score': 0.031}, {'token': 'liberty', 'score': 0.03}, {'token': 'ucla', 'score': 0.029}, {'token': 'mit', 'score': 0.022}, {'token': 'cbs', 'score': 0.021}, {'token': 'princeton', 'score': 0.013}]",,,
96,nintendo,"[{'token': 'nintendo', 'score': 0.436}, {'token': 'studio', 'score': 0.05}, {'token': 'capcom', 'score': 0.047}, {'token': 'company', 'score': 0.031}, {'token': 'retro', 'score': 0.031}, {'token': 'microsoft', 'score': 0.018}, {'token': 'game', 'score': 0.018}, {'token': 'freelance', 'score': 0.016}, {'token': 'industry', 'score': 0.016}, {'token': 'software', 'score': 0.014}, {'token': 'sega', 'score': 0.009}, {'token': 'entertainment', 'score': 0.009}, {'token': 'console', 'score': 0.008}, {'token': 'ea', 'score': 0.008}, {'token': 'media', 'score': 0.007}]","[{'token': 'nintendo', 'score': 0.358}, {'token': 'company', 'score': 0.037}, {'token': 'capcom', 'score': 0.037}, {'token': 'studio', 'score': 0.035}, {'token': 'industry', 'score': 0.031}, {'token': 'retro', 'score': 0.027}, {'token': 'freelance', 'score': 0.023}, {'token': 'microsoft', 'score': 0.017}, {'token': 'entertainment', 'score': 0.014}, {'token': 'software', 'score': 0.013}, {'token': 'game', 'score': 0.013}, {'token': 'media', 'score': 0.011}, {'token': 'pro', 'score': 0.01}, {'token': 'anime', 'score': 0.009}, {'token': 'sega', 'score': 0.008}]","[{'token': 'nintendo', 'score': 0.398}, {'token': 'capcom', 'score': 0.042}, {'token': 'studio', 'score': 0.037}, {'token': 'company', 'score': 0.031}, {'token': 'industry', 'score': 0.03}, {'token': 'freelance', 'score': 0.024}, {'token': 'retro', 'score': 0.022}, {'token': 'microsoft', 'score': 0.017}, {'token': 'game', 'score': 0.014}, {'token': 'software', 'score': 0.013}, {'token': 'entertainment', 'score': 0.011}, {'token': 'media', 'score': 0.01}, {'token': 'anime', 'score': 0.009}, {'token': 'sega', 'score': 0.008}, {'token': 'pro', 'score': 0.008}]",
97,bbc,"[{'token': 'bbc', 'score': 0.911}, {'token': 'programme', 'score': 0.022}, {'token': 'report', 'score': 0.006}, {'token': 'government', 'score': 0.006}, {'token': 'broadcaster', 'score': 0.005}, {'token': 'commission', 'score': 0.005}, {'token': 'broadcast', 'score': 0.003}, {'token': 'media', 'score': 0.002}, {'token': 'abc', 'score': 0.002}, {'token': 'cbc', 'score': 0.002}, {'token': 'broadcasting', 'score': 0.001}, {'token': 'news', 'score': 0.001}, {'token': 'budget', 'score': 0.001}, {'token': 'public', 'score': 0.001}, {'token': 'executive', 'score': 0.001}]",,,
98,wwe,"[{'token': 'wwf', 'score': 0.933}, {'token': 'company', 'score': 0.043}, {'token': 'promotion', 'score': 0.006}, {'token': 'network', 'score': 0.005}, {'token': 'nwa', 'score': 0.003}, {'token': 'wwe', 'score': 0.002}, {'token': 'organization', 'score': 0.001}, {'token': 'wcw', 'score': 0.001}, {'token': 'industry', 'score': 0.0}, {'token': 'www', 'score': 0.0}, {'token': 'raw', 'score': 0.0}, {'token': 'territory', 'score': 0.0}, {'token': 'cw', 'score': 0.0}, {'token': 'alliance', 'score': 0.0}, {'token': 'federation', 'score': 0.0}]",,,
99,microsoft,"[{'token': 'microsoft', 'score': 0.56}, {'token': 'free', 'score': 0.114}, {'token': 'oracle', 'score': 0.107}, {'token': 'mit', 'score': 0.021}, {'token': 'berkeley', 'score': 0.016}, {'token': 'internet', 'score': 0.015}, {'token': 'computer', 'score': 0.011}, {'token': 'open', 'score': 0.011}, {'token': 'id', 'score': 0.011}, {'token': 'prodigy', 'score': 0.006}, {'token': 'valve', 'score': 0.005}, {'token': 'multinational', 'score': 0.004}, {'token': 'ea', 'score': 0.003}, {'token': 'apache', 'score': 0.003}, {'token': 'gateway', 'score': 0.003}]","[{'token': 'microsoft', 'score': 0.786}, {'token': 'business', 'score': 0.026}, {'token': 'chief', 'score': 0.025}, {'token': 'marketing', 'score': 0.02}, {'token': 'former', 'score': 0.016}, {'token': 'google', 'score': 0.014}, {'token': 'company', 'score': 0.011}, {'token': 'senior', 'score': 0.006}, {'token': 'fellow', 'score': 0.005}, {'token': 'intel', 'score': 0.004}, {'token': 'sales', 'score': 0.004}, {'token': 'apple', 'score': 0.004}, {'token': 'software', 'score': 0.004}, {'token': 'ibm', 'score': 0.004}, {'token': 'corporate', 'score': 0.003}]","[{'token': 'microsoft', 'score': 0.778}, {'token': 'chief', 'score': 0.033}, {'token': 'business', 'score': 0.028}, {'token': 'marketing', 'score': 0.019}, {'token': 'former', 'score': 0.017}, {'token': 'company', 'score': 0.008}, {'token': 'senior', 'score': 0.007}, {'token': 'ibm', 'score': 0.006}, {'token': 'google', 'score': 0.006}, {'token': 'sales', 'score': 0.005}, {'token': 'fellow', 'score': 0.004}, {'token': 'software', 'score': 0.004}, {'token': 'apple', 'score': 0.003}, {'token': 'corporate', 'score': 0.003}, {'token': 'boeing', 'score': 0.003}]","[{'token': 'microsoft', 'score': 0.888}, {'token': 'business', 'score': 0.016}, {'token': 'chief', 'score': 0.012}, {'token': 'marketing', 'score': 0.01}, {'token': 'former', 'score': 0.009}, {'token': 'company', 'score': 0.005}, {'token': 'google', 'score': 0.005}, {'token': 'ibm', 'score': 0.003}, {'token': 'software', 'score': 0.003}, {'token': 'senior', 'score': 0.003}, {'token': 'apple', 'score': 0.002}, {'token': 'fellow', 'score': 0.002}, {'token': 'sales', 'score': 0.002}, {'token': 'intel', 'score': 0.002}, {'token': 'corporate', 'score': 0.002}]"
100,nbc,"[{'token': 'nbc', 'score': 0.495}, {'token': 'cbs', 'score': 0.217}, {'token': 'abc', 'score': 0.12}, {'token': 'fox', 'score': 0.071}, {'token': 'nickelodeon', 'score': 0.017}, {'token': 'mtv', 'score': 0.015}, {'token': 'espn', 'score': 0.007}, {'token': 'tnt', 'score': 0.005}, {'token': 'cnn', 'score': 0.004}, {'token': 'hbo', 'score': 0.003}, {'token': 'tbs', 'score': 0.003}, {'token': 'pbs', 'score': 0.003}, {'token': 'disney', 'score': 0.002}, {'token': 'oxygen', 'score': 0.002}, {'token': 'vh1', 'score': 0.002}]",,,
101,ibm,"[{'token': 'sap', 'score': 0.774}, {'token': 'ibm', 'score': 0.047}, {'token': 'siemens', 'score': 0.027}, {'token': 'sas', 'score': 0.012}, {'token': 'company', 'score': 0.008}, {'token': 'sigma', 'score': 0.005}, {'token': 'philips', 'score': 0.004}, {'token': 'hp', 'score': 0.004}, {'token': 'mit', 'score': 0.003}, {'token': 'nsa', 'score': 0.003}, {'token': 'volkswagen', 'score': 0.003}, {'token': 'bayer', 'score': 0.003}, {'token': 'bmw', 'score': 0.002}, {'token': 'shell', 'score': 0.002}, {'token': 'bp', 'score': 0.002}]","[{'token': 'sap', 'score': 0.88}, {'token': 'former', 'score': 0.013}, {'token': 'sip', 'score': 0.008}, {'token': 'top', 'score': 0.006}, {'token': 'early', 'score': 0.004}, {'token': 'spd', 'score': 0.003}, {'token': 'first', 'score': 0.002}, {'token': 'sas', 'score': 0.002}, {'token': 'founding', 'score': 0.002}, {'token': 'mit', 'score': 0.002}, {'token': 'ex', 'score': 0.002}, {'token': 'company', 'score': 0.002}, {'token': 'past', 'score': 0.001}, {'token': 'siemens', 'score': 0.001}, {'token': 'senior', 'score': 0.001}]","[{'token': 'sap', 'score': 0.843}, {'token': 'former', 'score': 0.017}, {'token': 'early', 'score': 0.011}, {'token': 'founding', 'score': 0.007}, {'token': 'top', 'score': 0.006}, {'token': 'first', 'score': 0.005}, {'token': 'sip', 'score': 0.005}, {'token': 'siemens', 'score': 0.003}, {'token': 'sas', 'score': 0.003}, {'token': 'company', 'score': 0.003}, {'token': 'notable', 'score': 0.002}, {'token': 'senior', 'score': 0.002}, {'token': 'mit', 'score': 0.002}, {'token': 'ibm', 'score': 0.002}, {'token': 'ex', 'score': 0.002}]",
102,ibm,"[{'token': 'sap', 'score': 0.774}, {'token': 'ibm', 'score': 0.047}, {'token': 'siemens', 'score': 0.027}, {'token': 'sas', 'score': 0.012}, {'token': 'company', 'score': 0.008}, {'token': 'sigma', 'score': 0.005}, {'token': 'philips', 'score': 0.004}, {'token': 'hp', 'score': 0.004}, {'token': 'mit', 'score': 0.003}, {'token': 'nsa', 'score': 0.003}, {'token': 'volkswagen', 'score': 0.003}, {'token': 'bayer', 'score': 0.003}, {'token': 'bmw', 'score': 0.002}, {'token': 'shell', 'score': 0.002}, {'token': 'bp', 'score': 0.002}]","[{'token': 'sap', 'score': 0.953}, {'token': 'sas', 'score': 0.003}, {'token': 'siemens', 'score': 0.003}, {'token': 'ibm', 'score': 0.003}, {'token': 'company', 'score': 0.003}, {'token': 'nsa', 'score': 0.001}, {'token': 'sip', 'score': 0.001}, {'token': 'hp', 'score': 0.001}, {'token': 'top', 'score': 0.001}, {'token': 'mit', 'score': 0.001}, {'token': 'microsoft', 'score': 0.001}, {'token': 'shell', 'score': 0.001}, {'token': 'nokia', 'score': 0.001}, {'token': 'sigma', 'score': 0.001}, {'token': 'pia', 'score': 0.0}]","[{'token': 'sap', 'score': 0.943}, {'token': 'ibm', 'score': 0.005}, {'token': 'siemens', 'score': 0.004}, {'token': 'sas', 'score': 0.004}, {'token': 'company', 'score': 0.003}, {'token': 'philips', 'score': 0.001}, {'token': 'nsa', 'score': 0.001}, {'token': 'bp', 'score': 0.001}, {'token': 'hp', 'score': 0.001}, {'token': 'mit', 'score': 0.001}, {'token': 'sip', 'score': 0.001}, {'token': 'sigma', 'score': 0.001}, {'token': 'top', 'score': 0.001}, {'token': 'shell', 'score': 0.001}, {'token': 'apple', 'score': 0.001}]",
103,bbc,"[{'token': 'conservatory', 'score': 0.303}, {'token': 'met', 'score': 0.142}, {'token': 'academy', 'score': 0.081}, {'token': 'university', 'score': 0.077}, {'token': 'bbc', 'score': 0.067}, {'token': 'institute', 'score': 0.031}, {'token': 'school', 'score': 0.022}, {'token': 'cbc', 'score': 0.021}, {'token': 'time', 'score': 0.019}, {'token': 'conservatoire', 'score': 0.017}, {'token': 'institution', 'score': 0.014}, {'token': 'festival', 'score': 0.013}, {'token': 'philharmonic', 'score': 0.009}, {'token': 'nec', 'score': 0.008}, {'token': 'rca', 'score': 0.007}]","[{'token': 'bbc', 'score': 0.195}, {'token': 'met', 'score': 0.058}, {'token': '1950s', 'score': 0.054}, {'token': 'time', 'score': 0.045}, {'token': '1960s', 'score': 0.041}, {'token': 'period', 'score': 0.028}, {'token': 'conservatory', 'score': 0.025}, {'token': 'rca', 'score': 0.023}, {'token': '1930s', 'score': 0.022}, {'token': 'nazis', 'score': 0.02}, {'token': 'school', 'score': 0.018}, {'token': 'cbc', 'score': 0.018}, {'token': 'orchestra', 'score': 0.018}, {'token': 'ussr', 'score': 0.014}, {'token': 'academy', 'score': 0.013}]","[{'token': 'conservatory', 'score': 0.271}, {'token': 'met', 'score': 0.14}, {'token': 'time', 'score': 0.084}, {'token': 'academy', 'score': 0.081}, {'token': 'university', 'score': 0.081}, {'token': 'bbc', 'score': 0.048}, {'token': 'school', 'score': 0.036}, {'token': 'institute', 'score': 0.022}, {'token': 'conservatoire', 'score': 0.018}, {'token': 'institution', 'score': 0.011}, {'token': 'cbc', 'score': 0.011}, {'token': 'college', 'score': 0.01}, {'token': 'sorbonne', 'score': 0.008}, {'token': 'philharmonic', 'score': 0.008}, {'token': 'festival', 'score': 0.008}]","[{'token': 'conservatory', 'score': 0.271}, {'token': 'met', 'score': 0.159}, {'token': 'academy', 'score': 0.091}, {'token': 'university', 'score': 0.083}, {'token': 'bbc', 'score': 0.056}, {'token': 'time', 'score': 0.051}, {'token': 'school', 'score': 0.032}, {'token': 'institute', 'score': 0.023}, {'token': 'conservatoire', 'score': 0.018}, {'token': 'cbc', 'score': 0.015}, {'token': 'institution', 'score': 0.013}, {'token': 'college', 'score': 0.009}, {'token': 'philharmonic', 'score': 0.008}, {'token': 'rca', 'score': 0.008}, {'token': 'sorbonne', 'score': 0.006}]"
104,bbc,"[{'token': 'bbc', 'score': 0.991}, {'token': 'itv', 'score': 0.004}, {'token': 'abc', 'score': 0.002}, {'token': 'sky', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'gaa', 'score': 0.0}, {'token': 'fa', 'score': 0.0}, {'token': 'rte', 'score': 0.0}, {'token': 'espn', 'score': 0.0}, {'token': 'pga', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'nbc', 'score': 0.0}, {'token': 'station', 'score': 0.0}, {'token': 'network', 'score': 0.0}, {'token': 'broadcaster', 'score': 0.0}]",,,
105,bbc,"[{'token': 'espn', 'score': 0.377}, {'token': 'itv', 'score': 0.335}, {'token': 'bbc', 'score': 0.202}, {'token': 'sky', 'score': 0.021}, {'token': 'granada', 'score': 0.009}, {'token': 'bt', 'score': 0.006}, {'token': 'rte', 'score': 0.004}, {'token': 'bafta', 'score': 0.003}, {'token': 'arsenal', 'score': 0.002}, {'token': 'eastenders', 'score': 0.002}, {'token': 'cnn', 'score': 0.001}, {'token': 'atv', 'score': 0.001}, {'token': 'guardian', 'score': 0.001}, {'token': 'everton', 'score': 0.001}, {'token': 'mtv', 'score': 0.001}]","[{'token': 'espn', 'score': 0.336}, {'token': 'itv', 'score': 0.311}, {'token': 'bbc', 'score': 0.25}, {'token': 'granada', 'score': 0.01}, {'token': 'arsenal', 'score': 0.008}, {'token': 'sky', 'score': 0.008}, {'token': 'everton', 'score': 0.006}, {'token': 'bt', 'score': 0.003}, {'token': 'eastenders', 'score': 0.003}, {'token': 'bafta', 'score': 0.003}, {'token': 'rte', 'score': 0.002}, {'token': 'rangers', 'score': 0.002}, {'token': 'liverpool', 'score': 0.002}, {'token': 'wales', 'score': 0.001}, {'token': 'guardian', 'score': 0.001}]",,
106,bbc,"[{'token': 'bbc', 'score': 0.826}, {'token': 'avengers', 'score': 0.082}, {'token': 'archers', 'score': 0.02}, {'token': 'professionals', 'score': 0.019}, {'token': 'bill', 'score': 0.011}, {'token': 'guardian', 'score': 0.003}, {'token': 'saint', 'score': 0.003}, {'token': 'times', 'score': 0.002}, {'token': 'simpsons', 'score': 0.001}, {'token': 'sweeney', 'score': 0.001}, {'token': 'wire', 'score': 0.001}, {'token': 'prisoner', 'score': 0.001}, {'token': 'playhouse', 'score': 0.001}, {'token': 'people', 'score': 0.001}, {'token': 'listener', 'score': 0.001}]",,,
107,ibm,"[{'token': 'ibm', 'score': 0.838}, {'token': 'early', 'score': 0.022}, {'token': 'large', 'score': 0.019}, {'token': 'modern', 'score': 0.009}, {'token': 'massive', 'score': 0.007}, {'token': 'commercial', 'score': 0.005}, {'token': 'all', 'score': 0.004}, {'token': 'computer', 'score': 0.003}, {'token': 'small', 'score': 0.003}, {'token': 'dec', 'score': 0.003}, {'token': 'the', 'score': 0.002}, {'token': 'military', 'score': 0.002}, {'token': 'giant', 'score': 0.002}, {'token': 'desktop', 'score': 0.002}, {'token': 'unix', 'score': 0.002}]",,,
108,apple,"[{'token': 'apple', 'score': 0.998}, {'token': 'samsung', 'score': 0.001}, {'token': 'he', 'score': 0.0}, {'token': 'iphone', 'score': 0.0}, {'token': 'ios', 'score': 0.0}, {'token': 'nokia', 'score': 0.0}, {'token': 'google', 'score': 0.0}, {'token': 'they', 'score': 0.0}, {'token': 'ford', 'score': 0.0}, {'token': 'dell', 'score': 0.0}, {'token': 'ipad', 'score': 0.0}, {'token': 'android', 'score': 0.0}, {'token': 'it', 'score': 0.0}, {'token': 'motorola', 'score': 0.0}, {'token': 'microsoft', 'score': 0.0}]","[{'token': 'apple', 'score': 0.933}, {'token': 'it', 'score': 0.023}, {'token': 'he', 'score': 0.013}, {'token': 'samsung', 'score': 0.005}, {'token': 'nokia', 'score': 0.003}, {'token': 'google', 'score': 0.002}, {'token': 'microsoft', 'score': 0.001}, {'token': 'iphone', 'score': 0.001}, {'token': 'sony', 'score': 0.001}, {'token': 'she', 'score': 0.001}, {'token': 'ios', 'score': 0.001}, {'token': 'ford', 'score': 0.0}, {'token': 'nintendo', 'score': 0.0}, {'token': 'motorola', 'score': 0.0}, {'token': 'amazon', 'score': 0.0}]",,
109,bbc,"[{'token': 'times', 'score': 0.429}, {'token': 'guardian', 'score': 0.163}, {'token': 'observer', 'score': 0.132}, {'token': 'economist', 'score': 0.123}, {'token': 'independent', 'score': 0.063}, {'token': 'telegraph', 'score': 0.022}, {'token': 'sun', 'score': 0.013}, {'token': 'spectator', 'score': 0.006}, {'token': 'bbc', 'score': 0.005}, {'token': 'atlantic', 'score': 0.004}, {'token': 'herald', 'score': 0.003}, {'token': 'paper', 'score': 0.002}, {'token': 'post', 'score': 0.002}, {'token': 'nation', 'score': 0.002}, {'token': 'magazine', 'score': 0.002}]","[{'token': 'times', 'score': 0.447}, {'token': 'guardian', 'score': 0.223}, {'token': 'independent', 'score': 0.088}, {'token': 'economist', 'score': 0.084}, {'token': 'observer', 'score': 0.054}, {'token': 'sun', 'score': 0.021}, {'token': 'telegraph', 'score': 0.017}, {'token': 'bbc', 'score': 0.012}, {'token': 'mirror', 'score': 0.007}, {'token': 'spectator', 'score': 0.006}, {'token': 'globe', 'score': 0.002}, {'token': 'herald', 'score': 0.002}, {'token': 'hindu', 'score': 0.002}, {'token': 'paper', 'score': 0.001}, {'token': 'standard', 'score': 0.001}]","[{'token': 'times', 'score': 0.493}, {'token': 'guardian', 'score': 0.22}, {'token': 'independent', 'score': 0.086}, {'token': 'economist', 'score': 0.06}, {'token': 'observer', 'score': 0.045}, {'token': 'sun', 'score': 0.024}, {'token': 'telegraph', 'score': 0.013}, {'token': 'bbc', 'score': 0.008}, {'token': 'mirror', 'score': 0.007}, {'token': 'spectator', 'score': 0.005}, {'token': 'globe', 'score': 0.002}, {'token': 'herald', 'score': 0.002}, {'token': 'hindu', 'score': 0.002}, {'token': 'mail', 'score': 0.001}, {'token': 'paper', 'score': 0.001}]",
110,microsoft,"[{'token': 'ibm', 'score': 0.224}, {'token': 'intel', 'score': 0.094}, {'token': 'google', 'score': 0.075}, {'token': 'microsoft', 'score': 0.065}, {'token': 'apple', 'score': 0.04}, {'token': 'computer', 'score': 0.037}, {'token': 'ward', 'score': 0.036}, {'token': 'avenue', 'score': 0.035}, {'token': 'century', 'score': 0.033}, {'token': 'floor', 'score': 0.032}, {'token': 'starbucks', 'score': 0.015}, {'token': 'inc', 'score': 0.013}, {'token': 'generation', 'score': 0.012}, {'token': 'precinct', 'score': 0.007}, {'token': 'cat', 'score': 0.007}]",,,
111,bbc,"[{'token': 'bbc', 'score': 0.88}, {'token': 'british', 'score': 0.05}, {'token': 'itv', 'score': 0.025}, {'token': 'popular', 'score': 0.022}, {'token': 'uk', 'score': 0.002}, {'token': 'successful', 'score': 0.002}, {'token': 'original', 'score': 0.002}, {'token': 'main', 'score': 0.001}, {'token': 'hospital', 'score': 0.001}, {'token': 'previous', 'score': 0.001}, {'token': 'thames', 'score': 0.001}, {'token': 'abc', 'score': 0.001}, {'token': 'television', 'score': 0.001}, {'token': 'hit', 'score': 0.0}, {'token': 'nbc', 'score': 0.0}]","[{'token': 'the', 'score': 0.779}, {'token': 'bbc', 'score': 0.111}, {'token': 'their', 'score': 0.051}, {'token': 'british', 'score': 0.025}, {'token': 'popular', 'score': 0.008}, {'token': 'itv', 'score': 0.006}, {'token': 'uk', 'score': 0.002}, {'token': 'former', 'score': 0.001}, {'token': 'another', 'score': 0.001}, {'token': 'scottish', 'score': 0.001}, {'token': 'previous', 'score': 0.001}, {'token': 'medical', 'score': 0.001}, {'token': 'existing', 'score': 0.0}, {'token': 'national', 'score': 0.0}, {'token': 'hospital', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.918}, {'token': 'british', 'score': 0.031}, {'token': 'itv', 'score': 0.019}, {'token': 'popular', 'score': 0.018}, {'token': 'uk', 'score': 0.001}, {'token': 'original', 'score': 0.001}, {'token': 'successful', 'score': 0.001}, {'token': 'hospital', 'score': 0.001}, {'token': 'thames', 'score': 0.001}, {'token': 'television', 'score': 0.001}, {'token': 'previous', 'score': 0.0}, {'token': 'nbc', 'score': 0.0}, {'token': 'hit', 'score': 0.0}, {'token': 'medical', 'score': 0.0}, {'token': 'abc', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.982}, {'token': 'children', 'score': 0.012}, {'token': 'itv', 'score': 0.002}, {'token': 'uk', 'score': 0.001}, {'token': 'abc', 'score': 0.0}, {'token': 'nbc', 'score': 0.0}, {'token': 'atv', 'score': 0.0}, {'token': 'network', 'score': 0.0}, {'token': 'women', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'men', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'hospital', 'score': 0.0}, {'token': 'organisation', 'score': 0.0}, {'token': 'tv', 'score': 0.0}]"
112,bbc,"[{'token': 'bbc', 'score': 0.177}, {'token': 'hbo', 'score': 0.118}, {'token': 'pbs', 'score': 0.101}, {'token': 'television', 'score': 0.059}, {'token': 'tv', 'score': 0.049}, {'token': 'short', 'score': 0.036}, {'token': 'italian', 'score': 0.036}, {'token': 'british', 'score': 0.024}, {'token': 'american', 'score': 0.022}, {'token': 'netflix', 'score': 0.02}, {'token': 'canadian', 'score': 0.019}, {'token': 'french', 'score': 0.016}, {'token': 'dvd', 'score': 0.013}, {'token': 'film', 'score': 0.013}, {'token': 'australian', 'score': 0.012}]",,,
113,bbc,"[{'token': 'bbc', 'score': 0.801}, {'token': 'university', 'score': 0.038}, {'token': 'programme', 'score': 0.014}, {'token': 'guardian', 'score': 0.013}, {'token': 'uk', 'score': 0.013}, {'token': 'telegraph', 'score': 0.011}, {'token': 'independent', 'score': 0.006}, {'token': 'college', 'score': 0.005}, {'token': 'institute', 'score': 0.004}, {'token': 'site', 'score': 0.004}, {'token': 'network', 'score': 0.004}, {'token': 'centre', 'score': 0.004}, {'token': 'company', 'score': 0.003}, {'token': 'school', 'score': 0.003}, {'token': 'observer', 'score': 0.002}]",,,
114,bbc,"[{'token': 'bbc', 'score': 0.517}, {'token': 'football', 'score': 0.099}, {'token': 'sports', 'score': 0.069}, {'token': 'television', 'score': 0.064}, {'token': 'radio', 'score': 0.043}, {'token': 'itv', 'score': 0.039}, {'token': 'the', 'score': 0.027}, {'token': 'match', 'score': 0.012}, {'token': 'media', 'score': 0.009}, {'token': 'tv', 'score': 0.008}, {'token': 'espn', 'score': 0.007}, {'token': 'rugby', 'score': 0.005}, {'token': 'british', 'score': 0.004}, {'token': 'english', 'score': 0.003}, {'token': 'sky', 'score': 0.003}]","[{'token': 'guardian', 'score': 0.367}, {'token': 'independent', 'score': 0.314}, {'token': 'bbc', 'score': 0.089}, {'token': 'sun', 'score': 0.046}, {'token': 'times', 'score': 0.032}, {'token': 'telegraph', 'score': 0.023}, {'token': 'herald', 'score': 0.017}, {'token': 'mirror', 'score': 0.013}, {'token': 'observer', 'score': 0.01}, {'token': 'mail', 'score': 0.006}, {'token': 'club', 'score': 0.004}, {'token': 'abc', 'score': 0.004}, {'token': 'spectator', 'score': 0.003}, {'token': 'economist', 'score': 0.003}, {'token': 'newspaper', 'score': 0.003}]","[{'token': 'bbc', 'score': 0.368}, {'token': 'sports', 'score': 0.1}, {'token': 'football', 'score': 0.091}, {'token': 'television', 'score': 0.079}, {'token': 'itv', 'score': 0.041}, {'token': 'the', 'score': 0.041}, {'token': 'radio', 'score': 0.039}, {'token': 'tv', 'score': 0.016}, {'token': 'sky', 'score': 0.011}, {'token': 'rugby', 'score': 0.011}, {'token': 'espn', 'score': 0.01}, {'token': 'political', 'score': 0.009}, {'token': 'media', 'score': 0.009}, {'token': 'match', 'score': 0.006}, {'token': 'boxing', 'score': 0.006}]",
