obj_label,masked_sentence,masked_sentence_roberta
alberta,"It was founded in 1879, before the official incorporation of the city of Edmonton, or the province of [MASK].","It was founded in 1879, before the official incorporation of the city of Edmonton, or the province of <mask>."
alberta,"Thiessen previously lived in Edmonton, Alberta and was formerly a drama instructor at the University of [MASK].","Thiessen previously lived in Edmonton, Alberta and was formerly a drama instructor at the University of <mask>."
alberta,He has also received the City of Edmonton Arts Achievement Award and the Alumni Award of Excellence from the University of [MASK].,He has also received the City of Edmonton Arts Achievement Award and the Alumni Award of Excellence from the University of <mask>.
alberta,"Hughes grew up in [MASK], Canada and studied at Grant MacEwan College (now MacEwan University) in Edmonton and the Banff School of Fine Arts with guitarists Ed Bickert and Gene Bertoncini.","Hughes grew up in <mask>, Canada and studied at Grant MacEwan College (now MacEwan University) in Edmonton and the Banff School of Fine Arts with guitarists Ed Bickert and Gene Bertoncini."
alberta,"Based in Edmonton, Alberta, ATCO Electric transmits and distributes electricity to two thirds of [MASK], namely in north and east-central Alberta, as well as communities in the Yukon and North West Territories.","Based in Edmonton, Alberta, ATCO Electric transmits and distributes electricity to two thirds of <mask>, namely in north and east-central Alberta, as well as communities in the Yukon and North West Territories."
alberta,"Based in Edmonton, Alberta, ATCO Electric transmits and distributes electricity to two thirds of Alberta, namely in north and east-central [MASK], as well as communities in the Yukon and North West Territories.","Based in Edmonton, Alberta, ATCO Electric transmits and distributes electricity to two thirds of Alberta, namely in north and east-central <mask>, as well as communities in the Yukon and North West Territories."
alberta,"Born in Edmonton, Woloshyn received a bachelor of education degree from the University of [MASK], and went on to serve as teacher, department head and principal of Memorial Composite High School in Stony Plain.","Born in Edmonton, Woloshyn received a bachelor of education degree from the University of <mask>, and went on to serve as teacher, department head and principal of Memorial Composite High School in Stony Plain."
alberta,"Its boundaries stretch across a broad area of [MASK] east and north of Edmonton, including nearly all the areas traditionally considered part of Canada's first Ukrainian Block Settlement, the Edna-Star colony.","Its boundaries stretch across a broad area of <mask> east and north of Edmonton, including nearly all the areas traditionally considered part of Canada's first Ukrainian Block Settlement, the Edna-Star colony."
alberta,"It is one of six contemporary hit radio stations in [MASK], the other being Calgary's CIBK-FM & CKMP-FM, Edmonton's CHBN-FM & CFMG-FM and Red Deer's CKIK-FM.","It is one of six contemporary hit radio stations in <mask>, the other being Calgary's CIBK-FM & CKMP-FM, Edmonton's CHBN-FM & CFMG-FM and Red Deer's CKIK-FM."
alberta,"Dreaming of the Masters III, a three-movement jazz suite for trumpet and orchestra written for Jens Lindemann and commissioned by the Edmonton Symphony Orchestra with funding from the [MASK] Foundation for the Arts received its world premiere on September 17, 2010.","Dreaming of the Masters III, a three-movement jazz suite for trumpet and orchestra written for Jens Lindemann and commissioned by the Edmonton Symphony Orchestra with funding from the <mask> Foundation for the Arts received its world premiere on September 17, 2010."
alberta,"He taught at the University of [MASK] in Edmonton until 1979, when he became the first director of music at the Banff Centre for the Arts and where he was head of the string department as well as both the Centre's music co-ordinator and music director, overseeing the Centre's summer programs until his retirement in 2004.","He taught at the University of <mask> in Edmonton until 1979, when he became the first director of music at the Banff Centre for the Arts and where he was head of the string department as well as both the Centre's music co-ordinator and music director, overseeing the Centre's summer programs until his retirement in 2004."
alberta,"In 1987 he moved to Edmonton, Alberta, Canada to take up the post of Assistant Professor of Botany and Curator of the Vascular Plant Herbarium (ALTA) at the University of [MASK] (1987–1990).","In 1987 he moved to Edmonton, Alberta, Canada to take up the post of Assistant Professor of Botany and Curator of the Vascular Plant Herbarium (ALTA) at the University of <mask> (1987–1990)."
alberta,"In 1975, while a student at the University of [MASK], he became Principal Horn of the Edmonton Symphony Orchestra.","In 1975, while a student at the University of <mask>, he became Principal Horn of the Edmonton Symphony Orchestra."
alberta,"The 19th Alberta Dragoons originated in Edmonton, Alberta on 1 February 1908, when the 19th The [MASK] Mounted Rifles were authorized to be formed and was redesignated as the 19th Alberta Dragoons on 3 January 1911.","The 19th Alberta Dragoons originated in Edmonton, Alberta on 1 February 1908, when the 19th The <mask> Mounted Rifles were authorized to be formed and was redesignated as the 19th Alberta Dragoons on 3 January 1911."
alberta,"The [MASK] School of Business, University of Alberta is located in Edmonton, Alberta, Canada.","The <mask> School of Business, University of Alberta is located in Edmonton, Alberta, Canada."
alberta,"The Alberta School of Business, University of [MASK] is located in Edmonton, Alberta, Canada.","The Alberta School of Business, University of <mask> is located in Edmonton, Alberta, Canada."
alberta,"Amber Valley is an unincorporated community in [MASK], Canada, about 100 miles north of the capital Edmonton.","Amber Valley is an unincorporated community in <mask>, Canada, about 100 miles north of the capital Edmonton."
alberta,In the 2004 Alberta general election Hector narrowly hung on to his seat defeating Dale Lueken from the [MASK] Alliance Party in one of the closest election battles outside of the Edmonton region.,In the 2004 Alberta general election Hector narrowly hung on to his seat defeating Dale Lueken from the <mask> Alliance Party in one of the closest election battles outside of the Edmonton region.
alberta,"Pasquale de Luca (surname also spelled DeLuca) (born 26 May 1962 in Edmonton) is a former professional soccer player from [MASK], Canada.","Pasquale de Luca (surname also spelled DeLuca) (born 26 May 1962 in Edmonton) is a former professional soccer player from <mask>, Canada."
alberta,"Born in Edmonton, Alberta, he received a Bachelor of Arts degree from the University of [MASK], a B.D.","Born in Edmonton, Alberta, he received a Bachelor of Arts degree from the University of <mask>, a B.D."
alberta,"For example, this is the case in the Charlotte-Mecklenberg police, NC, the Folsom police, CA., and the Edmonton police, [MASK], Canada.","For example, this is the case in the Charlotte-Mecklenberg police, NC, the Folsom police, CA., and the Edmonton police, <mask>, Canada."
alberta,from the University of [MASK] in Edmonton.,from the University of <mask> in Edmonton.
alberta,"He was formerly a professor of English at the University of [MASK], and lives in Edmonton, Alberta.","He was formerly a professor of English at the University of <mask>, and lives in Edmonton, Alberta."
alberta,"[MASK] Opera Musical Theatre for Young People, based in Edmonton, Alberta, Canada, is the major touring Theatre for Young Audiences company in Alberta.","<mask> Opera Musical Theatre for Young People, based in Edmonton, Alberta, Canada, is the major touring Theatre for Young Audiences company in Alberta."
alberta,"Alberta Opera Musical Theatre for Young People, based in Edmonton, Alberta, Canada, is the major touring Theatre for Young Audiences company in [MASK].","Alberta Opera Musical Theatre for Young People, based in Edmonton, Alberta, Canada, is the major touring Theatre for Young Audiences company in <mask>."
alberta,"It provides an important transit connection between southwest Edmonton neighbourhoods, the University of [MASK] and downtown Edmonton.","It provides an important transit connection between southwest Edmonton neighbourhoods, the University of <mask> and downtown Edmonton."
alberta,"He is currently working on his show entitled ""The Addlepated Nixie"" with the graduating class of performance arts at Grant MacEwan Community College in Edmonton [MASK].","He is currently working on his show entitled ""The Addlepated Nixie"" with the graduating class of performance arts at Grant MacEwan Community College in Edmonton <mask>."
alberta,"The highest frequency of towns in [MASK] is found in the Queen Elizabeth II Highway/Highway 2A corridor between Calgary and Edmonton corridor including, from south to north, Crossfield, Carstairs, Didsbury, Olds, Bowden, Innisfail, Penhold, Blackfalds, Ponoka and Millet.","The highest frequency of towns in <mask> is found in the Queen Elizabeth II Highway/Highway 2A corridor between Calgary and Edmonton corridor including, from south to north, Crossfield, Carstairs, Didsbury, Olds, Bowden, Innisfail, Penhold, Blackfalds, Ponoka and Millet."
alberta,"The Canadian Circumpolar Collection is a specialized collection of the University of [MASK] Libraries, located in Edmonton, Alberta, Canada.","The Canadian Circumpolar Collection is a specialized collection of the University of <mask> Libraries, located in Edmonton, Alberta, Canada."
alberta,"Its business plan is to build one or more twin-reactor ACR-1000 nuclear plants in partnership with Atomic Energy of Canada Limited to supply electrical energy for future expansion of oil extraction from the Athabasca Oil Sands, oil upgrading facilities (located near Edmonton) and the [MASK] electrical grid.","Its business plan is to build one or more twin-reactor ACR-1000 nuclear plants in partnership with Atomic Energy of Canada Limited to supply electrical energy for future expansion of oil extraction from the Athabasca Oil Sands, oil upgrading facilities (located near Edmonton) and the <mask> electrical grid."
alberta,"Originally founded in 1927 as the Edmonton and Northern [MASK] Aero Club, the club's first president was Canadian World War I flying ace, Wilfrid R.","Originally founded in 1927 as the Edmonton and Northern <mask> Aero Club, the club's first president was Canadian World War I flying ace, Wilfrid R."
alberta,"Cecil John Harry ""Cec"" Purves (born October 18, 1933) is a politician in [MASK], Canada, who served as mayor of Edmonton.","Cecil John Harry ""Cec"" Purves (born October 18, 1933) is a politician in <mask>, Canada, who served as mayor of Edmonton."
alberta,"Of Ukrainian descent, she was born in Edmonton, Alberta and educated at the University of [MASK], the University of Washington, and the University of Toronto.","Of Ukrainian descent, she was born in Edmonton, Alberta and educated at the University of <mask>, the University of Washington, and the University of Toronto."
alberta,"Kostash is a recipient of the [MASK] Achievement Award (1988) and of the Alberta Council of Ukrainian Arts “Excellence in Artistry” Award, 2001, the Canadian Conference of the Arts Honorary Life Member award, 2002, the Queen’s Jubilee Award, 2002, the Alberta Centennial Medal, 2005, the City of Edmonton’s 2006 Citation Award, “Salute to Excellence,” and the Writers Guild of Alberta Golden Pen Award for lifetime achievement, 2008.","Kostash is a recipient of the <mask> Achievement Award (1988) and of the Alberta Council of Ukrainian Arts “Excellence in Artistry” Award, 2001, the Canadian Conference of the Arts Honorary Life Member award, 2002, the Queen’s Jubilee Award, 2002, the Alberta Centennial Medal, 2005, the City of Edmonton’s 2006 Citation Award, “Salute to Excellence,” and the Writers Guild of Alberta Golden Pen Award for lifetime achievement, 2008."
alberta,"Kostash is a recipient of the Alberta Achievement Award (1988) and of the [MASK] Council of Ukrainian Arts “Excellence in Artistry” Award, 2001, the Canadian Conference of the Arts Honorary Life Member award, 2002, the Queen’s Jubilee Award, 2002, the Alberta Centennial Medal, 2005, the City of Edmonton’s 2006 Citation Award, “Salute to Excellence,” and the Writers Guild of Alberta Golden Pen Award for lifetime achievement, 2008.","Kostash is a recipient of the Alberta Achievement Award (1988) and of the <mask> Council of Ukrainian Arts “Excellence in Artistry” Award, 2001, the Canadian Conference of the Arts Honorary Life Member award, 2002, the Queen’s Jubilee Award, 2002, the Alberta Centennial Medal, 2005, the City of Edmonton’s 2006 Citation Award, “Salute to Excellence,” and the Writers Guild of Alberta Golden Pen Award for lifetime achievement, 2008."
alberta,"Kostash is a recipient of the Alberta Achievement Award (1988) and of the Alberta Council of Ukrainian Arts “Excellence in Artistry” Award, 2001, the Canadian Conference of the Arts Honorary Life Member award, 2002, the Queen’s Jubilee Award, 2002, the Alberta Centennial Medal, 2005, the City of Edmonton’s 2006 Citation Award, “Salute to Excellence,” and the Writers Guild of [MASK] Golden Pen Award for lifetime achievement, 2008.","Kostash is a recipient of the Alberta Achievement Award (1988) and of the Alberta Council of Ukrainian Arts “Excellence in Artistry” Award, 2001, the Canadian Conference of the Arts Honorary Life Member award, 2002, the Queen’s Jubilee Award, 2002, the Alberta Centennial Medal, 2005, the City of Edmonton’s 2006 Citation Award, “Salute to Excellence,” and the Writers Guild of <mask> Golden Pen Award for lifetime achievement, 2008."
alberta,"Born in Edmonton, Alberta, she was educated at the University of [MASK] and York University.","Born in Edmonton, Alberta, she was educated at the University of <mask> and York University."
alberta,"It is [MASK]'s fourth-largest city by population after Calgary, Edmonton and Red Deer, and the third-largest by area after Calgary and Edmonton.","It is <mask>'s fourth-largest city by population after Calgary, Edmonton and Red Deer, and the third-largest by area after Calgary and Edmonton."
alberta,"It is [MASK]'s fourth-largest city by population after Calgary, Edmonton and Red Deer, and the third-largest by area after Calgary and Edmonton.","It is <mask>'s fourth-largest city by population after Calgary, Edmonton and Red Deer, and the third-largest by area after Calgary and Edmonton."
alberta,"Edmonton International Airport (IATA: YEG, ICAO: CYEG) is the primary air passenger and air cargo facility in the Edmonton region of the Canadian province of [MASK].","Edmonton International Airport (IATA: YEG, ICAO: CYEG) is the primary air passenger and air cargo facility in the Edmonton region of the Canadian province of <mask>."
alberta,There is also a long northern arm which runs through [MASK] to Edmonton and then up through northern British Columbia to Yukon.,There is also a long northern arm which runs through <mask> to Edmonton and then up through northern British Columbia to Yukon.
alberta,"The Kubasonics are a Canadian band from Edmonton honoured in [MASK]’s Ukrainian Canadian community for recreating traditional Ukrainian melodies, with a twist.","The Kubasonics are a Canadian band from Edmonton honoured in <mask>’s Ukrainian Canadian community for recreating traditional Ukrainian melodies, with a twist."
alberta,"of Edmonton before passing in January 1981 to Hudson Bay Oil & Gas in Kaybob, [MASK] as their #3.Hudson Oil & Gas became Dome Petroleum and then Amoco Canada Petroleum, for whom the locomotive remains operable.","of Edmonton before passing in January 1981 to Hudson Bay Oil & Gas in Kaybob, <mask> as their #3.Hudson Oil & Gas became Dome Petroleum and then Amoco Canada Petroleum, for whom the locomotive remains operable."
alberta,"Jasper Place, originally named West Jasper Place, is a former town in [MASK], Canada now within the City of Edmonton.","Jasper Place, originally named West Jasper Place, is a former town in <mask>, Canada now within the City of Edmonton."
alberta,"He also operated a vineyard; had three ranches in [MASK] and British Columbia where he raised pure-bred black angus cattle; ran three racehorse transport companies in Alberta, Ontario and Quebec and formed the Hertz Truck Rental franchise in Edmonton.","He also operated a vineyard; had three ranches in <mask> and British Columbia where he raised pure-bred black angus cattle; ran three racehorse transport companies in Alberta, Ontario and Quebec and formed the Hertz Truck Rental franchise in Edmonton."
alberta,"He also operated a vineyard; had three ranches in Alberta and British Columbia where he raised pure-bred black angus cattle; ran three racehorse transport companies in [MASK], Ontario and Quebec and formed the Hertz Truck Rental franchise in Edmonton.","He also operated a vineyard; had three ranches in Alberta and British Columbia where he raised pure-bred black angus cattle; ran three racehorse transport companies in <mask>, Ontario and Quebec and formed the Hertz Truck Rental franchise in Edmonton."
alberta,"Strathcona was a city in [MASK], Canada, located on the south side of the North Saskatchewan River across from the City of Edmonton.","Strathcona was a city in <mask>, Canada, located on the south side of the North Saskatchewan River across from the City of Edmonton."
alberta,"Though Highway 14 is one of the three major highways leading from Saskatoon to [MASK], it is less used than Highway 7 or Highway 16 as the other highways provide direct access to Calgary and Edmonton respectively.","Though Highway 14 is one of the three major highways leading from Saskatoon to <mask>, it is less used than Highway 7 or Highway 16 as the other highways provide direct access to Calgary and Edmonton respectively."
alberta,"Concordia Lutheran Seminary is a Lutheran seminary situated on the north bank of the North Saskatchewan River in Edmonton, the provincial capital of [MASK], Canada.","Concordia Lutheran Seminary is a Lutheran seminary situated on the north bank of the North Saskatchewan River in Edmonton, the provincial capital of <mask>, Canada."
alberta,"The seminary is located on the same campus as Concordia University of Edmonton, the Lutheran Historical Institute, and the [MASK] - British Columbia District Office of Lutheran Church - Canada.","The seminary is located on the same campus as Concordia University of Edmonton, the Lutheran Historical Institute, and the <mask> - British Columbia District Office of Lutheran Church - Canada."
alberta,"Concordia Lutheran Seminary is a Lutheran seminary situated on the north bank of the North Saskatchewan River in Edmonton, the provincial capital of [MASK], Canada.","Concordia Lutheran Seminary is a Lutheran seminary situated on the north bank of the North Saskatchewan River in Edmonton, the provincial capital of <mask>, Canada."
alberta,"He tried to build an extensive system in [MASK], the Edmonton, Dunvegan and British Columbia Railway, which was hampered by the World War I.","He tried to build an extensive system in <mask>, the Edmonton, Dunvegan and British Columbia Railway, which was hampered by the World War I."
alberta,"The list of chancellors of the University of [MASK], Edmonton, Canada:","The list of chancellors of the University of <mask>, Edmonton, Canada:"
alberta,"He is the tenth and current Archbishop of Toronto, having previously served as Bishop of Saint Paul in [MASK] (1997–1999) and Archbishop of Edmonton (1999–2006).","He is the tenth and current Archbishop of Toronto, having previously served as Bishop of Saint Paul in <mask> (1997–1999) and Archbishop of Edmonton (1999–2006)."
alberta,"The list of presidents of the University of [MASK], Edmonton, Canada:","The list of presidents of the University of <mask>, Edmonton, Canada:"
alberta,"Servus Credit Union is a member-owned, community-based financial institution based in Edmonton, Alberta, and in 2015 became the second largest credit union in Canada and the largest credit union in [MASK].","Servus Credit Union is a member-owned, community-based financial institution based in Edmonton, Alberta, and in 2015 became the second largest credit union in Canada and the largest credit union in <mask>."
alberta,"A concentration of several heritage buildings can be designated a ""Provincial Historic Area"", and there are two such areas in [MASK]: downtown Fort Macleod and Old Strathcona in Edmonton.","A concentration of several heritage buildings can be designated a ""Provincial Historic Area"", and there are two such areas in <mask>: downtown Fort Macleod and Old Strathcona in Edmonton."
alberta,"Albert is a city in [MASK], Canada, on the Sturgeon River northwest of the City of Edmonton.","Albert is a city in <mask>, Canada, on the Sturgeon River northwest of the City of Edmonton."
alberta,"After a brief stint on Edmonton's first city council, he was elected in [MASK]'s inaugural provincial election as a Liberal.","After a brief stint on Edmonton's first city council, he was elected in <mask>'s inaugural provincial election as a Liberal."
alberta,"It is a popular residential neighbourhood with easy access to downtown, the University of [MASK], the Edmonton river valley park system, and other amenities.","It is a popular residential neighbourhood with easy access to downtown, the University of <mask>, the Edmonton river valley park system, and other amenities."
alberta,"Thomas, USVI; Otter Tail Power Company in Fergus Falls, Minnesota, and [MASK] Telephone in Edmonton, Alberta, Canada.","Thomas, USVI; Otter Tail Power Company in Fergus Falls, Minnesota, and <mask> Telephone in Edmonton, Alberta, Canada."
alberta,"He practiced law in Edmonton and Whitecourt, [MASK] from 1963 to 1969.","He practiced law in Edmonton and Whitecourt, <mask> from 1963 to 1969."
alberta,"Mike Nickel (born April 27, 1965) is a politician in [MASK], Canada and the current Ward 11 councillor in Edmonton.","Mike Nickel (born April 27, 1965) is a politician in <mask>, Canada and the current Ward 11 councillor in Edmonton."
alberta,"The highway enters [MASK] through the Rocky Mountains near Jasper, 100 km (62 mi) from Tête Jaune Cache, passes through Edmonton 366 km (227 mi) further east, and travels another 250 km (160 mi) before entering Saskatchewan at Lloydminster.","The highway enters <mask> through the Rocky Mountains near Jasper, 100 km (62 mi) from Tête Jaune Cache, passes through Edmonton 366 km (227 mi) further east, and travels another 250 km (160 mi) before entering Saskatchewan at Lloydminster."
alberta,"Préfontaine-Brock Lakes Natural Area is a 197 hectare [MASK] Parks natural wildlife management area located west of Edmonton, AB.","Préfontaine-Brock Lakes Natural Area is a 197 hectare <mask> Parks natural wildlife management area located west of Edmonton, AB."
alberta,"Clareview LRT station and transit centre are located just to the east of York, giving residents easy access to Rexall Place, Edmonton's Commonwealth Stadium, the downtown core, and the University of [MASK].","Clareview LRT station and transit centre are located just to the east of York, giving residents easy access to Rexall Place, Edmonton's Commonwealth Stadium, the downtown core, and the University of <mask>."
alberta,"The original dedication ceremony was held on October 17, 1920, making the cenotaph the first to be erected in the Edmonton area, and one of the earliest in [MASK].","The original dedication ceremony was held on October 17, 1920, making the cenotaph the first to be erected in the Edmonton area, and one of the earliest in <mask>."
alberta,"Port Alberta is a joint venture between the Edmonton Economic Development Corporation (EEDC) and Edmonton International Airport (EIA) based in the Edmonton Capital Region in [MASK], Canada.","Port Alberta is a joint venture between the Edmonton Economic Development Corporation (EEDC) and Edmonton International Airport (EIA) based in the Edmonton Capital Region in <mask>, Canada."
alberta,Oliver is one of the densest neighbourhoods in Edmonton and West Oliver is the densest area in [MASK].,Oliver is one of the densest neighbourhoods in Edmonton and West Oliver is the densest area in <mask>.
alberta,"Parkallen is a residential neighbourhood in south Edmonton, Alberta, Canada located just to the east of the University of [MASK] farm and the Neil Crawford Centre.","Parkallen is a residential neighbourhood in south Edmonton, Alberta, Canada located just to the east of the University of <mask> farm and the Neil Crawford Centre."
alberta,"The Northern [MASK] Business Incubator is a mixed-use, not-for-profit, incubator that has served the needs of Edmonton area entrepreneurs for almost twenty years.","The Northern <mask> Business Incubator is a mixed-use, not-for-profit, incubator that has served the needs of Edmonton area entrepreneurs for almost twenty years."
alberta,"Edward William ""Eddie"" Ewasiuk (September 24, 1933 – April 14, 2006) was a labour activist, a city councilor in Edmonton, Alberta and a NDP Member of the Legislative Assembly in the Legislative Assembly of [MASK].","Edward William ""Eddie"" Ewasiuk (September 24, 1933 – April 14, 2006) was a labour activist, a city councilor in Edmonton, Alberta and a NDP Member of the Legislative Assembly in the Legislative Assembly of <mask>."
alberta,"The neighbourhood description in the map utility on the City of Edmonton website describes Lansdowne as a neighbourhood with ""a quiet pastoral atmosphere and the opportunity to view the rural, agricultural setting of the University of [MASK] Farm from the bicycle path through the eastern portion of the farm.""","The neighbourhood description in the map utility on the City of Edmonton website describes Lansdowne as a neighbourhood with ""a quiet pastoral atmosphere and the opportunity to view the rural, agricultural setting of the University of <mask> Farm from the bicycle path through the eastern portion of the farm."""
alberta,"The University of [MASK] Hospital (UAH) is a research and teaching hospital in Edmonton, Alberta, Canada.","The University of <mask> Hospital (UAH) is a research and teaching hospital in Edmonton, Alberta, Canada."
alberta,"Edmonton/Villeneuve (Rose Field) Aerodrome (TC LID: CRF3) is a private aerodrome located 2 nautical miles (3.7 km; 2.3 mi) southeast of Villeneuve in Sturgeon County, [MASK], Canada.","Edmonton/Villeneuve (Rose Field) Aerodrome (TC LID: CRF3) is a private aerodrome located 2 nautical miles (3.7 km; 2.3 mi) southeast of Villeneuve in Sturgeon County, <mask>, Canada."
alberta,"In January 1999, the northern two-thirds of [MASK], including Edmonton, split off as 780, leaving 403 to serve Calgary and southern Alberta.","In January 1999, the northern two-thirds of <mask>, including Edmonton, split off as 780, leaving 403 to serve Calgary and southern Alberta."
alberta,"Currie left the Tyrrell to become a professor at the University of [MASK] in Edmonton) Tanke worked as a lab and field technician, a job he still holds today.","Currie left the Tyrrell to become a professor at the University of <mask> in Edmonton) Tanke worked as a lab and field technician, a job he still holds today."
