obj_label,masked_sentence,masked_sentence_roberta
apple,"In the Prologue to Return to the Little Kingdom: Steve Jobs, the Creation of Apple, and How It Changed the World (the 2009 updated reissue of The Little Kingdom) Moritz states that he was as incensed as Jobs was about the Time Magazine special issue: ""Steve rightly took umbrage over his portrayal and what he saw as a grotesque betrayal of confidences, while I was equally distraught by the way in which material I had arduously gathered for a book about [MASK] was siphoned, filtered, and poisoned with a gossipy benzene by an editor in New York whose regular task was to chronicle the wayward world of rock-and-roll music.","In the Prologue to Return to the Little Kingdom: Steve Jobs, the Creation of Apple, and How It Changed the World (the 2009 updated reissue of The Little Kingdom) Moritz states that he was as incensed as Jobs was about the Time Magazine special issue: ""Steve rightly took umbrage over his portrayal and what he saw as a grotesque betrayal of confidences, while I was equally distraught by the way in which material I had arduously gathered for a book about <mask> was siphoned, filtered, and poisoned with a gossipy benzene by an editor in New York whose regular task was to chronicle the wayward world of rock-and-roll music."
apple,"I finished my leave [and] published my book, The Little Kingdom: The Private Story of [MASK], which I felt, unlike the unfortunate magazine article, presented a balanced portrait of the young Steve Jobs.""","I finished my leave [and] published my book, The Little Kingdom: The Private Story of <mask>, which I felt, unlike the unfortunate magazine article, presented a balanced portrait of the young Steve Jobs."""
apple,He has been a member of the company's executive leadership team since Steve Jobs returned to [MASK] in 1997.,He has been a member of the company's executive leadership team since Steve Jobs returned to <mask> in 1997.
apple,"She is the widow of Steve Jobs, co-founder and former chief executive officer of [MASK]","She is the widow of Steve Jobs, co-founder and former chief executive officer of <mask>"
apple,"Near the end of the book, Wozniak explains that he wrote the book in order to dispel some misconceptions that have been spread about him, his relationship with Steve Jobs and his relationship with and feelings towards [MASK].","Near the end of the book, Wozniak explains that he wrote the book in order to dispel some misconceptions that have been spread about him, his relationship with Steve Jobs and his relationship with and feelings towards <mask>."
apple,Steve Jobs closed the group when he returned to [MASK] in 1997.,Steve Jobs closed the group when he returned to <mask> in 1997.
apple,"Unlike the larger and more influential MacWorld Conference & Expo held annually in January in California, recently deceased former [MASK] CEO Steve Jobs did not attend MacExpo for keynote speeches; However, MacExpo remained the largest annual event for the Macintosh and related Apple products in many countries in Europe.","Unlike the larger and more influential MacWorld Conference & Expo held annually in January in California, recently deceased former <mask> CEO Steve Jobs did not attend MacExpo for keynote speeches; However, MacExpo remained the largest annual event for the Macintosh and related Apple products in many countries in Europe."
apple,"Unlike the larger and more influential MacWorld Conference & Expo held annually in January in California, recently deceased former Apple CEO Steve Jobs did not attend MacExpo for keynote speeches; However, MacExpo remained the largest annual event for the [MASK] and related Apple products in many countries in Europe.","Unlike the larger and more influential MacWorld Conference & Expo held annually in January in California, recently deceased former Apple CEO Steve Jobs did not attend MacExpo for keynote speeches; However, MacExpo remained the largest annual event for the <mask> and related Apple products in many countries in Europe."
apple,"Unlike the larger and more influential MacWorld Conference & Expo held annually in January in California, recently deceased former Apple CEO Steve Jobs did not attend MacExpo for keynote speeches; However, MacExpo remained the largest annual event for the Macintosh and related [MASK] products in many countries in Europe.","Unlike the larger and more influential MacWorld Conference & Expo held annually in January in California, recently deceased former Apple CEO Steve Jobs did not attend MacExpo for keynote speeches; However, MacExpo remained the largest annual event for the Macintosh and related <mask> products in many countries in Europe."
apple,She is the daughter of [MASK] co-founder Steve Jobs and Chrisann Brennan.,She is the daughter of <mask> co-founder Steve Jobs and Chrisann Brennan.
apple,"An early [MASK], the Lisa, is named for Brennan-Jobs, and she has been depicted in a number of biographies and films, including the biopics Pirates of Silicon Valley, Jobs, and Steve Jobs.","An early <mask>, the Lisa, is named for Brennan-Jobs, and she has been depicted in a number of biographies and films, including the biopics Pirates of Silicon Valley, Jobs, and Steve Jobs."
apple,The Mac clone business was stopped after Steve Jobs returned as interim CEO of [MASK] in July 1997.,The Mac clone business was stopped after Steve Jobs returned as interim CEO of <mask> in July 1997.
apple,"Under the pseudonym ""Fake Steve Jobs,"" he also wrote The Secret Diary of Steve Jobs, a popular blog and parody of [MASK] CEO Steve Jobs.","Under the pseudonym ""Fake Steve Jobs,"" he also wrote The Secret Diary of Steve Jobs, a popular blog and parody of <mask> CEO Steve Jobs."
apple,"Under the pseudonym ""Fake Steve Jobs,"" he also wrote The Secret Diary of Steve Jobs, a popular blog and parody of [MASK] CEO Steve Jobs.","Under the pseudonym ""Fake Steve Jobs,"" he also wrote The Secret Diary of Steve Jobs, a popular blog and parody of <mask> CEO Steve Jobs."
apple,"On October 14, 2005, during the Macworld 2005 Keynote presentation (which introduced the new iPod with Video) Steve Jobs showcased Tiki Bar TV to the audience as an example of a ""Video Podcast"" (which, at that point in time, was a relatively new media format) as something that could be loaded on to the new video iPod using [MASK]'s proprietary iTunes software for no charge.","On October 14, 2005, during the Macworld 2005 Keynote presentation (which introduced the new iPod with Video) Steve Jobs showcased Tiki Bar TV to the audience as an example of a ""Video Podcast"" (which, at that point in time, was a relatively new media format) as something that could be loaded on to the new video iPod using <mask>'s proprietary iTunes software for no charge."
apple,Daniel Kottke is a college friend of Steve Jobs and one of the first employees of [MASK],Daniel Kottke is a college friend of Steve Jobs and one of the first employees of <mask>
apple,The history of the iPhone line of phones begins with a direction from Steve Jobs to [MASK],The history of the iPhone line of phones begins with a direction from Steve Jobs to <mask>
apple,"She was also one of the original employees of NeXT (the company formed by Steve Jobs after leaving [MASK] in 1985), working as the Creative Director.","She was also one of the original employees of NeXT (the company formed by Steve Jobs after leaving <mask> in 1985), working as the Creative Director."
apple,The operating system was handed out for no charge by [MASK] employees after Steve Jobs' keynote speech at the Seybold publishing conference in San Francisco.,The operating system was handed out for no charge by <mask> employees after Steve Jobs' keynote speech at the Seybold publishing conference in San Francisco.
apple,"On October 14, 2005, during the Macworld 2005 Keynote presentation (which introduced the new iPod with Video) Steve Jobs showcased Tiki Bar TV to the audience as an example of a ""Video Podcast"" (which, at that point in time, was a relatively new media format) as something that could be loaded on to the new video iPod using [MASK]'s proprietary iTunes software for no charge.","On October 14, 2005, during the Macworld 2005 Keynote presentation (which introduced the new iPod with Video) Steve Jobs showcased Tiki Bar TV to the audience as an example of a ""Video Podcast"" (which, at that point in time, was a relatively new media format) as something that could be loaded on to the new video iPod using <mask>'s proprietary iTunes software for no charge."
apple,"After Steve Jobs' return to [MASK] and the death of OpenDoc, Oberon microsystems dropped the support for Apple with Release 1.3.3 around 2001.","After Steve Jobs' return to <mask> and the death of OpenDoc, Oberon microsystems dropped the support for Apple with Release 1.3.3 around 2001."
apple,"After Steve Jobs' return to Apple and the death of OpenDoc, Oberon microsystems dropped the support for [MASK] with Release 1.3.3 around 2001.","After Steve Jobs' return to Apple and the death of OpenDoc, Oberon microsystems dropped the support for <mask> with Release 1.3.3 around 2001."
apple,"[MASK] abandoned work on QD3D after Steve Jobs took over in 1998, and announced that future 3D support on Mac OS would be based on OpenGL.","<mask> abandoned work on QD3D after Steve Jobs took over in 1998, and announced that future 3D support on Mac OS would be based on OpenGL."
apple,"The merger is similar to [MASK]'s 1996 acquisition of NeXTComputer Inc., as both companies were founded by the same individual (Steve Jobs in the case of Apple, Cypher Zero with New York Circus Arts).","The merger is similar to <mask>'s 1996 acquisition of NeXTComputer Inc., as both companies were founded by the same individual (Steve Jobs in the case of Apple, Cypher Zero with New York Circus Arts)."
apple,"The merger is similar to Apple Computer's 1996 acquisition of NeXTComputer Inc., as both companies were founded by the same individual (Steve Jobs in the case of [MASK], Cypher Zero with New York Circus Arts).","The merger is similar to Apple Computer's 1996 acquisition of NeXTComputer Inc., as both companies were founded by the same individual (Steve Jobs in the case of <mask>, Cypher Zero with New York Circus Arts)."
apple,"In 1998, after the return of Steve Jobs, [MASK] consolidated its multiple consumer-level desktop models into the all-in-one iMac G3, which became a commercial success and revitalized the brand.","In 1998, after the return of Steve Jobs, <mask> consolidated its multiple consumer-level desktop models into the all-in-one iMac G3, which became a commercial success and revitalized the brand."
apple,"At the WWDC on June 11, 2007, [MASK]'s CEO, Steve Jobs, announced that out of the 22 million Mac OS X users, more than 67% were using Tiger.","At the WWDC on June 11, 2007, <mask>'s CEO, Steve Jobs, announced that out of the 22 million Mac OS X users, more than 67% were using Tiger."
apple,"More recently there has been a move away from skeuomorphism, including at [MASK] Inc, whose operating system under the leadership of Steve Jobs formerly championed the approach.","More recently there has been a move away from skeuomorphism, including at <mask> Inc, whose operating system under the leadership of Steve Jobs formerly championed the approach."
apple,"Lawson and Ron Jones were the sole black members of the Homebrew Computer Club, a group of early computer hobbyists which would produce a number of industry legends, including [MASK] founders Steve Jobs and Steve Wozniak.","Lawson and Ron Jones were the sole black members of the Homebrew Computer Club, a group of early computer hobbyists which would produce a number of industry legends, including <mask> founders Steve Jobs and Steve Wozniak."
apple,"Steve Jobs offered Estridge a multimillion-dollar job as president of [MASK], which he turned down.","Steve Jobs offered Estridge a multimillion-dollar job as president of <mask>, which he turned down."
apple,"The iPhone 4 introduced a new hardware design to the iPhone line, which [MASK]'s CEO Steve Jobs touted as the thinnest smartphone in the world at the time; it consisted of an uninsulated stainless steel frame which doubles as an antenna, with internal components situated between chemically strengthened aluminosilicate glass.","The iPhone 4 introduced a new hardware design to the iPhone line, which <mask>'s CEO Steve Jobs touted as the thinnest smartphone in the world at the time; it consisted of an uninsulated stainless steel frame which doubles as an antenna, with internal components situated between chemically strengthened aluminosilicate glass."
apple,"The Second Coming of Steve Jobs is an unauthorized biography chronicling the life of Steve Jobs, a co-founder of [MASK] Inc by Vanity Fair magazine writer Alan Deutschman.","The Second Coming of Steve Jobs is an unauthorized biography chronicling the life of Steve Jobs, a co-founder of <mask> Inc by Vanity Fair magazine writer Alan Deutschman."
apple,"The Second Coming of Steve Jobs is an unauthorized biography chronicling the life of Steve Jobs, a co-founder of [MASK] Inc by Vanity Fair magazine writer Alan Deutschman.","The Second Coming of Steve Jobs is an unauthorized biography chronicling the life of Steve Jobs, a co-founder of <mask> Inc by Vanity Fair magazine writer Alan Deutschman."
apple,"The event was attended by Steve Jobs, who was the founder of [MASK].","The event was attended by Steve Jobs, who was the founder of <mask>."
apple,"Reality distortion field (RDF) is a term coined by Bud Tribble at [MASK] in 1981, to describe company co-founder Steve Jobs' charisma and its effects on the developers working on the Macintosh project.","Reality distortion field (RDF) is a term coined by Bud Tribble at <mask> in 1981, to describe company co-founder Steve Jobs' charisma and its effects on the developers working on the Macintosh project."
apple,"He later joined [MASK] as employee 15 and in 1978 became executive vice president of engineering, working directly with Steve Jobs and Jef Raskin on the Macintosh project.","He later joined <mask> as employee 15 and in 1978 became executive vice president of engineering, working directly with Steve Jobs and Jef Raskin on the Macintosh project."
apple,"Formerly director of manufacturing at National Semiconductor, Scott was persuaded by Mike Markkula to take the CEO position at [MASK], as the co-founders — Steve Jobs and Steve Wozniak — were both seen as insufficiently experienced for the job at the time.","Formerly director of manufacturing at National Semiconductor, Scott was persuaded by Mike Markkula to take the CEO position at <mask>, as the co-founders — Steve Jobs and Steve Wozniak — were both seen as insufficiently experienced for the job at the time."
apple,"In the commercial arena, Steve Jobs delivered influential keynote speeches at [MASK] product, system and service launches.","In the commercial arena, Steve Jobs delivered influential keynote speeches at <mask> product, system and service launches."
apple,"When Steve Jobs returned to [MASK] in 1997, he discontinued most of the company's accessory product lines, including the StyleWriter and LaserWriter.","When Steve Jobs returned to <mask> in 1997, he discontinued most of the company's accessory product lines, including the StyleWriter and LaserWriter."
apple,"Former [MASK] CEO Steve Jobs initially indicated that Apple would retain 40% of the ad revenue, in line with what he called ""industry standard"", with the other 60% going to the developers.","Former <mask> CEO Steve Jobs initially indicated that Apple would retain 40% of the ad revenue, in line with what he called ""industry standard"", with the other 60% going to the developers."
apple,"Former Apple CEO Steve Jobs initially indicated that [MASK] would retain 40% of the ad revenue, in line with what he called ""industry standard"", with the other 60% going to the developers.","Former Apple CEO Steve Jobs initially indicated that <mask> would retain 40% of the ad revenue, in line with what he called ""industry standard"", with the other 60% going to the developers."
apple,"In 1978 John was recruited by Steve Jobs as Director of New Products for [MASK], Inc.","In 1978 John was recruited by Steve Jobs as Director of New Products for <mask>, Inc."
apple,"This episode also served as the inspiration for the term ""Reality distortion field"", referring to [MASK] co-founder Steve Jobs' ability to convince audiences of his narrative.","This episode also served as the inspiration for the term ""Reality distortion field"", referring to <mask> co-founder Steve Jobs' ability to convince audiences of his narrative."
apple,"[MASK] CEO Steve Jobs announced FaceTime on June 7, 2010, in conjunction with the iPhone 4, in a keynote speech at the 2010 Apple Worldwide Developers Conference.","<mask> CEO Steve Jobs announced FaceTime on June 7, 2010, in conjunction with the iPhone 4, in a keynote speech at the 2010 Apple Worldwide Developers Conference."
apple,"Recent motifs were mainly developed under the collaboration of Steve Jobs and Sir Jonathan Ive beginning in 1997, radically altering the previous [MASK] designs.","Recent motifs were mainly developed under the collaboration of Steve Jobs and Sir Jonathan Ive beginning in 1997, radically altering the previous <mask> designs."
apple,"Soghoian's job includes making public appearances to demonstrate [MASK] technologies, including the 2004 WWDC, when he appeared on stage with Steve Jobs to demonstrate Automator, a new workflow feature in Mac OS X v10.4.","Soghoian's job includes making public appearances to demonstrate <mask> technologies, including the 2004 WWDC, when he appeared on stage with Steve Jobs to demonstrate Automator, a new workflow feature in Mac OS X v10.4."
apple,"Announced on October 4, 2011 at [MASK]'s Cupertino campus, its media coverage was accompanied by the death of former Apple CEO and co-founder Steve Jobs on the following day.","Announced on October 4, 2011 at <mask>'s Cupertino campus, its media coverage was accompanied by the death of former Apple CEO and co-founder Steve Jobs on the following day."
apple,"Announced on October 4, 2011 at Apple's Cupertino campus, its media coverage was accompanied by the death of former [MASK] CEO and co-founder Steve Jobs on the following day.","Announced on October 4, 2011 at Apple's Cupertino campus, its media coverage was accompanied by the death of former <mask> CEO and co-founder Steve Jobs on the following day."
apple,"It was also played live at the Steve Jobs memorial/celebration-of-life event at [MASK] headquarters on 19 October 2011 in Cupertino, California, and at the opening of the MTV European Music Awards in Belfast, Northern Ireland on 6 November 2011.","It was also played live at the Steve Jobs memorial/celebration-of-life event at <mask> headquarters on 19 October 2011 in Cupertino, California, and at the opening of the MTV European Music Awards in Belfast, Northern Ireland on 6 November 2011."
apple,Pollack joined his music industry peers in lamenting the loss of [MASK] CEO Steve Jobs.,Pollack joined his music industry peers in lamenting the loss of <mask> CEO Steve Jobs.
apple,"Stevenote is a colloquial term for keynote speeches given by Steve Jobs, former CEO of [MASK], at events such as the Worldwide Developers Conference, Macworld and Apple Expos.","Stevenote is a colloquial term for keynote speeches given by Steve Jobs, former CEO of <mask>, at events such as the Worldwide Developers Conference, Macworld and Apple Expos."
apple,"Stevenote is a colloquial term for keynote speeches given by Steve Jobs, former CEO of Apple, at events such as the Worldwide Developers Conference, Macworld and [MASK] Expos.","Stevenote is a colloquial term for keynote speeches given by Steve Jobs, former CEO of Apple, at events such as the Worldwide Developers Conference, Macworld and <mask> Expos."
apple,"Noted for its innovative design via the use of translucent and brightly colored plastics, it was the first consumer-facing [MASK] product to debut under the recently returned interim CEO Steve Jobs.","Noted for its innovative design via the use of translucent and brightly colored plastics, it was the first consumer-facing <mask> product to debut under the recently returned interim CEO Steve Jobs."
apple,"Jeffrey S. Young, one of the founding editors of Macworld magazine and co-author of the bestseller iCon Steve Jobs: The Greatest Second Act in the History of Business, described Glide as ""one of the first 'Internet' operating systems, a browser based working and computing environment"" that ""demonstrates the first new competition for [MASK] and Microsoft since Digital Research’s GEM.""","Jeffrey S. Young, one of the founding editors of Macworld magazine and co-author of the bestseller iCon Steve Jobs: The Greatest Second Act in the History of Business, described Glide as ""one of the first 'Internet' operating systems, a browser based working and computing environment"" that ""demonstrates the first new competition for <mask> and Microsoft since Digital Research’s GEM."""
apple,"In 2004, he was named one of the 50 most influential individuals in technology by Silicon.com, along with [MASK]’s Steve Jobs, Microsoft’s Bill Gates, and Google’s Eric Schmidt.","In 2004, he was named one of the 50 most influential individuals in technology by Silicon.com, along with <mask>’s Steve Jobs, Microsoft’s Bill Gates, and Google’s Eric Schmidt."
apple,"The ""⌘"" symbol (the ""looped square"") was chosen by Susan Kare after Steve Jobs decided that the use of the [MASK] logo in the menu system (where the keyboard shortcuts are displayed) would be an over-use of the logo.","The ""⌘"" symbol (the ""looped square"") was chosen by Susan Kare after Steve Jobs decided that the use of the <mask> logo in the menu system (where the keyboard shortcuts are displayed) would be an over-use of the logo."
apple,"In January 2012, the magazine entered the national conversation about [MASK] innovator Steve Jobs, who had reportedly drawn design inspiration from his childhood Eichler home.","In January 2012, the magazine entered the national conversation about <mask> innovator Steve Jobs, who had reportedly drawn design inspiration from his childhood Eichler home."
apple,"Steve Jobs is portrayed by Ashton Kutcher, with Josh Gad as [MASK]'s (now Apple Inc.)","Steve Jobs is portrayed by Ashton Kutcher, with Josh Gad as <mask>'s (now Apple Inc.)"
apple,"Steve Jobs is portrayed by Ashton Kutcher, with Josh Gad as Apple Computer's (now [MASK])","Steve Jobs is portrayed by Ashton Kutcher, with Josh Gad as Apple Computer's (now <mask>)"
apple,"The Eichler Network and its magazine CA-Modern recently became part of the national conversation surrounding the life of [MASK] innovator Steve Jobs, who as a child lived in a mid-century modern home.","The Eichler Network and its magazine CA-Modern recently became part of the national conversation surrounding the life of <mask> innovator Steve Jobs, who as a child lived in a mid-century modern home."
apple,McGrew is noted for the first interview with [MASK] founder Steve Wozniak after the company first revealed CEO Steve Jobs's illness would cause him to step aside and was the first reporter to write of the suicide death of US Marine Harry Lew following severe hazing in Afghanistan.,McGrew is noted for the first interview with <mask> founder Steve Wozniak after the company first revealed CEO Steve Jobs's illness would cause him to step aside and was the first reporter to write of the suicide death of US Marine Harry Lew following severe hazing in Afghanistan.
apple,"While both Microsoft and [MASK]'s former CEO's Bill Gates and Steve Jobs also predicted a shift towards mobile devices as the primary method of computing, as a complement to the PC, Jobs popularized the term ""post-PC"" in 2007 (the launch of the first iPhone), and in 2011 launched iCloud, a service enabling Apple's product line to synchronize data with PCs through cloud services, freeing their iOS devices from dependency on a PC.","While both Microsoft and <mask>'s former CEO's Bill Gates and Steve Jobs also predicted a shift towards mobile devices as the primary method of computing, as a complement to the PC, Jobs popularized the term ""post-PC"" in 2007 (the launch of the first iPhone), and in 2011 launched iCloud, a service enabling Apple's product line to synchronize data with PCs through cloud services, freeing their iOS devices from dependency on a PC."
apple,"While both Microsoft and Apple's former CEO's Bill Gates and Steve Jobs also predicted a shift towards mobile devices as the primary method of computing, as a complement to the PC, Jobs popularized the term ""post-PC"" in 2007 (the launch of the first iPhone), and in 2011 launched iCloud, a service enabling [MASK]'s product line to synchronize data with PCs through cloud services, freeing their iOS devices from dependency on a PC.","While both Microsoft and Apple's former CEO's Bill Gates and Steve Jobs also predicted a shift towards mobile devices as the primary method of computing, as a complement to the PC, Jobs popularized the term ""post-PC"" in 2007 (the launch of the first iPhone), and in 2011 launched iCloud, a service enabling <mask>'s product line to synchronize data with PCs through cloud services, freeing their iOS devices from dependency on a PC."
apple,"Inside [MASK] - The Secrets Behind the Past and Future Success of Steve Jobs's Iconic Brand, is a business and economics book, on the systems, leadership patterns, strategies and tactics adopted by Apple Inc.. The book was authored by Adam Lashinsky, who is the Senior Editor-at-Large for Fortune Magazine and a leading correspondent in the Silicon Valley, USA.","Inside <mask> - The Secrets Behind the Past and Future Success of Steve Jobs's Iconic Brand, is a business and economics book, on the systems, leadership patterns, strategies and tactics adopted by Apple Inc.. The book was authored by Adam Lashinsky, who is the Senior Editor-at-Large for Fortune Magazine and a leading correspondent in the Silicon Valley, USA."
apple,"Inside Apple - The Secrets Behind the Past and Future Success of Steve Jobs's Iconic Brand, is a business and economics book, on the systems, leadership patterns, strategies and tactics adopted by [MASK]. The book was authored by Adam Lashinsky, who is the Senior Editor-at-Large for Fortune Magazine and a leading correspondent in the Silicon Valley, USA.","Inside Apple - The Secrets Behind the Past and Future Success of Steve Jobs's Iconic Brand, is a business and economics book, on the systems, leadership patterns, strategies and tactics adopted by <mask>. The book was authored by Adam Lashinsky, who is the Senior Editor-at-Large for Fortune Magazine and a leading correspondent in the Silicon Valley, USA."
apple,"He is currently writing a book about what he learned from his early mentor, [MASK] founder Steve Jobs.","He is currently writing a book about what he learned from his early mentor, <mask> founder Steve Jobs."
apple,"Notably, the book was critical of Steve Jobs and [MASK], as well as Bill Gates and Microsoft.","Notably, the book was critical of Steve Jobs and <mask>, as well as Bill Gates and Microsoft."
apple,The Bite in the [MASK]: A Memoir of My Life with Steve Jobs is by Chrisann Brennan.,The Bite in the <mask>: A Memoir of My Life with Steve Jobs is by Chrisann Brennan.
apple,"Brennan is an American painter, Steve Jobs' high school girlfriend, an early employee of [MASK]","Brennan is an American painter, Steve Jobs' high school girlfriend, an early employee of <mask>"
apple,"Markkula was introduced to Steve Jobs and Steve Wozniak when they were looking for funding to manufacture the Apple II personal computer they had developed, after having sold some units of the first version of this computer, the Apple I. With his guidance and funding, [MASK] ceased to be a partnership and was incorporated as a company.","Markkula was introduced to Steve Jobs and Steve Wozniak when they were looking for funding to manufacture the Apple II personal computer they had developed, after having sold some units of the first version of this computer, the Apple I. With his guidance and funding, <mask> ceased to be a partnership and was incorporated as a company."
apple,"Steve Jobs returned to [MASK] just before the release of Mac OS 8.5, and he decided to officially drop support for themes because he wanted to preserve a consistent user interface.","Steve Jobs returned to <mask> just before the release of Mac OS 8.5, and he decided to officially drop support for themes because he wanted to preserve a consistent user interface."
apple,"In 2012, he used garbage collected from the home of Steve Jobs to create a sculpture of the [MASK] CEO.","In 2012, he used garbage collected from the home of Steve Jobs to create a sculpture of the <mask> CEO."
apple,"Licklider, Doug Engelbart, Robert Noyce of Intel, Bill Gates and Paul Allen of Microsoft, Steve Wozniak and Steve Jobs of [MASK], Tim Berners-Lee, Larry Page of Google, Jimmy Wales of Wikipedia, and Lee Felsenstein.","Licklider, Doug Engelbart, Robert Noyce of Intel, Bill Gates and Paul Allen of Microsoft, Steve Wozniak and Steve Jobs of <mask>, Tim Berners-Lee, Larry Page of Google, Jimmy Wales of Wikipedia, and Lee Felsenstein."
apple,"After Steve Jobs departed [MASK] three years prior to this event, he sank from sight only emerging once in 1986 to unveil the NeXT logo and once in early 1987 to announce that H. Ross Perot had invested $20 million in NeXT inc.","After Steve Jobs departed <mask> three years prior to this event, he sank from sight only emerging once in 1986 to unveil the NeXT logo and once in early 1987 to announce that H. Ross Perot had invested $20 million in NeXT inc."
apple,Chrisann Brennan (born 1954) is an American painter and writer who wrote the autobiography The Bite in the [MASK] about her relationship with Apple co-founder Steve Jobs.,Chrisann Brennan (born 1954) is an American painter and writer who wrote the autobiography The Bite in the <mask> about her relationship with Apple co-founder Steve Jobs.
